Compound.Name,IS_index1,IS_index2,IS_index3,IS_appropriate1,IS_appropriate2,IS_appropriate3,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,cumsum_ISnormnorm,cumsum_ISrawnorm1,cumsum_ISrawnorm2,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
1202_1412_blob_920,11,26,12,dC14,pentaerythritol-C13,dC16,0.317007291,0.434875357,0.19203096,0.2724428,0.338575357,-0.036446782,0.502247256,0.547611662,-0.207050964,-0.162932334,-0.186605774,-0.331512591,0.000431184,0.000627375,0.000272533,920,amz_lib_1202_1412,999,999,MBTCA,423,559,1790.30303,1776,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",708,739,NA,C14H31BO6Si2,362,myrc_ox_L_blob_687,666,711,1796
1221_0832_blob_1032,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.693117106,0.477133195,0.474721108,-0.12350992,0.272476083,-0.215492828,0.444949316,0.41703076,-0.135569162,-0.125211073,-0.045227267,-0.345722823,0.000597356,0.000625481,0.000574612,1032,amz_lib_1221_0832,999,999,C7 acid,391,474,1748.780488,NA,"1,12-Dodecanediol, 2TMS derivative",586,607,NA,C18H42O2Si2,346,myrc_ox_L_blob_573,542,579,1757
1129_1334_blob_1274,11,26,12,dC14,pentaerythritol-C13,dC16,0.388460018,0.43854444,0.395168434,0.055347293,0.404421327,-0.008599717,NA,NA,NA,NA,NA,NA,0.000279207,0.000624481,NA,1274,amz_lib_1129_1334,999,999,"beta-caryophyllinic acid, TMS",457,667,2041.481481,2060,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",746,781,NA,C14H31BO6Si2,362,limonox_S_blob_687,440,593,NA
1202_1412_blob_1067,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.747427039,0.465776469,0.305489761,0.033491398,0.344655289,0.069582371,NA,NA,NA,NA,NA,NA,0.00028441,0.000624148,9.68E-06,1067,amz_lib_1202_1412,999,999,C7 acid,407,498,1907.38255,NA,Ethyltrimethylsilyl dipropylmalonate,645,691,NA,C14H28O4Si,288,limonox_S_blob_814,606,690,1899
1213_2145_blob_1269,11,26,12,dC14,pentaerythritol-C13,dC16,0.574110688,0.054709591,0.442874169,0.077431287,0.396055118,-0.172068254,0.059268013,0.330463444,0.136779398,-0.228491,-0.093854509,-0.236292235,0.000435066,0.000622427,0.000283556,1269,amz_lib_1213_2145,999,999,C7 acid,420,510,1651.219512,NA,"2-Propenoic acid, 3-[5-(2-hydroxypropyl)-2,2-dimethyl-1,3-dioxolan-4-yl]-, TBDMS derivative",588,604,NA,C17H32O5Si,344,myrc_ox_L_blob_649,570,606,1644
1129_1334_blob_1271,11,26,12,dC14,pentaerythritol-C13,dC16,0.493399095,0.391447833,0.514963944,0.011270689,0.379278261,-0.091310002,NA,NA,NA,NA,NA,NA,0.000280441,0.000621512,4.63E-06,1271,amz_lib_1129_1334,999,999,C7 acid,384,525,2100.740741,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",687,753,NA,C13H26BNO6Si,331,limonox_S_blob_1216,518,668,2098
1221_0832_blob_786,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.613389058,0.035944783,0.614921163,0.406103945,0.535490937,-0.286569961,0.447164063,0.401709243,0.034168322,-0.202537374,-0.138654583,-0.218749746,0.00086857,0.000616164,0.001072679,786,amz_lib_1221_0832,999,999,pinic acid 1,595,628,1693.902439,1692,"Hexanedioic acid, 2-trimethylsilyloxy-, bis(trimethylsilyl) ester",686,781,NA,C15H34O5Si3,378,myrc_ox_L_blob_735,680,727,1703
1128_1901_blob_1161,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.768673111,0.388281164,0.610968522,0.363498195,0.735510003,0.157228374,0.480464188,0.751541774,0.399344573,0.123583261,0.424350333,-0.175103938,0.000305878,0.000616144,5.50E-05,1161,amz_lib_1128_1901,999,999,C7 acid,423,555,2222.580645,NA,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",621,659,NA,C22H42S2Si,398,limonox_S_blob_687,429,570,NA
1202_1412_blob_990,11,26,12,dC14,pentaerythritol-C13,dC16,0.492785768,0.403568716,0.067243857,0.561232051,0.583409683,0.187991345,0.189950679,0.270784498,0.118058668,0.890073745,0.607806515,0.699079907,0.000294836,0.000613524,3.71E-05,990,amz_lib_1202_1412,999,999,"beta-caryophyllonic acid, TMS",578,686,1943.624161,1931,"6-Hydroxy-1-oxogermacr-4,10(15),11(13)-trien-12,8-olide",641,738,NA,C15H18O4,262,bcp_ox_L_blob_678,584,656,1959
1128_1901_blob_37,11,26,12,dC14,pentaerythritol-C13,dC16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000273299,0.000606748,3.65E-06,37,amz_lib_1128_1901,999,999,C7 acid,547,633,2151.470588,NA,"10-Heptadecenoic acid, (Z)-, TMS derivative",893,894,2126,C20H40O2Si,340,bcp_ox_L_blob_18,532,620,NA
1202_0046_blob_856,11,26,12,dC14,pentaerythritol-C13,dC16,0.840266933,0.492837002,0.566979825,0.228348411,0.645771557,0.043503478,0.489881857,0.501362702,0.02620852,0.126050975,0.276775576,0.008786737,0.000365277,0.000606338,0.000170342,856,amz_lib_1202_0046,999,999,"beta-caryophyllonic acid, TMS",564,673,1944.594595,1931,"10,12-Docosadiynedioic acid, 2TMS derivative",674,682,NA,C28H50O4Si2,506,bcp_ox_L_blob_890,615,655,1947
1202_1412_blob_1392,11,26,12,dC14,pentaerythritol-C13,dC16,0.42234334,0.367836144,0.412308629,0.030712942,0.461287953,0.19103074,NA,NA,NA,NA,NA,NA,0.000270857,0.000605806,NA,1392,amz_lib_1202_1412,999,999,beta-nocaryophyllone aldehyde,418,493,1758.787879,1757,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",729,752,NA,C13H26BNO6Si,331,limonox_S_blob_888,622,711,1750
1128_1901_blob_790,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.650719532,0.341855413,0.387732659,-0.017786421,0.440796826,-0.187702813,0.330352348,0.415011264,-0.01318613,-0.13255116,-0.059316012,-0.261848172,0.000397394,0.000599978,0.000233574,790,amz_lib_1128_1901,999,999,Me-OH-glutatric acid,475,544,1621.818182,1623,"1,4-Heptadiene, 6-methyl-5,6-bis(trimethylsilyloxy)-",637,701,NA,C14H30O2Si2,286,limonox_L_blob_582,688,702,1619
1221_0832_blob_961,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.554021694,0.459042319,0.405940226,-0.015331553,0.292923344,-0.166812631,0.429720832,0.494460268,-0.166823801,-0.144314376,-0.038313252,-0.383237661,0.000414246,0.000599567,0.000264384,961,amz_lib_1221_0832,999,999,C7 acid,467,553,1804.026846,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",629,683,NA,C15H30O4Si,302,limonox_L_blob_644,609,638,1808
1202_0046_blob_967,11,26,12,dC14,pentaerythritol-C13,dC16,0.41474731,0.440725016,0.214971546,0.264528585,0.278638272,-0.198933018,0.398037911,0.065571118,-0.233304218,-0.252400167,-0.335987884,-0.512042449,0.000427444,0.000598962,0.000288746,967,amz_lib_1202_0046,999,999,mannosan,578,669,1710.97561,1706,"Pentanedioic acid, 2,3-bis[(trimethylsilyl)oxy]-, bis(trimethylsilyl) ester, (R*,S*)-",754,891,NA,C17H40O6Si4,452,myrc_ox_L_blob_735,632,722,1703
1221_0832_blob_1086,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.501460692,-0.129934842,0.632324316,0.364888267,0.765984492,-0.094462318,NA,NA,NA,NA,NA,NA,0.000281929,0.000595677,2.82E-05,1086,amz_lib_1221_0832,999,999,farnesol,440,556,1846.979866,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",609,613,NA,C13H26BNO6Si,331,limonox_S_blob_756,609,647,1850
1202_1412_blob_767,11,26,12,dC14,pentaerythritol-C13,dC16,0.558740167,0.236327856,0.682044499,0.300394596,0.72026976,-0.031351268,0.156852547,0.241092502,-0.049931791,-0.152327074,-0.578630136,-0.68505719,0.000279277,0.000592769,2.58E-05,767,amz_lib_1202_1412,999,999,C7 acid,381,506,1893.959732,NA,"Benzeneacetic acid, a-(7-t-butyldimethylsilyloxyheptanoyloxy)-, methyl ester",622,677,NA,C22H36O5Si,408,limonox_L_blob_564,694,710,1893
1129_1334_blob_1095,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.656042488,0.212319188,0.573112204,0.403627024,0.681928838,0.371563989,0.410988542,0.403638013,0.066681403,0.652182205,-0.321687232,-0.557611499,0.000292203,0.000591652,5.01E-05,1095,amz_lib_1129_1334,999,999,"beta-nocaryophyllinic acid, TMS",766,783,2127.407407,2127,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",682,718,NA,C13H26BNO6Si,331,limonox_S_blob_905,556,656,2120
1128_1901_blob_1109,25,7,1,methoxyphenol-d3,d-C6diacid,4-methoxy-benzaldehyde,0.442769853,0.198454954,0.171475506,0.316178715,0.453152545,0.071420447,NA,NA,NA,NA,NA,NA,0.000266088,0.00058721,6.41E-06,1109,amz_lib_1128_1901,999,999,farnesol,542,632,1824.161074,1832,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",661,687,NA,C19H28O4,320,bcp_ox_L_blob_628,579,597,1821
1213_2145_blob_786,11,26,12,dC14,pentaerythritol-C13,dC16,0.442581609,0.330973909,0.190681976,0.309438917,0.464891873,-0.25564047,0.546027266,0.179250441,-0.090991401,-0.263265645,0.026091955,0.11174757,0.00073112,0.000580971,0.000852539,786,amz_lib_1213_2145,999,999,C7 acid,406,492,1876.510067,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",673,690,NA,C13H26BNO6Si,331,limonox_S_blob_649,632,691,1868
1202_0046_blob_1246,11,26,12,dC14,pentaerythritol-C13,dC16,0.76983771,0.547139094,0.41881361,0.22221132,0.533423343,0.14114757,NA,NA,NA,NA,NA,NA,0.000263752,0.000579325,8.56E-06,1246,amz_lib_1202_0046,999,999,C12 diacid,482,542,2127.941176,2120,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",714,770,NA,C13H26BNO6Si,331,limonox_S_blob_905,591,724,2120
1202_1412_blob_1193,11,26,12,dC14,pentaerythritol-C13,dC16,0.284114407,0.497658872,0.528570634,-0.035276425,0.419253068,0.12270435,NA,NA,NA,NA,NA,NA,0.000261714,0.000573887,9.27E-06,1193,amz_lib_1202_1412,999,999,bisabolol,486,551,1766.060606,1770,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",624,690,NA,C13H27Cl3O4Si2,408,myrc_ox_L_blob_727,646,751,1774
1202_1412_blob_1339,11,26,12,dC14,pentaerythritol-C13,dC16,0.461358385,0.373090365,0.288789171,0.311649795,0.486369964,0.1142332,NA,NA,NA,NA,NA,NA,0.000254452,0.000569114,NA,1339,amz_lib_1202_1412,999,999,"beta-nocaryophyllinic acid, TMS",402,562,2146.666667,2127,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,655,NA,C21H32O5,364,bcp_ox_L_blob_988,417,669,2192
1221_0832_blob_988,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.525429898,0.801105745,0.023620334,0.210788973,0.356794414,0.213946653,0.00780397,0.174071922,-0.062299217,0.073123469,0.16466964,0.098040396,0.000433186,0.000564649,0.000326878,988,amz_lib_1221_0832,999,999,C7 acid,371,451,1969.127517,NA,"4-Coumaric acid, 2TMS derivative",695,861,1949,C15H24O3Si2,308,limonox_S_blob_685,486,576,1963
