Compound.Name,IS_index1,IS_index2,IS_index3,IS_appropriate1,IS_appropriate2,IS_appropriate3,AMS1_PMF_1r2,AMS1_PMF_2r2,AMS1_PMF_3r2,AMS1_PMF_4r2,AMS1_PMF_5r2,AMS1_PMF_6r2,AMS2_PMF_1r2,AMS2_PMF_2r2,AMS2_PMF_3r2,AMS2_PMF_4r2,AMS2_PMF_5r2,AMS2_PMF_6r2,cumsum_ISnormnorm,cumsum_ISrawnorm1,cumsum_ISrawnorm2,BlobID,Library.Name,Library.Match.Factor,Library.Reverse.Match.Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Compound.Name_chamber,Library.Match.Factor_chamber,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
1213_2145_blob_609,11,26,12,dC14,pentaerythritol-C13,dC16,0.262360485,0.044229752,0.1253476,0.352971408,0.499115718,-0.178611174,0.352858579,0.03410415,0.010761334,0.174388465,0.487786104,0.294687968,0.003785669,0.00243372,0.00487893,609,amz_lib_1213_2145,999,999,levoglucosan,602,806,1743.902439,1726,"Levoglucosan, 3TMS derivative",709,807,1694,C15H34O5Si3,378,myrc_ox_L_blob_723,546,583,1749
1221_0832_blob_581,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.368930066,0.425494417,0.337035363,0.058182462,0.178831001,-0.226617549,0.418237018,0.320345447,0.03196967,-0.103695048,-0.077904538,-0.189383779,0.002823701,0.002421508,0.003148937,581,amz_lib_1221_0832,999,999,C7 acid,448,469,1748.780488,NA,"4-Oxoheptanedioic acid, 2TMS derivative",709,882,1728,C13H26O5Si2,318,myrc_ox_L_blob_670,628,633,1741
1221_0832_blob_759,11,26,12,dC14,pentaerythritol-C13,dC16,0.667144793,0.458215143,0.439759539,0.000655556,0.264307239,-0.119533236,0.441368743,0.463725145,-0.042372521,-0.189996733,-0.1271513,-0.227423911,0.002843544,0.002419327,0.003186589,759,amz_lib_1221_0832,999,999,C7 acid,499,560,1693.902439,NA,2-Isopropyl-3-keto-trimethylsilylbutyrate,698,740,NA,C10H20O3Si,216,limonox_S_blob_713,565,585,1699
1202_1412_blob_602,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.61097632,0.169836581,0.30859412,0.812726635,0.54219543,0.471824965,NA,NA,NA,NA,NA,NA,0.001077275,0.002409456,NA,602,amz_lib_1202_1412,999,999,C7 acid,401,452,1789.090909,NA,2-Keto-3-methylvaleric acid eo-tms pk1,569,637,NA,C11H23NO3Si,245,myrc_ox_L_blob_562,494,524,1792
1221_0832_blob_608,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.586071757,0.300926766,0.567178691,0.198917046,0.476049815,-0.181161457,0.417891549,0.459435884,-0.00074929,-0.156541235,-0.072629515,-0.17662379,0.003004838,0.002327833,0.003552302,608,amz_lib_1221_0832,999,999,C7 acid,505,541,1753.658537,NA,"Propane, 2-methyl-1,2-bis(trimethylsiloxy)-",748,861,NA,C10H26O2Si2,234,apin_ox_L_blob_529,674,741,1770
1129_1334_blob_594,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.497669413,-0.079187532,0.481475625,0.306705469,0.506118572,0.171274142,0.411192973,0.429365347,0.127508179,-0.130811168,-0.166977558,-0.322933302,0.002896085,0.002270228,0.003402186,594,amz_lib_1129_1334,999,999,C7 acid,446,580,1845.637584,NA,"1,11-Undecanediol, 2TMS derivative",559,589,NA,C17H40O2Si2,332,myrc_ox_L_blob_706,719,728,1840
1128_1901_blob_1418,11,0,0,dC14,NA,NA,-0.497695928,0.035642024,-0.06473857,-0.138479887,-0.301081814,-0.017354859,-0.245318488,-0.348299166,-0.046564262,0.742720052,0.852407176,0.700052631,0.001401583,0.002269559,0.00069969,1418,amz_lib_1128_1901,999,999,"2-Ketoglutaric acid, tri-TMS",480,493,1625.454545,1629,"5-Hydroxymethyl-2,2,5-trimethyl-1,3-dioxane, TMS derivative",675,748,NA,C11H24O3Si,232,myrc_ox_L_blob_627,586,617,1628
1202_0046_blob_938,11,26,12,dC14,pentaerythritol-C13,dC16,0.34593962,0.267861824,0.321771649,0.514699854,0.519656419,0.028885354,0.616055214,0.536446696,0.922967161,0.576144911,0.766724681,0.746898017,0.001063453,0.002254461,0.000100338,938,amz_lib_1202_0046,999,999,C7 acid,427,605,1878.378378,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",701,720,NA,C14H31BO6Si2,362,limonox_S_blob_649,592,664,1868
1221_0832_blob_898,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.798105393,0.370747083,0.466159514,0.249053402,0.538225011,-0.016868709,0.220708483,0.317372644,-0.051337002,-0.169160034,-0.08785137,-0.133865245,0.001640318,0.002246329,0.001150265,898,amz_lib_1221_0832,999,999,farnesol,595,667,1838.926174,1832,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",648,671,NA,C13H27Cl3O4Si2,408,limonox_L_blob_611,641,702,1835
1221_0832_blob_686,11,26,12,dC14,pentaerythritol-C13,dC16,0.698515002,0.455778211,-0.264814427,-0.21719862,-0.093428037,-0.298040428,NA,NA,NA,NA,NA,NA,0.001010553,0.002231035,2.36E-05,686,amz_lib_1221_0832,999,999,C7 acid,410,491,1875.167785,NA,"1,12-Dodecanediol, 2TMS derivative",599,626,NA,C18H42O2Si2,346,limonox_S_blob_804,572,645,1868
1221_0832_blob_583,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.386015517,0.522144635,0.120546829,0.310174613,0.220518702,-0.204031953,0.453254202,0.088145422,-0.136479342,-0.144711304,-0.300162678,-0.452305966,0.001453351,0.002219092,0.00083413,583,amz_lib_1221_0832,999,999,C7 acid,451,531,1856.375839,NA,"Hexylmalonic acid, bis(trimethylsilyl)- ester",667,702,NA,C15H32O4Si2,332,limonox_S_blob_823,603,669,1843
1128_1901_fb_add_blob_586,11,26,12,dC14,pentaerythritol-C13,dC16,0.262489799,0.317220059,0.203046199,0.468885955,0.446840711,0.235004688,0.043326838,-0.366112003,0.064918284,0.695703296,0.904907446,0.763181135,0.003691634,0.002212951,0.004887379,586,amz_lib_1128_1901_fb_add,999,999,C24 acid,939,939,2884.848485,2886,"Lignoceric acid, TMS derivative",896,913,2838,C27H56O2Si,440,bcp_ox_L_blob_18,513,591,NA
1221_0832_blob_661,11,26,12,dC14,pentaerythritol-C13,dC16,0.896297452,0.549438321,0.434000315,0.153107573,0.556019128,-0.010226052,0.493883763,0.452605172,0.102602221,-0.071354323,-0.042309408,-0.107720868,0.00241432,0.002202434,0.002585663,661,amz_lib_1221_0832,999,999,C9 Diacid (azelaic acid),507,521,1824.161074,1822,"Hexylmalonic acid, bis(trimethylsilyl)- ester",677,696,NA,C15H32O4Si2,332,apin_ox_S_blob_616,671,689,1823
1202_1412_blob_782,11,26,12,dC14,pentaerythritol-C13,dC16,0.67900896,0.391723333,0.436381613,0.548474058,0.569111459,0.110772293,0.630789091,0.607284577,0.034718775,0.829795384,-0.108155539,-0.345247814,0.001111133,0.002144719,0.000275319,782,amz_lib_1202_1412,999,999,C7 acid,424,525,1801.342282,NA,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",736,764,NA,C16H37BO6Si3,420,myrc_ox_L_blob_687,619,675,1796
1221_0832_blob_653,25,11,4,methoxyphenol-d3,dC14,"d-C10 acid, TMS",0.717805023,0.021889172,0.446068817,0.370442213,0.607791479,-0.139624363,0.620790556,0.051578801,-0.152475995,-0.205266438,-0.184492557,-0.309475056,0.001566868,0.002116216,0.001122634,653,amz_lib_1221_0832,999,999,MBTCA,413,488,1782.926829,1776,"2-Hydroxycyclohexane-1-carboxylic acid, bis(trimethylsilyl) deriv.",659,750,NA,C13H28O3Si2,288,myrc_ox_L_blob_594,624,664,1793
1221_0832_blob_823,11,26,12,dC14,pentaerythritol-C13,dC16,0.151128426,0.492312099,0.140265297,0.00189332,-0.031881032,-0.175967306,0.489610725,0.255361453,0.173953946,-0.152463112,-0.221478037,-0.314387156,0.003278635,0.002092463,0.004237839,823,amz_lib_1221_0832,999,999,"2-Ketoglutaric acid, tri-TMS",555,588,1637.804878,1629,"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one, (D)-, 2TMS derivative",688,745,NA,C11H24O4Si2,276,myrc_ox_L_blob_613,673,692,1627
1221_0832_blob_698,11,26,12,dC14,pentaerythritol-C13,dC16,0.528495415,0.613556334,0.243999887,0.003922541,0.011407009,0.039591064,0.61875463,0.444091002,-0.039197641,-0.207857131,-0.042483205,0.039507455,0.002121258,0.002060835,0.00217012,698,amz_lib_1221_0832,999,999,C7 acid,446,542,1871.14094,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",668,674,NA,C13H26BNO6Si,331,myrc_ox_L_blob_699,667,776,1866
1221_0832_blob_571,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.315118029,0.49466225,0.018642465,0.21874397,0.053830673,-0.303075208,0.535398483,-0.323102964,-0.407708737,-0.233165971,-0.324141484,-0.376523016,0.001131072,0.002033323,0.000401462,571,amz_lib_1221_0832,999,999,C7 acid,502,531,1662.195122,NA,"Citric acid, 3TMS derivative",632,636,NA,C15H32O7Si3,408,limonox_S_blob_687,602,664,NA
1128_2052_blob_639,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.44372557,0.419854532,0.476981731,0.568825257,0.597003646,0.34868218,0.250605453,0.144662518,0.428473755,0.132717225,0.071654995,0.090652372,0.001111383,0.00203226,0.000366711,639,amz_lib_1128_2052,999,999,beta-caryophyllene aldehyde,903,906,1715.151515,1715,"Bicyclo[2.2.1]heptane-2,5-diol, 1,7,7-trimethyl-, (2-endo,5-exo)-",739,805,NA,C10H18O2,170,bcp_ox_L_blob_741,573,749,1679
1221_0832_blob_730,11,26,12,dC14,pentaerythritol-C13,dC16,0.587294935,0.595012139,0.70098376,0.620669508,0.761450535,0.533233222,0.169631554,-0.215419877,0.167332063,0.542530075,0.764179197,0.533813258,0.004962956,0.002020145,0.007342674,730,amz_lib_1221_0832,999,999,C7 acid,347,533,1845.637584,NA,"2-Phenyl-1,2-propanediol, 2TMS derivative",629,894,NA,C15H28O2Si2,296,limonox_S_blob_659,446,549,1861
1202_1412_blob_1044,11,26,12,dC14,pentaerythritol-C13,dC16,0.64641932,0.582863338,0.510719909,0.250851591,0.602689936,0.040050306,0.276477221,0.420045649,0.551647635,0.165135946,0.084194398,-0.387080907,0.000947763,0.002003768,9.38E-05,1044,amz_lib_1202_1412,999,999,C7 acid,445,576,1953.020134,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",759,800,NA,C13H26BNO6Si,331,limonox_S_blob_685,646,728,1963
1221_0832_blob_704,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.733096221,0.469313202,0.605625383,0.345347351,0.714511563,0.116371882,0.756872846,0.183272008,0.059476204,-0.061381658,0.146236191,-0.097100172,0.001227027,0.001996765,0.000604574,704,amz_lib_1221_0832,999,999,C7 acid,433,521,1742.682927,NA,"Cyclopropane, 1-acetyl-2-methylene-1-trimethylsilyl-",613,737,NA,C9H16OSi,168,limonox_S_blob_616,813,829,1741
1202_1412_blob_888,11,26,12,dC14,pentaerythritol-C13,dC16,0.694725608,0.535357194,0.514647112,0.268287709,0.705866637,0.085934165,NA,NA,NA,NA,NA,NA,0.000892987,0.001991375,4.77E-06,888,amz_lib_1202_1412,999,999,C10 diacid (sebacic acid),563,591,1920.805369,1922,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",759,780,NA,C14H31BO6Si2,362,limonox_S_blob_847,626,707,1925
1221_0832_blob_19,11,26,12,dC14,pentaerythritol-C13,dC16,0.766694576,0.704112838,-0.105498744,0.086898595,-0.087168994,-0.424481057,NA,NA,NA,NA,NA,NA,0.00088918,0.001988759,NA,19,amz_lib_1221_0832,999,999,threitol,542,545,1524.175824,1521,"Triethylene glycol, 2TMS derivative",870,878,1489,C12H30O4Si2,294,myrc_ox_L_blob_571,594,603,1525
1221_0832_blob_797,11,26,12,dC14,pentaerythritol-C13,dC16,0.256099779,0.716756904,0.043885969,0.057010658,-0.11938314,-0.215454436,0.448469675,-0.13023778,-0.097794002,-0.097362977,-0.105416092,-0.139567725,0.001814739,0.001983393,0.001678356,797,amz_lib_1221_0832,999,999,C10 diacid (sebacic acid),354,356,1918.120805,1922,4-Propylacridine,649,671,NA,C16H15N,221,apin_ox_S_blob_592,394,574,NA
1221_0832_blob_1104,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.389775326,0.005885351,-0.302374659,-0.126142046,0.043585786,-0.191835936,0.154959498,0.213961464,0.224037035,-0.064672553,0.052460055,0.077871459,0.001051208,0.001971563,0.000306958,1104,amz_lib_1221_0832,999,999,"4, 4 dimethoxy-benzophenone",49,292,2319.354839,2293,"1,1'-Bis(cyclooct-2-en-4-one)",697,761,NA,C16H22O2,246,bcp_ox_L_blob_1289,177,482,2265
1221_0832_blob_687,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.34842995,0.311299842,0.193080799,0.681226329,0.551749697,0.420705212,0.586135838,0.311094157,-0.090297099,-0.306012233,0.07285689,-0.143870013,0.001523967,0.001941556,0.001186282,687,amz_lib_1221_0832,999,999,C7 acid,581,668,1817.449664,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",656,673,NA,C13H26BNO6Si,331,apin_ox_S_blob_616,671,724,1823
1202_1412_blob_1018,11,26,12,dC14,pentaerythritol-C13,dC16,0.742102143,0.575023471,0.481017055,0.191550596,0.517591708,0.000295514,0.839127756,-0.012367147,0.354625026,-0.256141114,0.45699038,-0.150086037,0.000877461,0.001940785,1.76E-05,1018,amz_lib_1202_1412,999,999,C7 acid,467,581,1795.151515,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",730,753,NA,C13H26BNO6Si,331,limonox_L_blob_644,615,677,1808
1221_0832_blob_575,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.823536278,0.212343779,0.293706516,0.10422816,0.35262044,-0.514872069,0.707140714,-0.543353664,-0.333241077,-0.332313397,-0.1373194,-0.37274529,0.001064445,0.001910515,0.000380265,575,amz_lib_1221_0832,999,999,farnesol,425,534,1844.295302,1832,"exo-Norbornanol, pentamethyldisilyl ether",635,745,NA,C12H26OSi2,242,myrc_ox_L_blob_583,623,666,1834
1221_0832_blob_860,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.769127831,0.314365308,0.606600776,0.354234783,0.605162623,0.003913358,0.13635858,0.256942399,-0.090625964,-0.104058267,0.111834978,-0.047279928,0.001696848,0.001900761,0.001531952,860,amz_lib_1221_0832,999,999,pinic acid 1,437,572,1680.487805,1692,"2,2-Dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)-propyl]-[1,3]dioxolane-4-carboxaldehyde",635,663,NA,C15H30O5Si,318,limonox_L_blob_657,813,817,1679
1128_1901_fb_add_blob_46,11,26,12,dC14,pentaerythritol-C13,dC16,0.232071469,0.346863238,-0.01164903,-0.037187181,0.021704859,-0.089412004,0.203872773,-0.184956482,0.13728719,0.428344676,0.484988286,0.444609642,0.001231084,0.001846117,0.000733735,46,amz_lib_1128_1901_fb_add,999,999,C17 acid,931,931,2176.470588,2177,"Heptadecanoic acid, TMS derivative",897,912,2146,C20H42O2Si,342,bcp_ox_L_blob_18,504,600,NA
1202_0046_blob_891,11,25,26,dC14,methoxyphenol-d3,pentaerythritol-C13,0.449135698,0.149874893,0.566496177,0.671309792,0.675538651,0.223387176,0.680507644,0.370972653,-0.13462892,0.305677244,0.069049528,-0.033191792,0.000895374,0.001818127,0.000149185,891,amz_lib_1202_0046,999,999,C7 acid,444,596,1810.810811,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",711,775,NA,C13H26BNO6Si,331,limonox_S_blob_875,607,698,1823
1202_1412_blob_1196,11,26,12,dC14,pentaerythritol-C13,dC16,0.715219348,0.545939778,0.543295921,0.366351951,0.728935482,0.085868868,NA,NA,NA,NA,NA,NA,0.000776889,0.001710841,2.16E-05,1196,amz_lib_1202_1412,999,999,C7 acid,449,585,1977.181208,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",749,796,NA,C13H26BNO6Si,331,limonox_S_blob_685,585,709,1963
1221_0832_blob_831,25,4,11,methoxyphenol-d3,"d-C10 acid, TMS",dC14,0.399594019,0.323063945,0.295493553,0.52081416,0.597540321,0.080901375,0.017096189,-0.313534331,0.201187481,0.432403006,0.53198841,0.340345249,0.001082234,0.00168578,0.000594173,831,amz_lib_1221_0832,999,999,"beta-caryophyllonic acid, TMS",301,341,1940.939597,1931,"Phthalic acid, 6-ethyl-3-octyl butyl ester",826,893,NA,C22H34O4,362,bcp_ox_L_blob_890,344,344,1947
1128_1901_blob_756,25,7,1,methoxyphenol-d3,d-C6diacid,4-methoxy-benzaldehyde,0.685638025,0.501068365,0.518114863,0.392237797,0.563169091,0.017299788,0.510396883,0.231285046,-0.000468916,0.740223514,0.000412248,0.197475115,0.000826053,0.001683403,0.000132753,756,amz_lib_1128_1901,999,999,farnesol,307,611,1798.787879,1832,"9,12,15-Octadecatrienoic acid, 2,3-dihydroxypropyl ester, (Z,Z,Z)-",730,737,NA,C21H36O4,352,bcp_ox_L_blob_8,833,846,1799
1202_1412_blob_930,11,26,12,dC14,pentaerythritol-C13,dC16,0.721627348,0.503226876,0.596934061,0.302337685,0.631269715,0.161409293,0.42027837,0.735173962,-0.1412497,-0.168666068,0.199799073,-0.292659103,0.00083277,0.001635685,0.000183488,930,amz_lib_1202_1412,999,999,C7 acid,427,568,1893.959732,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",749,796,NA,C13H26BNO6Si,331,limonox_S_blob_725,706,779,1893
1202_1412_blob_895,11,26,12,dC14,pentaerythritol-C13,dC16,0.716945545,0.44758861,0.58060163,0.405878755,0.754582498,0.085158249,0.775494326,-0.180351453,-0.041312313,0.448604121,0.075473882,0.006641654,0.000796035,0.001626923,0.000124133,895,amz_lib_1202_1412,999,999,"beta-caryophyllonic acid, TMS",592,634,1935.57047,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",773,802,NA,C13H26BNO6Si,331,limonox_L_blob_589,601,632,1928
1202_1412_blob_1064,11,26,12,dC14,pentaerythritol-C13,dC16,0.588449183,0.282554169,0.583841671,0.423112211,0.750509964,0.306760832,0.140773166,0.698686056,-0.481512409,-0.573215113,0.082405587,-0.861836927,0.000759185,0.001589138,8.80E-05,1064,amz_lib_1202_1412,999,999,farnesol,555,630,1836.241611,1832,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",745,761,NA,C14H31BO6Si2,362,limonox_S_blob_823,664,756,1843
1221_0832_blob_630,11,26,25,dC14,pentaerythritol-C13,methoxyphenol-d3,0.455075608,0.635454953,0.126501838,-0.206291269,-0.113870648,-0.356964374,0.407975448,0.248423543,0.011006457,-0.138297581,-0.139670754,-0.266178363,0.001189567,0.001567478,0.000883968,630,amz_lib_1221_0832,999,999,threitol,504,605,1508.791209,1521,"Malic acid, 3TMS derivative",787,790,NA,C13H30O5Si3,350,myrc_ox_L_blob_570,850,850,1507
1202_1412_blob_881,11,26,12,dC14,pentaerythritol-C13,dC16,0.615163098,0.498661269,0.393673832,0.083140834,0.332341205,0.008072493,0.339707439,0.697677596,-0.526668611,-0.301801031,0.332367099,-0.5748209,0.000784139,0.00156432,0.000153242,881,amz_lib_1202_1412,999,999,farnesol,534,627,1832.214765,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",731,757,NA,C13H26BNO6Si,331,limonox_S_blob_754,686,734,1831
1221_0832_blob_654,11,26,12,dC14,pentaerythritol-C13,dC16,0.822569668,0.597086458,0.000425099,0.108138554,0.066066793,-0.154775923,NA,NA,NA,NA,NA,NA,0.000704814,0.001553647,1.84E-05,654,amz_lib_1221_0832,999,999,C7 acid,521,570,1786.585366,NA,"Methyl 2,2-dimethyl-3,6,9,12-tetraoxa-2-silatetradecan-14-oate",734,805,NA,C12H26O6Si,294,myrc_ox_L_blob_727,573,630,1774
1128_1901_fb_add_blob_607,11,26,12,dC14,pentaerythritol-C13,dC16,0.245827438,0.231114019,0.085828393,-0.014632142,0.068167846,-0.130046169,-0.076922614,-0.112947874,0.090413375,0.101888565,0.10653317,0.124489076,0.000937583,0.001541853,0.000448938,607,amz_lib_1128_1901_fb_add,999,999,octadecanol,899,900,2189.705882,2191,"1-Octadecanol, TMS derivative",901,903,2152,C21H46OSi,342,bcp_ox_L_blob_18,357,451,NA
1221_0832_blob_884,11,26,12,dC14,pentaerythritol-C13,dC16,0.50634924,0.049993955,0.628098875,0.443441248,0.574308581,0.10819345,0.475667265,0.347494379,0.109044469,-0.113595971,-0.044274129,-0.059601537,0.001187363,0.001536507,0.000905027,884,amz_lib_1221_0832,999,999,C7 acid,420,505,1752.439024,NA,"2-Hexenoic acid, 5-(1-ethoxyethoxy)-, (2-trimethylsilyl)ethyl ester",614,640,NA,C15H30O4Si,302,limonox_S_blob_888,618,639,1750
1129_1334_blob_635,25,7,1,methoxyphenol-d3,d-C6diacid,4-methoxy-benzaldehyde,0.556429247,0.457267972,-0.14981347,-0.252565137,-0.134621471,-0.308814467,0.056405978,-0.292515104,0.052506007,0.645431278,0.754843357,0.634136109,0.001221152,0.001529255,0.000972003,635,amz_lib_1129_1334,999,999,C7 acid,451,526,1841.610738,NA,"a-D-Galactopyranoside, methyl 2-(acetylamino)-2-deoxy-6-O-methyl-, (S,R,R,S,R)-, 2TMS derivative",708,752,NA,C16H35NO6Si2,393,myrc_ox_L_blob_706,526,556,1840
1202_1412_blob_1431,11,26,12,dC14,pentaerythritol-C13,dC16,0.704902797,0.399986818,0.516838215,0.437497118,0.725171871,0.109546543,NA,NA,NA,NA,NA,NA,0.000667017,0.001491864,NA,1431,amz_lib_1202_1412,999,999,"beta-caryophyllinic acid, TMS",579,676,2051.851852,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",728,788,NA,C13H26BNO6Si,331,limonox_S_blob_701,432,560,NA
1221_0832_blob_912,11,26,12,dC14,pentaerythritol-C13,dC16,0.71650055,0.386858267,0.467855606,0.405108813,0.767871969,0.086247306,0.237236517,-0.220032831,-0.024531796,0.609612758,0.826945357,0.614881211,0.002456433,0.001482706,0.003243842,912,amz_lib_1221_0832,999,999,C7 acid,529,598,1781.707317,NA,"2-Deoxypentofuranose, 3TMS derivative",688,735,NA,C14H34O4Si3,350,myrc_ox_L_blob_727,684,707,1774
1202_1412_blob_997,11,26,12,dC14,pentaerythritol-C13,dC16,0.79579351,0.459487528,0.435860851,0.285152528,0.626072702,0.061877035,0.333350739,0.315387774,-0.135679925,0.020698582,-0.011561942,-0.294835319,0.000785215,0.001481478,0.000222179,997,amz_lib_1202_1412,999,999,C7 acid,435,543,1809.395973,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",735,757,NA,C14H31BO6Si2,362,limonox_S_blob_671,631,689,1817
1221_0832_blob_672,11,26,12,dC14,pentaerythritol-C13,dC16,0.453556616,0.40283389,0.349413819,-0.133289111,0.002916689,-0.31217475,0.483546265,0.134716645,-0.172349751,-0.171410751,-0.136371396,-0.277006755,0.001247011,0.001479608,0.00105892,672,amz_lib_1221_0832,999,999,C7 acid,400,451,1665.853659,NA,Tris(trimethylsiloxy)ethylene,676,770,NA,C11H28O3Si3,292,apin_ox_L_blob_551,586,643,1667
1221_0832_blob_808,25,7,4,methoxyphenol-d3,d-C6diacid,"d-C10 acid, TMS",0.689075273,0.21188192,-0.176235701,0.137489663,0.299759733,-0.070083972,0.233175939,0.133127959,0.244490089,0.207609868,0.303054006,0.286489569,0.000834585,0.001475959,0.000315934,808,amz_lib_1221_0832,999,999,C21,556,594,2142.222222,2137,"2(3H)-Furanone, 5-dodecyldihydro-",802,845,2105,C16H30O2,254,apin_ox_S_blob_751,361,449,NA
1202_1412_blob_844,11,26,12,dC14,pentaerythritol-C13,dC16,0.461977597,0.456264878,0.244929171,0.277493367,0.343067738,0.086581316,0.509737679,0.572198945,-0.180612052,-0.481855289,-0.155558022,-0.436960898,0.000828109,0.001429799,0.00034155,844,amz_lib_1202_1412,999,999,C9 Diacid (azelaic acid),584,661,1821.47651,1822,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",751,763,NA,C14H31BO6Si2,362,limonox_S_blob_671,622,694,1817
1221_0832_blob_872,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.819403224,0.350218957,0.398400867,0.087292401,0.379210676,-0.062258663,0.591744933,0.337895948,0.090659944,-0.084109221,-0.042841638,-0.121970626,0.00133674,0.001417554,0.00127139,872,amz_lib_1221_0832,999,999,farnesol,464,510,1836.241611,1832,"a-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",611,623,NA,C14H31BO6Si2,362,apin_ox_S_blob_616,640,704,1823
1221_0832_blob_747,11,26,12,dC14,pentaerythritol-C13,dC16,0.40153116,0.179155846,0.401799148,0.571232183,0.652001037,0.235653705,-0.070334071,-0.351555902,-0.031202738,0.512496409,0.739344648,0.441219012,0.002176742,0.001374077,0.002825821,747,amz_lib_1221_0832,999,999,pinic acid 2,353,596,1701.219512,1697,"2,6-dimethoxybenzene-1,4-bis(trimethylsilyloxy)-",665,775,NA,C14H26O4Si2,314,limonox_S_blob_595,399,593,1701
1128_1901_blob_958,11,26,12,dC14,pentaerythritol-C13,dC16,0.248859811,-0.186734164,0.465907169,0.450911108,0.384813593,0.061921928,-0.477986149,-0.220913223,0.246644477,0.061057101,0.119208337,0.132335403,0.000818633,0.001371728,0.00037137,958,amz_lib_1128_1901,999,999,C7 acid,386,449,2151.470588,NA,"3-(1,5-Dimethyl-hexa-1,4-dienyl)-2,2-dimethyl-4-trimethylsilylcyclopentanol",557,596,NA,C18H34OSi,294,limonox_S_blob_687,402,489,NA
1221_0832_blob_706,1,7,25,4-methoxy-benzaldehyde,d-C6diacid,methoxyphenol-d3,0.652679471,0.410895693,0.605489288,0.096046463,0.498710705,0.000498442,0.422763037,0.439166609,0.068157581,-0.112824605,-0.075716603,-0.133677589,0.001233848,0.001367567,0.001125716,706,amz_lib_1221_0832,999,999,C7 acid,459,514,1597.802198,NA,"3-Methylene-1,4-bis(trimethylsilyloxy) butane",662,795,NA,C11H26O2Si2,246,myrc_ox_L_blob_597,855,857,1594
