Compound.Name,anthrovol,bbvol,cluster_vol.z1,cluster_vol.z2,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,AMS_PMF_1_iepox,AMS_PMF_2_moooa,AMS_PMF_3_loooa,AMS_PMF_4_bboa,AMS_PMF_5_arom,AMS_PMF_6_hc,cluster,Assigned_Option_2
1128_1901_blob_930,-0.045052407,-0.113883313,0.57399007,-0.045240506,0.127744415,0.003270692,0.032389608,0.050392955,0.016484069,0.10904567,-0.16698472,-0.114584138,-0.153917151,-0.09903068,NA,1
1128_1901_blob_922,-0.214943474,-0.159983357,0.192153313,-0.249947399,-0.060026586,-0.054050404,-0.160120494,-0.050749228,-0.174924447,-0.01666055,-0.473898127,-0.257060034,-0.325797093,-0.204142152,NA,1
1128_1901_blob_919,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_917,0.032657207,0.562388106,0.124106722,0.22954572,0.552610787,-0.458343295,-0.310454338,0.016096252,0.077830608,0.125827277,0.372922419,0.468908705,0.549076067,0.14941532,NA,2b
1128_1901_blob_912,0.123121686,-0.355418743,0.094513958,-0.019480892,-0.068892627,0.054072726,0.455386861,-0.101798905,-0.08926377,0.007191096,-0.057791846,-0.50053168,-0.348958628,-0.342586833,NA,5
1128_1901_blob_911,0.291863498,0.346530101,0.396297718,0.53409021,0.643337804,-0.098929262,0.088067917,0.282165423,0.57984841,0.301180875,0.324905385,-0.04583767,0.317776861,-0.084609081,NA,3
1128_1901_blob_906,0.67184845,0.538209296,0.556427694,0.848129027,0.722527124,-0.171712058,-0.006232417,0.108127554,0.776880252,0.717754094,0.387071517,0.182459642,0.510855638,0.037302821,NA,2o
1128_1901_blob_903,0.025788258,0.003185444,0.262350227,0.085820974,0.307786869,-0.173614998,-0.047482317,-0.026923279,0.050460098,0.146906617,0.288530749,-0.127219968,0.046143891,-0.135676027,NA,3
1128_1901_blob_901,0.295048907,-0.026793601,0.411383659,0.252861095,0.381046595,-0.290668632,-0.160444359,-0.17771083,0.254397808,0.140790357,0.330866998,-0.172453396,0.214807432,-0.127150566,NA,1
1128_1901_blob_900,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_897,-0.058841027,-0.085567341,-0.013246874,-0.099467986,0.108864277,0.112658056,-0.083825864,-0.052598131,-0.077601046,0.185066608,-0.187327186,-0.109940249,-0.075360637,-0.099187058,NA,4
1128_1901_blob_896,0.524495182,0.251344573,0.437701573,0.638427663,0.484264907,-0.241238092,-0.004821225,-0.05603727,0.734638691,0.386021146,0.512510561,0.104004144,0.434484938,-0.047774152,NA,2a
1128_1901_blob_895,-0.011789903,-0.140249292,0.350569331,-0.033183177,0.203463502,0.05275302,0.206201747,0.030115388,-0.096728406,0.069533626,0.059704654,-0.196880647,-0.147499412,-0.154807104,NA,1
1128_1901_blob_889,-0.076335141,0.059731615,0.104292274,-0.065649731,-0.048197241,0.184759119,-0.007077966,-0.084947651,-0.038587432,0.169285764,-0.285553753,-0.047693694,-0.259441799,0.12945076,NA,4
1128_1901_blob_883,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_880,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_879,0.565229799,0.197368332,0.694321151,0.49624341,0.224307378,-0.223355257,-0.113061738,-0.008663822,0.428318684,0.384141861,0.059002197,-0.045636148,0.186412149,-0.084281025,NA,1
1128_1901_blob_878,-0.138459861,-0.191460544,0.021879816,-0.226979552,-0.123217344,0.702718891,0.480768135,0.189375971,-0.196386731,0.172111664,-0.412739385,-0.131910622,-0.39034082,0.0967318,NA,4
1128_1901_blob_871,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_870,-0.079795398,-0.009607389,-0.00265751,-0.070620968,0.130579782,0.589423508,0.500480804,0.411980231,-0.072951768,-0.10022455,-0.00771744,0.056811511,-0.058603288,0.154169841,NA,4
1128_1901_blob_869,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_868,0.007519634,-0.131854594,0.136076242,-0.081745341,0.22527529,-0.219809036,-0.18945299,-0.137755362,-0.100541165,0.134129389,0.001935665,-0.1548534,0.036568667,-0.055123995,NA,3
1128_1901_blob_860,-0.079666874,0.142472625,0.145698413,0.096193025,0.204017441,0.241872203,0.187776919,0.194985987,0.213564111,0.117817093,-0.043875104,0.05285936,-0.078659979,0.063280082,NA,4
1128_1901_blob_859,0.32162173,0.057036552,0.585711559,0.362763951,0.254358677,-0.180705309,-0.133907394,0.048818574,0.427565053,0.239139747,0.020172789,-0.153576201,0.072252162,-0.11028842,NA,1
1128_1901_blob_854,0.07892039,0.117365162,0.110228474,0.030760039,0.066438321,0.430352521,0.15989555,0.130171396,-0.074030074,0.351360562,-0.238896559,-0.005239637,-0.106147966,0.429453255,NA,4
1128_1901_blob_853,-0.054439467,-0.021740652,0.545110232,-0.018418155,0.138712507,-0.077390641,-0.014130949,0.006940681,0.0308,0.096833172,-0.105901398,-0.070435516,-0.104386934,-0.090412997,NA,1
1128_1901_blob_845,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_844,0.775520619,0.136145547,0.60781725,0.562288705,0.029433482,-0.106866936,0.084783228,-0.151349789,0.380954101,0.515671382,0.109958413,-0.035293038,0.019411938,-0.130099525,NA,2a
1128_1901_blob_843,0.084485298,0.059705402,0.087521539,0.015443781,-0.01402904,0.543997527,0.313975077,0.202069441,-0.094378276,0.243665948,-0.160333899,0.008482087,-0.1547162,0.495690685,NA,4
1128_1901_blob_836,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_826,0.131414504,0.373469071,0.130421993,0.260600536,0.409201202,-0.194471042,-0.042292834,0.014730503,0.135583505,0.3238064,0.167657232,0.296936093,0.305647197,0.102042384,NA,3
1128_1901_blob_825,-0.139570489,0.356520957,0.098813092,0.077764622,0.258758773,-0.145625252,-0.17048568,0.163186514,0.14260815,0.019202001,0.036056248,0.382039521,0.358770587,0.196645678,NA,2b
1128_1901_blob_820,0.111759473,0.0522937,0.235699068,0.081690969,0.28953027,-0.149964482,-0.080678784,-0.062952521,-0.029262788,0.139936289,0.11812109,-0.044913009,-0.009485436,-0.093134183,NA,3
1128_1901_blob_819,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_818,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_814,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_811,0.547094465,0.395846718,0.60845391,0.642586152,0.68426609,-0.257481216,0.049386146,0.062722812,0.528918901,0.450225291,0.466186484,0.000440378,0.385034651,-0.06782266,NA,3
1128_1901_blob_806,0.038349765,-0.032639642,0.545320202,0.030213234,0.23838414,-0.089986281,-0.028512645,-0.031014816,0.017524847,0.162411889,-0.049336695,-0.090867859,-0.100464999,-0.107277928,NA,1
1128_1901_blob_802,0.572028579,0.553860502,0.464103687,0.805017356,0.722631504,-0.204320473,-0.052854115,0.102062849,0.781193231,0.577096563,0.680984433,0.320658801,0.588975288,0.07775057,NA,2o
1128_1901_blob_801,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_797,0.805634485,0.463174031,0.516547997,0.859557484,0.658617664,-0.270555772,0.053220985,0.004617689,0.71579657,0.604327505,0.604696378,0.11764439,0.51596814,-0.057780635,NA,2a
1128_1901_blob_794,0.282300284,0.029189572,0.593381244,0.31448129,0.172317153,-0.149802148,-0.101927244,0.054422095,0.393468358,0.223116946,-0.030402705,-0.146798784,0.022534474,-0.098409352,NA,1
1128_1901_blob_792,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_790,0.627154202,0.50463234,0.598808277,0.793175382,0.67421365,-0.259370594,0.00897885,0.131004815,0.759480475,0.614940786,0.490156471,0.193490415,0.542824087,0.08911118,NA,2o
1128_1901_blob_786,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_784,0.463719569,0.330844515,0.302984917,0.583719653,0.646567636,-0.39456217,-0.161906798,-0.037858637,0.533202282,0.403853508,0.63604331,0.150681069,0.581231803,-0.018416188,3,3
1128_1901_blob_781,0.036556432,0.445503641,0.403039687,0.25750913,0.51986705,-0.389164392,-0.380307808,0.057086355,0.297153493,0.194184089,0.185115377,0.398272133,0.523768782,0.150437665,NA,3
1128_1901_blob_779,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_774,0.002556143,-0.085560259,0.543770769,0.023251945,0.212448133,-0.093814652,-0.019161606,-0.061553519,0.053294478,0.121469975,-0.008482006,-0.123072745,-0.068423624,-0.11685595,NA,1
1128_1901_blob_765,0.016398655,-0.015996719,0.122165642,-0.001409202,0.105430002,0.493914395,0.602846905,0.142522088,-0.037623565,0.188155704,-0.107379102,-0.159868969,-0.156460551,0.101807966,NA,5
1128_1901_blob_760,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_756,0.101483371,0.122460878,0.193378193,0.17275743,0.183217335,0.540402506,0.34384394,0.418633236,0.289634482,0.189819085,-0.031836569,0.106008463,-0.068019988,0.162421191,4,4
1128_1901_blob_753,-0.065951313,-0.113579845,0.422157831,-0.072520548,0.108842568,-0.069511418,-0.043196918,-0.039569579,-0.006535438,0.091777689,-0.232685705,-0.127023068,-0.103646699,-0.031985815,NA,1
1128_1901_blob_752,0.794405154,0.549032948,0.558499409,0.879042632,0.684933374,-0.28049541,0.05575444,0.002400496,0.67298525,0.65429045,0.639379035,0.210107642,0.529525901,0.023852299,NA,2a
1128_1901_blob_742,-0.191927221,-0.120665423,-0.062207283,-0.02112568,-0.076680707,-0.114743545,-0.224742317,-0.076157316,0.246067421,-0.268566714,0.13132012,0.013486363,-0.006826894,-0.123597993,2,2b
1128_1901_blob_740,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_739,0.500900865,0.32305907,0.621348034,0.46495387,0.130279838,0.145116821,0.225095428,0.002427312,0.327152822,0.685317295,-0.240460169,0.038980043,0.045016618,0.253255936,NA,1
1128_1901_blob_735,0.75584161,0.282683858,0.63137345,0.627466116,0.132806533,0.065838139,0.223905926,-0.100837647,0.425893084,0.763359911,-0.011244753,0.014896752,0.023728425,0.078002766,NA,2a
1128_1901_blob_734,0.733814263,0.162365281,0.791814483,0.618416153,0.084700891,-0.113953927,0.085783772,-0.059289979,0.516308823,0.528178952,0.028876163,-0.036431387,0.069001994,-0.110639629,NA,1
1128_1901_blob_729,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_726,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_725,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_720,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_718,0.288438412,0.591816056,0.234556483,0.509035802,0.452867174,-0.122975627,-0.062056085,0.225329327,0.547466394,0.265315969,0.079196369,0.363468123,0.402245712,0.293955228,NA,2b
1128_1901_blob_703,0.787065321,0.406727119,0.777939198,0.840994212,0.373127818,-0.128616252,0.079950188,0.07121996,0.802993826,0.666316158,0.15566579,0.05304063,0.30561446,-0.038498947,NA,2a
1128_1901_blob_702,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_694,-0.099671993,0.590941111,0.071663341,0.217998032,0.558657402,-0.479670371,-0.414166954,0.107939248,0.215778047,0.045858269,0.231467495,0.550136389,0.572095847,0.126862435,NA,2b
1128_1901_blob_687,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_678,0.025781864,-0.016657334,-0.006174298,-0.050230406,-0.122238482,0.813464499,0.574263777,0.345336797,-0.165164308,0.196565354,-0.145525467,-0.075579789,-0.263743976,0.36805654,4,4
1128_1901_blob_674,0.060442682,-0.020465377,0.376179027,0.10368442,0.299647525,-0.135080135,-0.052314777,-0.088165601,0.101171373,0.127935957,0.167200469,-0.101376342,0.054462118,-0.098005185,NA,1
1128_1901_blob_673,0.747679502,0.475306687,0.640108614,0.826668409,0.572714522,-0.344812694,-0.066815332,-0.139143443,0.679493295,0.740676664,0.498470556,0.205057213,0.459745227,0.018762077,NA,2o
1128_1901_blob_671,-0.0280163,-0.089000042,0.598979161,-0.020159902,0.126741661,-0.024094223,0.016040232,-0.003508376,0.03878858,0.124571357,-0.153179086,-0.099541535,-0.138558311,-0.089236024,NA,1
1128_1901_blob_648,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_639,0.15332638,0.51987591,0.486031169,0.360365187,0.530878099,-0.453334273,-0.337372199,0.053898979,0.303346892,0.275990827,0.143507633,0.383736277,0.499272299,0.084314301,NA,3
1128_1901_blob_631,0.086568389,0.018872575,0.139211531,0.134058574,0.294775558,-0.15313947,-0.072440382,-0.107604437,0.099152675,0.08675026,0.284140004,-0.072369665,0.137572446,-0.073987539,NA,3
1128_1901_blob_624,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_620,0.722827368,0.423072806,0.735158295,0.837436367,0.419081953,-0.165037915,-0.028523207,0.078596714,0.884710021,0.620276162,0.159766825,0.078507881,0.348061975,-0.013514377,NA,2a
1128_1901_blob_609,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_604,-0.026808084,-0.086750376,0.599567678,-0.018319423,0.128473871,-0.023077459,0.016221493,-0.002073788,0.041005648,0.126441801,-0.152829381,-0.098348021,-0.137127927,-0.087875431,NA,1
1128_1901_blob_582,0.428229313,0.309920412,0.79617629,0.447845735,0.423864491,-0.204617954,-0.058806797,0.033775524,0.329902131,0.440539063,0.081167635,0.076068095,0.193320124,-0.065783604,NA,1
1128_1901_blob_37,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_34,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_23,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1933,-0.088874682,-0.050651159,0.094243781,-0.091439209,0.026786771,-0.119503849,-0.125398343,-0.07018636,-0.098532195,0.171830374,-0.07847185,0.010307563,-0.070404129,0.047507478,NA,1
1128_1901_blob_1873,-0.13804646,-0.07205324,-0.126235565,-0.159368371,-0.224523021,0.503325426,0.548102671,0.267600331,-0.13751354,-0.175212034,-0.04882743,0.103304302,-0.199970069,0.441684975,NA,5
1128_1901_blob_1871,0.146805132,0.380797974,0.04935497,0.321332849,0.467225162,-0.173843366,-0.018931723,0.246013293,0.265282491,0.045002164,0.284116746,0.245940915,0.348105138,0.162506941,NA,3
1128_1901_blob_1848,-0.073115848,-0.120760234,-0.074897399,-0.086157966,-0.054178516,-0.077871939,-0.05132526,0.014048839,-0.036262826,-0.060114767,0.008992546,-0.095819171,-0.070191312,-0.071242686,NA,6
1128_1901_blob_1811,-0.056026817,-0.061253464,-0.064339579,-0.072377799,-0.031508985,-0.07643816,-0.107854251,0.031503868,0.021436798,0.082532333,-0.178561498,-0.040355341,0.016822329,0.027720273,NA,6
1128_1901_blob_1809,0.341372428,0.05873681,0.526416083,0.385296478,0.099625037,-0.055866485,-0.056949262,0.070018739,0.490367507,0.212060431,0.031526567,-0.064523912,0.103618258,-0.039845562,NA,1
1128_1901_blob_1778,0.82361611,0.195079632,0.740219256,0.687473449,0.113793526,-0.083564448,0.110232455,-0.077958762,0.573005477,0.592511134,0.0651509,-0.037769822,0.098832428,-0.055276389,NA,2a
1128_1901_blob_1775,-0.213044688,-0.309732581,-0.124869417,-0.24767552,-0.09746505,-0.276449333,-0.093972473,-0.321194157,-0.198356315,-0.230488121,0.098800292,-0.249759271,-0.174301154,-0.248663717,NA,5
1128_1901_blob_1735,-0.016190025,0.04221815,-0.041693258,0.171874063,0.212902269,0.052783494,-0.060779108,0.108200471,0.336591818,0.077236993,-0.061090322,-0.021517742,0.034597388,-0.056528424,NA,3
1128_1901_blob_1732,-0.055955149,-0.129934165,0.501718048,-0.053386292,0.092443647,-0.055155291,-0.00909078,0.007078877,0.023458464,0.088109943,-0.131772978,-0.130470243,-0.152794425,-0.109396729,NA,1
1128_1901_blob_1722,-0.19579442,0.019678763,-0.232656386,-0.053740099,0.36739018,-0.000593257,-0.139950219,0.18195776,0.116348129,-0.241065977,0.353954471,0.209953487,0.423767791,0.089748278,3,3
1128_1901_blob_1714,0.663584461,0.152430446,0.462037845,0.658342672,0.193297906,-0.035751939,0.212752316,-0.016883082,0.632051094,0.442432637,0.372882876,-0.051129719,0.199533798,-0.128454838,NA,2a
1128_1901_blob_1706,-0.137940744,0.370508971,-0.134433151,0.02933249,0.18453302,-0.252057751,-0.243170377,0.059551439,-0.007694827,-0.097519265,0.172445088,0.617359025,0.403119931,0.173051204,NA,2b
1128_1901_blob_1684,-0.056026817,-0.061253464,-0.064339579,-0.072377799,-0.031508985,-0.07643816,-0.107854251,0.031503868,0.021436798,0.082532333,-0.178561498,-0.040355341,0.016822329,0.027720273,NA,6
1128_1901_blob_1679,-0.103919955,-0.189487012,-0.055782082,-0.16054646,-0.160507538,-0.061136768,0.037099439,-0.120571898,-0.169762783,-0.156034815,-0.120962013,-0.101752602,-0.143199044,-0.12210086,NA,5
1128_1901_blob_1664,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1644,0.702206249,0.336535409,0.678530576,0.72280333,0.541735901,-0.425194858,-0.130451764,-0.009616475,0.604965584,0.499239824,0.336485943,-0.033911427,0.372719685,-0.093984307,NA,2a
1128_1901_blob_1630,0.07196198,0.01925565,-0.025497012,0.016006489,0.180967891,-0.168585612,-0.144542447,-0.018559831,-0.128396793,0.005261339,0.093915557,-0.075105207,-0.03463137,-0.12196426,NA,3
1128_1901_blob_1624,-0.073115848,-0.122813158,-0.06902396,-0.114706368,-0.089532302,0.199435295,0.340755155,0.065547341,-0.10761623,-0.113810257,-0.098417516,-0.055422945,-0.132258218,-0.007353167,NA,5
1128_1901_blob_1622,0.422202912,0.406054173,0.446509909,0.649778904,0.564301913,-0.329967376,-0.10369068,0.038581008,0.69007177,0.380496427,0.504444803,0.241634454,0.517533651,-0.019224694,NA,2a
1128_1901_blob_1617,-0.150465901,0.025617104,-0.041710497,0.049676228,0.179949827,-0.239454036,-0.229048695,-0.136656586,0.213714879,-0.115419276,0.305030852,-0.02335223,0.132573235,-0.086758018,NA,3
1128_1901_blob_1610,-0.167221693,0.377479737,-0.030662243,0.201672986,0.515851113,-0.211672085,-0.283546071,0.088936631,0.359930646,0.011984455,0.340093988,0.348045354,0.363035437,0.019492399,NA,3
1128_1901_blob_1603,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1589,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1571,-0.048145029,-0.119242605,0.542617499,-0.043444477,0.106111223,-0.046575861,-0.001831738,0.005362071,0.030345501,0.102421844,-0.140888755,-0.123591289,-0.151120627,-0.105010879,NA,1
1128_1901_blob_1569,0.570463153,0.5423545,0.359017573,0.762300192,0.740735384,-0.37953657,-0.113296378,0.05477694,0.674970283,0.400230232,0.745809449,0.300607616,0.7380237,0.050071815,NA,2o
1128_1901_blob_1567,-0.034730327,-0.064940991,0.578746341,-0.013334395,0.157196451,-0.011432437,0.004573697,-0.003583264,0.064556299,0.149054885,-0.187008908,-0.08278373,-0.134539115,-0.09172324,NA,1
1128_1901_blob_1559,-0.099300974,-0.166445792,-0.154143419,-0.145011666,-0.145841406,0.54094547,0.439228161,0.203403354,-0.196087966,-0.190093743,-0.061239414,-0.157638409,-0.218889232,-0.066964369,NA,4
1128_1901_blob_1549,0.802449818,0.26317915,0.65694304,0.766635364,0.315807244,-0.224877579,-0.012379597,0.037021122,0.692811822,0.467461538,0.303467404,0.014810614,0.333853504,-0.054913124,NA,2a
1128_1901_blob_1534,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1521,0.073197237,0.399340137,0.139284103,0.255886949,0.423143991,0.172945157,0.049510827,0.293159037,0.311632139,0.261184937,-0.069671348,0.179124397,0.22128123,0.090174946,NA,3
1128_1901_blob_1517,0.130812442,0.023265239,0.241017608,0.072026598,0.335811539,-0.192038558,-0.112060926,-0.091780112,-0.07114486,0.15445995,0.178932624,-0.078494062,0.062294662,-0.074361618,NA,3
1128_1901_blob_1515,0.163119045,0.040744515,0.181646645,0.153984848,0.027195325,0.097036524,0.463852911,-0.056656093,0.125309329,0.300773411,-0.133828369,-0.037624635,-0.075445322,-0.051224265,NA,5
1128_1901_blob_1509,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1501,-0.178719496,-0.221089412,0.131665388,-0.230565181,-0.041126288,-0.104883522,-0.158002625,-0.018318293,-0.120680008,-0.042939706,-0.396980096,-0.209360134,-0.188356351,-0.098286564,NA,1
1128_1901_blob_1499,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1492,0.62962495,0.037332245,0.682980162,0.608644161,0.140093802,-0.054580271,0.169692644,-0.007613699,0.648779761,0.456038833,0.122317421,-0.124272315,0.03388343,-0.125614139,NA,1
1128_1901_blob_1480,0.766851746,0.292266222,0.607239164,0.816735645,0.40225883,-0.187294157,0.057538607,0.036757668,0.811909039,0.538618524,0.337709119,-0.000554994,0.359663164,-0.077682991,NA,2a
1128_1901_blob_1479,0.320352757,0.311636272,0.311392675,0.444470448,0.518648895,-0.111095605,0.004106971,-0.006977794,0.447502213,0.384137086,0.293422703,0.040990918,0.341485317,0.238117278,NA,3
1128_1901_blob_1469,0.212035144,0.175691007,0.247550635,0.269651946,0.587108496,-0.437515095,-0.155042386,-0.042038964,0.143725469,0.211645606,0.398024622,-0.040221466,0.3127538,-0.037677096,NA,3
1128_1901_blob_1465,0.693227322,0.439058217,0.552751492,0.746703348,0.570954163,-0.37128527,-0.065621573,-0.085287993,0.631035665,0.645370845,0.422538284,0.21362167,0.446820439,-0.05144931,2,2a
1128_1901_blob_1464,-0.090108408,-0.085676508,0.359363561,-0.093654652,0.062094817,0.176819689,0.129320245,0.267740799,-0.035565305,0.044361152,-0.121793435,-0.015700855,-0.182676549,0.147959982,NA,1
1128_1901_blob_1461,0.603361275,0.237722271,0.677798595,0.564464948,0.285590961,-0.207768012,0.018407191,-0.08296325,0.472057596,0.436459379,0.177037487,-0.009503394,0.242077773,-0.088186624,NA,1
1128_1901_blob_1459,0.11433012,0.232727638,0.367733596,0.318611195,0.457528578,-0.277874547,-0.257222349,0.015527286,0.488373919,0.093662121,0.321223109,0.065138534,0.268793107,-0.078951953,NA,3
1128_1901_blob_1458,-0.024532912,-0.082486744,0.600221503,-0.014870349,0.131611969,-0.021162423,0.016547806,0.00060559,0.045113598,0.129839374,-0.152063265,-0.096047266,-0.134356267,-0.085270574,NA,1
1128_1901_blob_1451,0.692936374,0.089746843,0.522597248,0.673386355,0.247460875,-0.070984191,0.242506857,-0.024411049,0.63884806,0.431710405,0.399816296,-0.147050653,0.141166349,-0.156937778,NA,2a
