"","Compound.Name","Rownum","sum_rawvol","sum_ISrawnormvol","sum_ISnormnormvol","n_occur","cumsum_raw","cumsum_ISrawnorm","num_pct","cumsum_ISnormnorm.x","pct_occur","raw_cumsum","ISrawnorm_cumsum","cumsum_ISnormnorm.y","AMS1_PMF_1r2","AMS1_PMF_2r2","AMS1_PMF_3r2","AMS1_PMF_4r2","AMS1_PMF_5r2","AMS1_PMF_6r2","AMS2_PMF_1r2","AMS2_PMF_2r2","AMS2_PMF_3r2","AMS2_PMF_4r2","AMS2_PMF_5r2","AMS2_PMF_6r2","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber","A1","BB1","BB2","BB3","BB4","BB5","ISOP1","ISOP2","ISOP3","MT1","MT2","MT3","SQT1","SQT2","SQT3","SQT4","SQT5","man_cat1","man_cat1_alternate","man_cat1_certainty","man_cat1_notes","LRI_avg","RI2","relative_LRI","relative_LRI2","identifiable","count","pct_count","pct_normvol","ams_max","trac_max"
"163","1128_1901_blob_1374",705,3915.50861337905,0.0072060266036012,77.2823706912116,6,9.51233536366844e-05,0.00010506553728335,0.532075471698113,0.00010506553728335,0.111111111111111,0.985793033393822,0.985497909211171,4.25e-05,-0.152802205,0.374470133,0.073559259,0.687554357,0.654191536,0.391739845,NA,NA,NA,NA,NA,NA,"cholesterol",378,602,3184.782609,3209,"Ursodeoxycholic acid",684,688,NA,"C24H40O4","limonox_S_blob_687",382,516,NA,0.493362972,0.772282965,NA,0.967185808,0.985664952,0.920049711,-0.308540869,-0.190521041,0.143916794,0.523100942,0.344714775,0.488913183,NA,0,0.392023853,"0",-1,"NYC",NA,NA,NA,3185.55789309646,0.475029814770104,1.37375551067726,0.56200184970647,FALSE,1,0.00245098039215686,0.00164478112283492,"AMS1_PMF_4r2","BB3"
"164","1129_1334_blob_1419",707,3878.94418528498,0.00713873413470175,76.5606801102171,7,9.42350575383867e-05,0.000104084397497312,0.533584905660377,0.000104084397497312,0.12962962962963,0.985981843047087,0.985701250888091,4.21e-05,0.585374277,-0.05194814,0.351368958,0.197773895,0.60672377,0.27848571,NA,NA,NA,NA,NA,NA,"beta-nocaryophyllonic acid, TMS",500,528,1986.577181,1985,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",620,655,NA,"C13H26BNO6Si","limonox_S_blob_685",486,644,1963,0.289783646,0.241284147,NA,0.138770665,-0.677458524,0.136648946,-0.153985972,0.150125091,0.542433664,0.544660643,0.551879783,0.455355104,NA,0,0.469788876,"0",0.969599205,"NYC",NA,NA,NA,1987.11616698194,1.65899458984809,0.856933660086099,1.96273580974886,FALSE,1,0.00245098039215686,0.00162942156497546,"AMS1_PMF_5r2","MT2"
"165","1202_0046_blob_1275",709,3809.70649366274,0.00599130558439166,64.2548695096251,12,9.25529972812173e-05,8.73546234117791e-05,0.535094339622642,8.73546234117791e-05,0.222222222222222,0.986167086624501,0.985868737822782,4.14e-05,0.382341733,0.243575117,0.67573067,0.279488004,0.805930645,0.261821413,NA,NA,NA,NA,NA,NA,"C7 acid",428,471,1680.487805,NA,"5-Heptenoic acid, 6-methyl-4-[(4-methylphenyl) sulfonyl]",633,660,NA,"C15H20O4S","limonox_S_blob_720",631,664,1675,0.555700532,0.727973007,NA,0.173044033,0.857321195,0.78606348,0.392739084,0.359332114,0.168404357,0.691132338,0.865094354,0.277793707,NA,0.052163098,0.433878023,"0.916233086",0.827341106,"NYC",NA,NA,NA,1680.79145109633,0.863297647043791,0.724832696730052,1.02135667993947,FALSE,1,0.00245098039215686,0.00136752011454108,"AMS1_PMF_5r2","MT2"
"166","1202_1412_blob_1671",710,3786.25287426806,0.00696814683198755,74.7311848989471,7,9.19832151272164e-05,0.000101597195104189,0.535849056603774,0.000101597195104189,0.12962962962963,0.986259069839629,0.985970335017886,4.11e-05,0.355084248,0.339775017,-0.302389191,0.130198243,0.221386333,0.200343696,NA,NA,NA,NA,NA,NA,"C7 acid",379,520,2091.851852,NA,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",577,595,NA,"C14H31BO6Si2","limonox_S_blob_1216",504,665,2098,0.154754146,0.315089426,NA,0.668061409,0.981451793,-0.336483964,-0.093284465,0.389532281,0.826527707,0.049706325,0.190968879,0.552147852,NA,0,-0.182207385,"0",0.352410783,"NYC",NA,NA,NA,2092.19265483971,1.59923434953886,0.902247356801534,1.89203421471541,FALSE,1,0.00245098039215686,0.00159048488173321,"AMS1_PMF_1r2","ISOP3"
"167","1128_1901_blob_624",715,3648.86979495852,0.00671530966007928,72.0195856891735,1,8.86456310411528e-05,9.79107705635868e-05,0.539622641509434,9.79107705635868e-05,0.0185185185185185,0.986708913019089,0.986445499000104,3.96e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16-OH C16 Acid, TMS",494,508,2431.304348,2429,"11,14-Eicosadienoic acid, TMS derivative",723,822,NA,"C23H44O2Si","limonox_S_blob_687",459,573,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,"0",0,"NYC",NA,NA,NA,2431.30434782609,0.186565060079219,1.04848753595028,0.220722795906743,FALSE,1,0.00245098039215686,0.00153277460249308,NA,"BB1"
"168","1128_2052_blob_1349",717,3626.33799495498,0.00361015207015196,38.7177463926789,5,8.80982435644699e-05,5.26368535380591e-05,0.541132075471698,5.26368535380591e-05,0.0925925925925926,0.98688563740544,0.986584777312319,3.94e-05,0.953193051,0.766896083,0.474467273,-0.742669694,-0.547591134,-0.99341491,NA,NA,NA,NA,NA,NA,"C12 diacid",349,366,2121.481481,2120,"{4-Methoxy-2-[(trimethylsilyl)oxy]phenyl}(phenyl)methanone",741,767,NA,"C17H20O3Si","apin_ox_S_blob_592",262,402,NA,0,0.489780723,NA,0,0.30548063,0.379978606,0.402777696,0.540396035,0.657725726,0.936024799,0.886803347,0,NA,1,0,"-0.612510211",0.474087244,"NYC",NA,NA,NA,2121.12418300654,0.623784382295058,0.914723930006378,0.737991523410992,FALSE,1,0.00245098039215686,0.000824019990792412,"AMS1_PMF_1r2","MT1"
"169","1129_1334_blob_1362",718,3624.58631426673,0.00667061881013577,71.5402903684882,7,8.8055688239474e-05,9.72591676179887e-05,0.54188679245283,9.72591676179887e-05,0.12962962962963,0.98697369309368,0.986682036479937,3.94e-05,0.334073513,0.376780312,-0.160992548,-0.06654235,0.122813095,-0.128552072,NA,NA,NA,NA,NA,NA,"C7 acid",343,460,1962.416107,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",621,675,NA,"C13H26BNO6Si","limonox_S_blob_685",542,634,1963,0.37055101,0.140953473,NA,0.407718257,0.709463643,-0.029951986,0.131218411,0.49341597,0.82294778,0.226570805,0.440833228,0.706561534,NA,0,-0.278684206,"0",-1,"NYC",NA,NA,NA,1962.53660179835,1.44999968014036,0.846333848607493,1.7154765384717,FALSE,1,0.00245098039215686,0.00152257388156959,"AMS1_PMF_2r2","ISOP3"
"170","1129_1334_blob_1496",721,3616.41146869899,0.00615019961766026,65.9589580809258,20,8.78570885675926e-05,8.96713352274337e-05,0.544150943396226,8.96713352274337e-05,0.37037037037037,0.98723734142276,0.986960899164927,3.93e-05,0.443615753,0.746485123,0.428493055,0.07615958,0.31418097,-0.016355227,NA,NA,NA,NA,NA,NA,"C7 acid",377,453,1739.393939,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",625,637,NA,"C13H26BNO6Si","myrc_ox_L_blob_670",659,713,1741,0.78404574,0.306727742,NA,0.633528535,0.464501707,0.855786499,0.549177449,0.48782834,0.351638916,0.513635928,0.642714727,0.556947898,NA,0.400820669,0.641565623,"0.795096435",0.625672472,"NYC",NA,NA,NA,1738.94803640172,1.18142896628722,0.749912426004036,1.39773387628638,FALSE,1,0.00245098039215686,0.00140378780002544,"AMS1_PMF_2r2","MT2"
"171","1202_0046_blob_1505",724,3585.88786699195,0.0061130096467263,65.5601073303225,9,8.71155482860765e-05,8.91290968355054e-05,0.546415094339623,8.91290968355054e-05,0.166666666666667,0.98749990644019,0.987238879712642,3.89e-05,0.495543734,0.629088144,0.692712282,0.545902089,0.846233989,0.561664658,NA,NA,NA,NA,NA,NA,"C12 diacid",467,501,2119.117647,2120,"Falcarinol, TMS",632,676,2081,"C20H32OSi","limonox_S_blob_687",458,621,NA,0.202634843,0.723601384,NA,0.180473623,0.819058672,0.755284634,0.448792433,0.335299791,0.395941741,0.415845787,0.679209499,0.485462876,NA,0.781571647,0.305866255,"0.41222864",0.468072163,"NYC",NA,NA,NA,2119.21326555313,0.126785611473687,0.913899856650892,0.149998475777487,FALSE,1,0.00245098039215686,0.00139529916051356,"AMS1_PMF_5r2","BB1"
"172","1221_0832_blob_924",725,3570.75691719467,0.00623032226253985,66.8182482671777,5,8.6747957040457e-05,9.08395419515985e-05,0.547169811320755,9.08395419515985e-05,0.0925925925925926,0.987586654397231,0.987329719254593,3.88e-05,0.907274805,0.899524431,0.354654854,0.069023423,0.495489829,0.334070056,NA,NA,NA,NA,NA,NA,"C33",555,716,3344.827586,3363,"tert-Hexadecanethiol",768,778,NA,"C16H34S","bcp_ox_L_blob_18",340,354,NA,-1,0.836907606,NA,0,0,0.971117786,0.913248916,0.724733646,-1,0.678178887,0.177419629,-1,NA,0,0,"0.889091548",0.398620495,"NYC",NA,NA,NA,3342.98850574713,0.156719070924804,1.4416466553169,0.185412378350704,TRUE,1,0.00245098039215686,0.00142207585543502,"AMS1_PMF_1r2","ISOP1"
"173","1128_1901_blob_1215",727,3557.49008969165,0.00654713621131396,70.2159783029052,9,8.64256527758478e-05,9.54587627202502e-05,0.548679245283019,9.54587627202502e-05,0.166666666666667,0.987759781044874,0.987510395222797,3.86e-05,0.822126724,0.784471824,0.370679433,0.503464406,0.412250607,0.270939034,NA,NA,NA,NA,NA,NA,"C7 acid",491,594,1705.454545,NA,"4-Hexenoic acid, 4-methyl-6-(fluorodimethylsilyl)-6-trimethylsilyl-",621,638,NA,"C12H25FO2Si2","apin_ox_S_blob_704",738,774,1705,0.805403816,-0.118443556,NA,-0.338503607,-0.509267987,0.529572091,0.822250238,0.832697494,0.7375547,0.645811059,0.583080937,0.802067521,NA,0,0.91010669,"1",0.555728359,"NYC",NA,NA,NA,1705.74033013057,1.36051607512254,0.735591772913471,1.60960960133481,FALSE,1,0.00245098039215686,0.00149438888327397,"AMS1_PMF_1r2","ISOP2"
"174","1129_1334_blob_1390",728,3532.62935762494,0.00650138299906317,69.7252894803421,7,8.58216862311266e-05,9.4791670286097e-05,0.549433962264151,9.4791670286097e-05,0.12962962962963,0.987845602731106,0.987605186893083,3.84e-05,0.425302397,0.38869884,0.177935412,0.451583233,0.339611377,0.309771692,NA,NA,NA,NA,NA,NA,"C7 acid",427,475,1570.652174,NA,"l-Galactopyranose, 6-deoxy-1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",653,681,NA,"C13H29BO5Si2","limonox_S_blob_751",652,673,1564,0.784718122,0.441181023,NA,0.405160703,0.434571485,0.501354535,0.156857491,0.28914508,0.500236977,0.262769538,0.489495322,0.789607282,NA,1,0.523981191,"0",0.075403009,"NYC",NA,NA,NA,1570.4273156162,0.763559045671461,0.677238729084532,0.903357184506717,FALSE,1,0.00245098039215686,0.00148394567733555,"AMS1_PMF_4r2","MT3"
"175","1221_0832_blob_861",729,3529.9214849172,0.0051268403964884,54.9837520441691,6,8.57559011802903e-05,7.47505207035796e-05,0.550188679245283,7.47505207035796e-05,0.111111111111111,0.987931358632286,0.987679937413787,3.83e-05,0.809050095,0.39543187,0.885950557,0.010781435,0.880191184,-0.11247575,NA,NA,NA,NA,NA,NA,"C32",422,694,3289.655172,3259,"2-Methyl-Z-4-tetradecene",741,753,NA,"C15H30","bcp_ox_L_blob_18",342,356,NA,1,0.817495081,NA,0,1,0.342474313,0.567194216,0.651233895,1,0.446155569,0.043680273,1,NA,0,0,"0.94614109",-0.297590254,"NYC",NA,NA,NA,3288.12260536398,0.136529247892357,1.41798601704598,0.161526050510476,FALSE,1,0.00245098039215686,0.00117020526953334,"AMS1_PMF_3r2","ISOP3"
"176","1128_1901_blob_1309",733,3412.95836418791,0.00514368384414718,55.1643927269322,12,8.29143995021773e-05,7.49961020725256e-05,0.553207547169811,7.49961020725256e-05,0.222222222222222,0.988267334188568,0.988021431262858,3.71e-05,0.262330598,-0.07893062,-0.385639676,-0.30963561,-0.081898311,-0.145237827,NA,NA,NA,NA,NA,NA,"mannosan",476,491,1706.666667,1706,"1-Hexadecanol, 2-methyl-",607,618,NA,"C17H36O","apin_ox_S_blob_677",537,584,1709,-0.537532124,0.564036754,NA,0,0.463605443,0.793664888,0.645294736,0.59031907,0.531858957,0.700988924,0.596249572,-1,NA,0.613681098,0.662214504,"-0.044014514",0.569561314,"NYC",NA,NA,NA,1707.10027100271,0.117172909879984,0.73617824044286,0.138625808403015,FALSE,1,0.00245098039215686,0.00117404979943541,"AMS1_PMF_1r2","MT1"
"177","1128_1901_blob_969",736,3335.45171130423,0.00485411797464843,52.0588897782002,12,8.10314531267668e-05,7.07741646122056e-05,0.555471698113208,7.07741646122056e-05,0.222222222222222,0.988511405103114,0.988261903520541,3.62e-05,0.308308327,0.402915744,-0.316729506,-0.192032375,0.010057756,-0.316038941,NA,NA,NA,NA,NA,NA,"C7 acid",439,496,2025,NA,"Hexadecanoic acid, ethyl ester",703,769,1993,"C18H36O2","limonox_S_blob_687",448,522,NA,1,0.414604556,NA,0,0.365663076,0.783549861,0.779453418,0.795226133,0.991217244,0.900012713,0.78780426,1,NA,0.785859356,0,"-0.077798224",0.781844431,"NYC",NA,NA,NA,2025.50858181858,0.176975045325968,0.87349019216619,0.20937696905028,FALSE,1,0.00245098039215686,0.00110795616667935,"AMS1_PMF_2r2","MT3"
"178","1129_1334_blob_1546",737,3332.71477128461,0.00613346404654344,65.7794743401729,13,8.09649619147492e-05,8.9427326723461e-05,0.55622641509434,8.9427326723461e-05,0.240740740740741,0.988592370065028,0.988351330847264,3.62e-05,0.066047347,0.6758452,0.389506061,0.279784598,0.412409513,0.083463686,NA,NA,NA,NA,NA,NA,"Humulene",543,636,1497.826087,1490,"d-Erythrotetrofuranose, tris-O-(trimethylsilyl)-",615,703,NA,"C13H32O4Si3","apin_ox_S_blob_662",608,695,1502,0.870367691,0.445737055,NA,0.839776378,0.710984166,0.769024595,0.037402685,0.213120012,0.493329341,0.521059982,0.598863284,0.786422821,NA,-0.563994564,0.389886613,"0.999259837",0.450573862,"NYC",NA,NA,NA,1496.98219931648,0.534693707829578,0.645565899195702,0.63258945751029,FALSE,1,0.00245098039215686,0.00139996789302717,"AMS1_PMF_2r2","BB3"
"179","1128_1901_blob_1461",738,3330.97327928486,0.00613025903822415,65.745101633184,8,8.09226541137189e-05,8.93805969596692e-05,0.556981132075472,8.93805969596692e-05,0.148148148148148,0.988673292719142,0.988440711444224,3.62e-05,0.507285681,0.77350393,-0.136857375,0.119441132,0.23349102,-0.036179513,NA,NA,NA,NA,NA,NA,"pinic acid 1",443,543,1681.212121,1692,"a-l-Galactopyranoside, methyl 6-deoxy-2-O-(trimethylsilyl)-, cyclic butylboronate",644,685,NA,"C14H29BO5Si","limonox_S_blob_720",613,640,1675,0.637813683,0.575465568,NA,0.811317303,0.827641079,0.46824639,0.635583205,0.621352062,0.686078251,0.738111361,0.570912967,0.745799321,NA,1,-0.074496197,"0",0.618789244,"NYC",NA,NA,NA,1681.27846435324,0.703863342726353,0.72504271870043,0.832731942823907,FALSE,1,0.00245098039215686,0.00139923634740958,"AMS1_PMF_2r2","BB3"
"180","1128_1901_blob_1630",742,3252.51618295692,0.00515434039532367,55.278680889274,8,7.90166176683362e-05,7.51514770574564e-05,0.56,7.51514770574564e-05,0.148148148148148,0.988993140373136,0.988746729902919,3.53e-05,0.345210239,0.84766241,0.747860243,0.278751783,0.487897382,0.048377063,NA,NA,NA,NA,NA,NA,"C7 acid",496,601,1669.090909,NA,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",607,632,NA,"C11H22B2O6Si","limonox_S_blob_720",581,600,1675,0,0.816496473,NA,1,0.509217228,0.931764805,0.175708748,0.466790962,0.677756054,0.814733475,0.645182654,0,NA,0.341221559,0,"-0.082124602",0.826562692,"NYC",NA,NA,NA,1669.35421286031,1.29199276703933,0.71990044637362,1.52854053010312,FALSE,1,0.00245098039215686,0.00117648216544983,"AMS1_PMF_2r2","BB3"
"181","1129_1334_blob_1130",743,3233.07686018434,0.00595009235489081,63.8128705752782,4,7.85443588235375e-05,8.6753724977887e-05,0.560754716981132,8.6753724977887e-05,0.0740740740740741,0.989071684731959,0.988833483627897,3.51e-05,-0.425281613,0.583708343,0.531255451,0.761097879,0.345920339,-0.006286939,NA,NA,NA,NA,NA,NA,"C7 acid",373,545,1883.221477,NA,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",678,753,NA,"C14H31BO6Si2","limonox_S_blob_725",575,676,1893,0.986571155,0.64769814,NA,0.808295489,0,0.964454517,-0.718074032,-0.767972153,-0.478815759,-0.074869573,0.045859386,0.759691045,NA,0,0.13291569,"0",0,"A",NA,NA,NA,1883.3620533285,0.863051883913308,0.81219023046715,1.02106592064473,FALSE,1,0.00245098039215686,0.00135811316316233,"AMS1_PMF_4r2","BB3"
"182","1202_1412_blob_1732",745,3197.33297384764,0.00563797727824382,60.4655344664032,11,7.76759969640496e-05,8.22030148534251e-05,0.562264150943396,8.22030148534251e-05,0.203703703703704,0.98922758221641,0.98900208375025,3.47e-05,0.564917716,0.101219668,0.398491488,-0.060270485,0.629524059,0.555332503,NA,NA,NA,NA,NA,NA,"linoleic Acid, TMS",514,579,2252.8,2245,"13-Retinoic acid, (Z)-, TMS derivative",620,642,NA,"C23H36O2Si","limonox_S_blob_687",433,619,NA,-0.312273959,0.282310395,NA,-0.263297432,-0.335906189,0.528411332,0.296883173,0.219271578,-0.227520699,0.564000861,0.006417444,-0.907764233,NA,0.53910096,0.347177862,"0.771568901",0.81451295,"NYC",NA,NA,NA,2252.4533962759,0.266290746652108,0.971358979971308,0.315045261423495,FALSE,1,0.00245098039215686,0.00128687265650578,"AMS1_PMF_5r2","MT1"
"183","1128_1901_blob_1559",746,3186.70092611436,0.00308203779464838,33.0538867579682,7,7.74177020306763e-05,4.49368250542535e-05,0.563018867924528,4.49368250542535e-05,0.12962962962963,0.989304999918441,0.989047020575304,3.46e-05,0.33577248,0.002102191,-0.246777187,-0.320935289,-0.137124301,-0.663748094,NA,NA,NA,NA,NA,NA,"C7 acid",274,353,2387.096774,NA,"Phthalic acid, benzyl isobutyl ester",732,828,NA,"C19H20O4","limonox_S_blob_633",308,350,NA,0,0.278840098,NA,0,0,0.711003773,0.391106813,-0.228213443,-1,0.756998097,0.398439929,0,NA,0,0,"-0.304946368",0.978115766,"NYC",NA,NA,NA,2387.35668202765,0.724597626341513,1.02953533037183,0.857262415189517,FALSE,1,0.00245098039215686,0.000703477500619836,"AMS1_PMF_1r2","MT1"
"184","1202_1412_blob_1860",752,3091.44269738902,0.0051251860158107,54.9660093313217,9,7.51034989289687e-05,7.47263994500323e-05,0.567547169811321,7.47263994500323e-05,0.166666666666667,0.9897626260604,0.989482280403158,3.36e-05,-0.013462523,0.164124844,0.55231993,0.174712809,0.625323748,0.285561317,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",404,576,2042.962963,2060,"<df>-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",564,640,NA,"C12H27BO5Si2","limonox_S_blob_687",413,544,NA,0.210865194,0.188989267,NA,0.168107439,-0.237190389,0.393108532,-0.097804004,-0.194107624,-0.174484679,0.108669597,0.275920761,-0.02354641,NA,-0.094096666,0.830711031,"0.977559674",0.174063204,"NYC",NA,NA,NA,2042.49334301622,1.60924817072716,0.880814783360519,1.90388144167985,FALSE,1,0.00245098039215686,0.00116982765586935,"AMS1_PMF_5r2","MT2"
"185","1129_1334_blob_1107",754,3061.2946007602,0.00563394759474206,60.4223173772523,2,7.43710811666128e-05,8.21442611344223e-05,0.569056603773585,8.21442611344223e-05,0.037037037037037,0.989911424944404,0.989646631575582,3.33e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 acid",382,489,1962.416107,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",603,635,NA,"C13H26BNO6Si","limonox_S_blob_685",516,598,1963,-1,-1,NA,-1,0,0,1,1,-1,-1,-1,-1,NA,0,0,"0",0,"NYC",NA,NA,NA,1963.08724832215,0.107112101298784,0.846571312098,0.126722991240027,FALSE,1,0.00245098039215686,0.00128595287814257,NA,"ISOP1"
"186","1221_0832_blob_1066",755,3048.02431460507,0.00487199653211306,52.2506316883279,9,7.40486928775204e-05,7.10348381219223e-05,0.569811320754717,7.10348381219223e-05,0.166666666666667,0.989985473637282,0.989717666413704,3.31e-05,0.494047934,0.030465557,0.255680393,-0.194671376,0.298389376,-0.166668117,NA,NA,NA,NA,NA,NA,"C7 acid",425,523,1965.100671,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",626,644,NA,"C13H26BNO6Si","limonox_S_blob_685",539,623,1963,0.982406096,0.444254938,NA,0,1,0.591494878,0.333581611,0.591598537,0.49757994,0.514163739,0.333326261,0.985741599,NA,1,0,"-0.505803551",0.249067548,"A",NA,NA,NA,1965.32236934922,0.236573445599602,0.847535196582604,0.27988709315594,FALSE,1,0.00245098039215686,0.00111203696119191,"AMS1_PMF_1r2","MT3"
"187","1129_1334_blob_667",764,2887.24322319934,0.00531362679329843,56.9869774487401,1,7.01426775609862e-05,7.74739096414249e-05,0.576603773584906,7.74739096414249e-05,0.0185185185185185,0.990630996178856,0.99033082492661,3.14e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"squalene",118,477,2830.30303,2868,"8-Methyl-6-nonenamide",724,808,NA,"C10H19NO","apin_ox_S_blob_751",337,371,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,"0",0,"A",NA,NA,NA,2830.30303030303,0.624650286012501,1.22055367230697,0.739015963300321,FALSE,1,0.00245098039215686,0.00121283940848059,NA,"BB1"
"188","1202_0046_blob_865",766,2870.84823881059,0.00528345377994653,56.6633813629906,3,6.97443778630747e-05,7.70339801166449e-05,0.57811320754717,7.70339801166449e-05,0.0555555555555556,0.990770629419672,0.99048050510012,3.12e-05,0.609146099,-0.920188215,0.171632393,-0.800481214,0.646002315,-0.38668656,NA,NA,NA,NA,NA,NA,"C7 acid",431,477,1858.108108,NA,"Dodecanoic acid, tricosafluoro-",546,638,NA,"C12HF23O2","apin_ox_S_blob_751",484,556,NA,0.974676368,-0.775878404,NA,-1,-0.807063181,-0.861013959,0.999663444,0.993701566,0.407913892,0.463287519,0.999737232,0.946730531,NA,-0.923613364,1,"0",-0.909033116,"A",NA,NA,NA,1857.97811234053,-0.390359731912401,0.801243536046528,-0.461829730607254,FALSE,1,0.00245098039215686,0.00120595239494175,"AMS1_PMF_5r2","MT2"
"189","1129_1334_blob_947",769,2826.80977153148,0.0052024062333492,55.7941718964841,2,6.86745074808989e-05,7.58522881111657e-05,0.580377358490566,7.58522881111657e-05,0.037037037037037,0.990977631559751,0.99070914286608,3.07e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C7 acid",435,546,1889.932886,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",651,657,NA,"C28H50O4Si2","limonox_S_blob_725",623,665,1893,-1,-1,NA,-1,0,0,1,1,-1,-1,-1,-1,NA,0,0,"0",0,"NYC",NA,NA,NA,1890.60402684564,0.226543990078873,0.815313294420535,0.268021369407787,FALSE,1,0.00245098039215686,0.00118745323000268,NA,"ISOP1"
"190","1129_1334_blob_1034",770,2821.55091759605,0.00519272793990001,55.6903752408312,4,6.85467489003369e-05,7.57111763505294e-05,0.581132075471698,7.57111763505294e-05,0.0740740740740741,0.991046178308651,0.990784854042431,3.06e-05,-0.258219482,0.083950138,-0.888841919,-0.308866812,-0.371159952,0.246865738,NA,NA,NA,NA,NA,NA,"C7 acid",377,536,1967.785235,NA,"<df>-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",670,733,NA,"C14H31BO6Si2","bcp_ox_L_blob_678",524,615,1959,-0.84033039,-0.229107869,NA,-0.437737741,0,-0.500876602,0.094195132,0.248589165,0.002247397,-0.100417735,-0.237163931,-0.94145153,NA,0,-0.790772608,"0",0,"NYC",NA,NA,NA,1967.39298022855,0.246196286813855,0.848428136909358,0.291271756589033,FALSE,1,0.00245098039215686,0.00118524415206803,"AMS1_PMF_6r2","ISOP2"
"191","1221_0832_blob_818",771,2821.19274509984,0.00497838479259924,53.3916123474858,5,6.85380474588681e-05,7.25860036065231e-05,0.58188679245283,7.25860036065231e-05,0.0925925925925926,0.99111471635611,0.990857440046037,3.06e-05,0.799245282,0.882095092,0.466023522,-0.262357118,0.739744487,-0.156185094,NA,NA,NA,NA,NA,NA,"C30",556,691,3043.478261,3058,"tert-Hexadecanethiol",771,778,NA,"C16H34S","apin_ox_S_blob_751",380,420,NA,1,0.646295117,NA,0,0,0.88501767,0.913623738,0.998232851,1,0.948533586,0.243763175,1,NA,0,0,"0.895739029",0.949481422,"NYC",NA,NA,NA,3044.68443197756,0.117094908470343,1.31300455275568,0.138533525908034,TRUE,1,0.00245098039215686,0.00113632016359522,"AMS1_PMF_2r2","ISOP3"
"192","1221_0832_blob_768",773,2784.66709599039,0.00512484766533626,54.9623806288165,2,6.76506934570979e-05,7.47214662217302e-05,0.583396226415094,7.47214662217302e-05,0.037037037037037,0.991250078557637,0.991002598944106,3.02e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C30",453,715,3030.434783,3058,"1-Dodecanol, 2-octyl-",750,797,NA,"C20H42O","bcp_ox_L_blob_18",339,350,NA,1,1,NA,0,0,1,-1,1,1,1,1,1,NA,0,0,"0",-1,"NYC",NA,NA,NA,3029.34782608696,0.116917915111179,1.30639072008826,0.13832412727211,FALSE,1,0.00245098039215686,0.00116975042711294,NA,"BB1"
"193","1129_1334_blob_1320",777,2721.44952339735,0.00500850326288393,53.7146234759807,5,6.61148859522254e-05,7.30251378807474e-05,0.586415094339623,7.30251378807474e-05,0.0925925925925926,0.991515021507174,0.991266967312909,2.96e-05,0.300587581,0.90183171,-0.255205459,-0.06406328,0.212486066,-0.53815197,NA,NA,NA,NA,NA,NA,"beta-caryophyllinic acid, TMS",588,644,2062.222222,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",685,729,NA,"C13H26BNO6Si","apin_ox_S_blob_592",458,626,NA,-0.326369602,0.470953057,NA,0.107124374,1,0.722679161,0.721559693,0.667249822,0.475029001,0.573662686,0.481080293,-0.679535121,NA,0,-0.99659475,"0",1,"NYC",NA,NA,NA,2062.03921568627,0.644477563855902,0.889243840747822,0.762473368448728,FALSE,1,0.00245098039215686,0.00114319472763696,"AMS1_PMF_2r2","ISOP1"
