TAG_time_start_num,TAG_time_end_num,TAG_Time_Start_LT,TAG_Time_Mid_LT,TAG_Time_End_LT,C0_SESQ_D_Fp,C0_SESQ_D_FpUC,C0_SESQ_D_Particle,C0_SESQ_D_ParticleUC,C0_SESQ_D_Total,C0_SESQ_D_TotalUC,C143_Vanillin_TMS_Fp,C143_Vanillin_TMS_FpUC,C143_Vanillin_TMS_Particle,C143_Vanillin_TMS_ParticleUC,C143_Vanillin_TMS_Total,C143_Vanillin_TMS_TotalUC,C144_Vanillic_Acid_Fp,C144_Vanillic_Acid_FpUC,C144_Vanillic_Acid_Particle,C144_Vanillic_Acid_ParticleUC,C144_Vanillic_Acid_Total,C144_Vanillic_Acid_TotalUC,C145_Syringic_Acid_Fp,C145_Syringic_Acid_FpUC,C145_Syringic_Acid_Particle,C145_Syringic_Acid_ParticleUC,C145_Syringic_Acid_Total,C145_Syringic_Acid_TotalUC,C153_C20_Acid_TMS_Fp,C153_C20_Acid_TMS_FpUC,C153_C20_Acid_TMS_Particle,C153_C20_Acid_TMS_ParticleUC,C153_C20_Acid_TMS_Total,C153_C20_Acid_TMS_TotalUC,C155_C22_Acid_TMS_Fp,C155_C22_Acid_TMS_FpUC,C155_C22_Acid_TMS_Particle,C155_C22_Acid_TMS_ParticleUC,C155_C22_Acid_TMS_Total,C155_C22_Acid_TMS_TotalUC,C157_C24_Acid_TMS_Fp,C157_C24_Acid_TMS_FpUC,C157_C24_Acid_TMS_Particle,C157_C24_Acid_TMS_ParticleUC,C157_C24_Acid_TMS_Total,C157_C24_Acid_TMS_TotalUC,C166_Syringol_TMS_Fp,C166_Syringol_TMS_FpUC,C166_Syringol_TMS_Particle,C166_Syringol_TMS_ParticleUC,C166_Syringol_TMS_Total,C166_Syringol_TMS_TotalUC,C167_Guaiacol_TMS_Fp,C167_Guaiacol_TMS_FpUC,C167_Guaiacol_TMS_Particle,C167_Guaiacol_TMS_ParticleUC,C167_Guaiacol_TMS_Total,C167_Guaiacol_TMS_TotalUC,C172_Mannosan_Fp,C172_Mannosan_FpUC,C172_Mannosan_Particle,C172_Mannosan_ParticleUC,C172_Mannosan_Total,C172_Mannosan_TotalUC,C173_Galactosan_Fp,C173_Galactosan_FpUC,C173_Galactosan_Particle,C173_Galactosan_ParticleUC,C173_Galactosan_Total,C173_Galactosan_TotalUC,C174_4hydroxybenzoic_Fp,C174_4hydroxybenzoic_FpUC,C174_4hydroxybenzoic_Particle,C174_4hydroxybenzoic_ParticleUC,C174_4hydroxybenzoic_Total,C174_4hydroxybenzoic_TotalUC,C180_SyringaldehydeT_Fp,C180_SyringaldehydeT_FpUC,C180_SyringaldehydeT_Particle,C180_SyringaldehydeT_ParticleUC,C180_SyringaldehydeT_Total,C180_SyringaldehydeT_TotalUC,C181_SinapaldehydeTM_Fp,C181_SinapaldehydeTM_FpUC,C181_SinapaldehydeTM_Particle,C181_SinapaldehydeTM_ParticleUC,C181_SinapaldehydeTM_Total,C181_SinapaldehydeTM_TotalUC,C182_4_nitrocatechol_Fp,C182_4_nitrocatechol_FpUC,C182_4_nitrocatechol_Particle,C182_4_nitrocatechol_ParticleUC,C182_4_nitrocatechol_Total,C182_4_nitrocatechol_TotalUC,C188_4methyl5nitroca_Fp,C188_4methyl5nitroca_FpUC,C188_4methyl5nitroca_Particle,C188_4methyl5nitroca_ParticleUC,C188_4methyl5nitroca_Total,C188_4methyl5nitroca_TotalUC,C1_SESQ_F_Fp,C1_SESQ_F_FpUC,C1_SESQ_F_Particle,C1_SESQ_F_ParticleUC,C1_SESQ_F_Total,C1_SESQ_F_TotalUC,C2_SESQ_I_Fp,C2_SESQ_I_FpUC,C2_SESQ_I_Particle,C2_SESQ_I_ParticleUC,C2_SESQ_I_Total,C2_SESQ_I_TotalUC,C31_methyl_tetrol_1_Fp,C31_methyl_tetrol_1_FpUC,C31_methyl_tetrol_1_Particle,C31_methyl_tetrol_1_ParticleUC,C31_methyl_tetrol_1_Total,C31_methyl_tetrol_1_TotalUC,C32_methyl_tetrol_2_Fp,C32_methyl_tetrol_2_FpUC,C32_methyl_tetrol_2_Particle,C32_methyl_tetrol_2_ParticleUC,C32_methyl_tetrol_2_Total,C32_methyl_tetrol_2_TotalUC,C33_C5alkenetriol1_Fp,C33_C5alkenetriol1_FpUC,C33_C5alkenetriol1_Particle,C33_C5alkenetriol1_ParticleUC,C33_C5alkenetriol1_Total,C33_C5alkenetriol1_TotalUC,C34_C5alkenetriol2_Fp,C34_C5alkenetriol2_FpUC,C34_C5alkenetriol2_Particle,C34_C5alkenetriol2_ParticleUC,C34_C5alkenetriol2_Total,C34_C5alkenetriol2_TotalUC,C36_levoglucosan_Fp,C36_levoglucosan_FpUC,C36_levoglucosan_Particle,C36_levoglucosan_ParticleUC,C36_levoglucosan_Total,C36_levoglucosan_TotalUC,C37_methylglycericac_Fp,C37_methylglycericac_FpUC,C37_methylglycericac_Particle,C37_methylglycericac_ParticleUC,C37_methylglycericac_Total,C37_methylglycericac_TotalUC,C392_bcaryophyllenea_Fp,C392_bcaryophyllenea_FpUC,C392_bcaryophyllenea_Particle,C392_bcaryophyllenea_ParticleUC,C392_bcaryophyllenea_Total,C392_bcaryophyllenea_TotalUC,C393_bcaryophyllonic_Fp,C393_bcaryophyllonic_FpUC,C393_bcaryophyllonic_Particle,C393_bcaryophyllonic_ParticleUC,C393_bcaryophyllonic_Total,C393_bcaryophyllonic_TotalUC,C39_pinic_acid_Fp,C39_pinic_acid_FpUC,C39_pinic_acid_Particle,C39_pinic_acid_ParticleUC,C39_pinic_acid_Total,C39_pinic_acid_TotalUC,C3_DITERP_A_Fp,C3_DITERP_A_FpUC,C3_DITERP_A_Particle,C3_DITERP_A_ParticleUC,C3_DITERP_A_Total,C3_DITERP_A_TotalUC,C40_pinonic_acid_Fp,C40_pinonic_acid_FpUC,C40_pinonic_acid_Particle,C40_pinonic_acid_ParticleUC,C40_pinonic_acid_Total,C40_pinonic_acid_TotalUC,C42_C5alkenetriol3_Fp,C42_C5alkenetriol3_FpUC,C42_C5alkenetriol3_Particle,C42_C5alkenetriol3_ParticleUC,C42_C5alkenetriol3_Total,C42_C5alkenetriol3_TotalUC,C43_3hydroxyglutaric_Fp,C43_3hydroxyglutaric_FpUC,C43_3hydroxyglutaric_Particle,C43_3hydroxyglutaric_ParticleUC,C43_3hydroxyglutaric_Total,C43_3hydroxyglutaric_TotalUC,C47_SESQ_A_Fp,C47_SESQ_A_FpUC,C47_SESQ_A_Particle,C47_SESQ_A_ParticleUC,C47_SESQ_A_Total,C47_SESQ_A_TotalUC,C4_SESQ_ZB_Fp,C4_SESQ_ZB_FpUC,C4_SESQ_ZB_Particle,C4_SESQ_ZB_ParticleUC,C4_SESQ_ZB_Total,C4_SESQ_ZB_TotalUC
41881.58333,41881.59861,8/30/2014 14:00,8/30/2014 14:11,8/30/2014 14:22,-0.145966,0.0887628,0,0.0516952,0.582397,0.0645536,0.0138353,0.074812,0.0552702,0.29924,3.99486,1.08499,0.791388,0.48644,0.882659,1.05335,1.11533,1.14089,,,,,0,0.0355749,0.925198,0.277278,11.0773,3.82413,11.9729,2.05155,0.388714,,0.719475,,1.85091,0.244226,,,,,4.60154,3.35934,,,,,0,0.1,,,,,0,0.1,0.596446,0.0737053,7.17064,1.25112,12.0223,1.48084,0,,0,,4.21796,1.07718,0.407271,0.0115223,20.1539,1.4761,49.4851,3.34306,,,,,1.14196,1.08727,,,,,1.07762,1.08727,,,,,15.4625,11.6777,,,,,0,0,,0.355841,,,0.707796,0.117034,,0.26161,,,0.536995,0.115588,0.606046,0.100428,67.7957,9.63937,111.866,11.2591,0.355383,0.0680898,18.8403,2.27567,53.0143,5.28904,0.812762,0.115928,240.691,37.0092,296.14,29.9137,0.78734,0.113059,67.1506,10.161,85.2879,8.57737,0.888932,0.168227,46.3674,9.93869,52.1609,5.24988,0.134684,0.0206592,0.273081,0.0285016,2.02757,0.207431,,0.632821,,,0.574984,0.361665,,0.632821,,,0.0573488,0.0360724,0.257448,0.149595,1.25477,0.261613,4.87388,0.70783,,0.26161,,,0.395225,0.115588,0.0192287,0.03,0.879744,0.103134,45.7517,5.18497,0.785925,0.113171,161.616,24.5448,205.638,20.8267,0.585593,0.0867561,0.919839,0.122426,1.57078,0.158545,,0.381646,,,0.55949,2.79E+11,,0.26161,,,0.970214,0.115588
41881.66667,41881.68194,8/30/2014 16:00,8/30/2014 16:11,8/30/2014 16:22,,0.186528,,,0.194898,0.0231652,-0.0139817,0.0404791,0,0.28023,6.92283,1.88258,,,,,0.725272,0.845955,,,,,0,0.0355749,0.188129,0.185762,1.78949,1.7931,9.51203,1.62109,0,,0,,0.845548,0.125021,,,,,2.83218,2.06763,,,,,0,0.1,,,,,0,0.1,0.877849,0.128156,6.47684,1.62255,7.37807,1.50204,0,,0,,3.63986,2.16341,0.541681,0.0112286,31.1982,2.20443,57.5951,3.89055,,,,,0.826366,1.08727,,,,,1.07762,1.08727,,,,,15.4625,11.6777,,,,,0,0,,,,,0,0.05,0.22,0.13108,0,0,0,0.0803256,0.455469,0.0779469,49.061,6.48774,107.715,11.5065,0.298203,0.059249,16.6678,2.04593,55.8942,6.00868,0.398726,0.0571109,183.724,22.2851,460.777,49.3079,0.533044,0.076883,63.3993,8.34516,118.938,12.7075,0.988488,0.19078,44.9356,9.79508,45.4589,4.60594,0.0847116,0.0133502,0.305113,0.0340449,3.60179,0.399005,,,,,0.407045,0.697067,,,,,0.0405985,0.0695253,0.314395,0.162307,1.63913,0.346991,5.21361,0.708552,0.22,0.13108,0.109022,0.0239179,0.495556,0.0803256,0.0228683,0.03,1.5365,0.21006,67.1894,8.96175,0.455915,0.0662071,123.38,15.5828,270.621,29.1067,0.713234,0.105164,1.20528,0.175687,1.68988,0.170566,,0.340208,,,0.473182,2.36E+11,0.22,0.13108,0.12296,0.0239179,0.558911,0.0803256
41881.70833,41881.72361,8/30/2014 17:00,8/30/2014 17:11,8/30/2014 17:22,,,,,1.242,0.136921,,,,,8.75728,2.37363,,,,,1.37319,1.15733,,,,,0,0.0355749,,,,,11.1922,1.88779,,,,,1.12357,0.172813,,,,,8.00715,3.9364,,,,,0,0.1,,,,,0,0.1,,,,,6.96996,1.3284,,,,,5.10873,1.63311,,,,,52.0516,3.51639,,,,,1.15431,1.08727,,,,,1.07762,1.08727,,,,,15.4625,11.6777,,,,,0,0,,,,,1.20911,0.19903,,,,,0.709173,0.133826,,,,,121.456,12.6071,,,,,70.6075,7.30769,,,,,426.101,44.3583,,,,,122.144,12.6875,,,,,44.849,4.52857,,,,,3.09677,0.329965,,,,,0.707063,0.536309,,,,,0.0705224,0.0534914,,,,,5.58673,0.777649,,,,,0.450503,0.133826,,,,,72.7154,8.93216,,,,,284.274,29.7046,,,,,1.85863,0.187599,,,,,0.812781,4.05E+11,,,,,1.11066,0.133826
41881.75,41881.76389,8/30/2014 18:00,8/30/2014 18:10,8/30/2014 18:20,-0.00102023,0.03,0,0.164068,5.46894,0.603904,-0.0156223,0.0384977,0,0.308748,8.01991,2.17103,0.664028,0.422123,0.984271,1.23907,1.48227,1.6106,,,,,0,0.0355749,0.768553,0.272429,8.87035,3.59504,11.5416,2.26784,0.396148,,0.493436,,1.24559,0.227435,,,,,8.80787,6.43017,,,,,0,0.1,,,,,0,0.1,0.899695,0.145409,6.32495,1.53444,7.03011,1.27193,0,,0,,6.46297,1.15411,0.471627,0.0129607,22.7144,1.6571,48.1618,3.25477,,,,,1.14937,1.08727,,,,,1.07762,1.08727,,,,,17.0087,12.8454,,,,,0,0,,0.0975017,,,2.94292,0.474302,0.0487491,0.0279399,0.115395,0.0121959,2.36712,0.243252,0.535991,0.0899508,65.4124,8.83142,122.04,12.2873,0.298123,0.0586916,22.1342,2.56683,74.2452,7.42584,1.14345,0.162927,333.952,64.0183,292.055,29.5008,0.936895,0.134355,93.113,15.6326,99.3846,10.0054,0.844935,0.176922,35.0789,8.14899,41.5166,4.17668,0.14675,0.022514,0.281167,0.0294466,1.91596,0.195967,,0.256307,,,1.33322,0.436969,,0.256307,,,0.132975,0.0435832,0.177358,0.138622,1.00637,0.201506,5.6742,0.819846,0.0487491,0.0279399,0.025305,0.0121959,0.519086,0.243252,0.00835755,0.03,0.514595,0.0601016,61.5724,6.95001,0.861835,0.124033,218.845,35.052,253.929,25.7331,0.680108,0.100345,1.15402,0.164246,1.69681,0.171266,0.109219,0.0154458,0.240735,1.20E+11,2.20416,1.10E+12,0.0487491,0.0279399,0.101991,0.0121959,2.09215,0.243252
41881.83333,41881.84861,8/30/2014 20:00,8/30/2014 20:11,8/30/2014 20:22,,0.03,,,3.16026,0.346966,0.0118598,0.0155216,0.623089,0.832688,52.5378,14.2036,0.483488,0.167813,6.61871,2.43534,13.6895,1.67183,1.21096,0.22713,10.3937,2.57555,8.58307,1.38994,0.914415,0.189574,22.2545,5.19877,24.3374,2.62022,0.940141,,8.02745,,8.53856,0.834749,1.01317,,49.8519,,49.204,5.24744,-0.0275386,0.0653617,0,0.510823,7.81533,71.4005,,,,,2.87553,0.88816,1.0228,0.0121059,98.3857,2.09697,96.1927,1.70504,0.0575773,,2.26923,,39.4119,4.19674,0.464153,0.0111009,25.4867,1.82634,54.9101,3.70915,,,,,6.91412,1.66736,,,,,1.65257,1.66736,0.775318,,27.4391,,35.3907,12.5175,1.47532,0,0.0427888,0,0.029003,0,,0.0721777,,,2.67811,0.433357,-0.00199463,0.0823692,0,0.186889,2.26893,0.273297,0.600707,0.100879,49.1952,7.23084,81.8954,8.75451,0.346331,0.0681098,14.9398,1.91561,43.1373,4.68628,0.765515,0.109376,155.883,23.8248,203.631,21.7384,0.801065,0.115025,55.5216,8.71052,69.3098,7.3945,1.08481,0.160124,447.222,80.0963,412.257,41.8166,0.213823,0.033467,0.20456,0.0235895,0.956677,0.105574,0,0.161364,0,0.211196,1.30882,0.689573,0,0.161364,0,0.0210647,0.130542,0.0687779,0.541419,0.199832,2.12041,0.516647,3.9164,0.545978,-0.00199463,0.0823692,0,0.0529572,0.642925,0.273297,0.0335674,0.0170507,1.68046,0.22788,50.0622,6.73484,0.745864,0.107422,135.4,20.5687,181.535,19.4989,0.71681,0.105719,1.28468,0.187775,1.79221,0.180895,0,0.0858413,0,0.166744,1.94246,9.67E+11,-0.00199463,0.0823692,0,0.193531,2.34956,0.273297
41881.875,41881.89028,8/30/2014 21:00,8/30/2014 21:11,8/30/2014 21:22,,,,,2.30546,0.253919,,,,,51.0487,13.7976,,,,,17.6152,2.13933,,,,,9.9414,1.62151,,,,,24.6328,2.72651,,,,,9.30881,0.907995,,,,,61.607,6.60623,,,,,4.20632,38.4287,,,,,9.11695,2.81661,,,,,89.8287,1.5865,,,,,40.4385,3.77066,,,,,52.47,3.54457,,,,,8.99769,1.2339,,,,,1.65257,1.2339,,,,,65.4118,10.8941,,,,,0.0789423,0,,,,,2.47859,0.400616,,,,,1.72149,0.231269,,,,,97.4341,10.1013,,,,,44.5513,4.63509,,,,,186.042,19.2847,,,,,64.5068,6.67371,,,,,412.794,41.7362,,,,,0.877422,0.0932022,,,,,1.05869,0.539298,,,,,0.105593,0.0537894,,,,,4.21855,0.609315,,,,,0.5963,0.231269,,,,,42.1904,5.26233,,,,,168.386,17.5561,,,,,1.49405,0.1508,,,,,0.956439,4.76E+11,,,,,1.98319,0.231269
41881.91667,41881.93194,8/30/2014 22:00,8/30/2014 22:11,8/30/2014 22:22,0.00108692,0.03,0.00274243,0.000313833,2.52313,0.278639,0.0986161,0.0273219,2.6845,1.03903,27.2217,7.35735,0.377073,0.145503,6.13343,2.50304,16.2659,2.16066,0.752676,0.15419,6.37407,1.70355,8.46855,1.45363,0.940549,0.209473,19.0042,4.85345,20.2055,2.52542,0.932106,,6.96196,,7.46906,0.720641,0.924485,,48.6636,,52.6387,5.88021,,,,,2.14492,19.5959,,,,,0,0.1,1.17746,0.0190534,77.5199,1.91498,65.8363,1.22885,0.139529,,3.64636,,26.1334,1.9902,0.47473,0.0123915,21.9795,1.59241,46.299,3.12909,,,,,7.48352,0.792832,,,,,1.28748,0.792832,0.914189,,40.2587,,44.0376,10.1035,0.823968,0,0.0494655,0,0.0600332,0,,0.122235,,,2.38888,0.38512,-0.00426871,0.151536,0,0.273034,1.80178,0.223454,0.835015,0.135467,77.5113,13.0724,92.8262,9.32535,0.537528,0.0978162,22.2745,3.11,41.4388,4.12855,1.11959,0.15989,185.105,34.951,165.333,16.6052,1.07447,0.154025,61.1347,11.2293,56.8977,5.69406,1.23035,0.182469,408.25,73.2013,331.817,33.4387,0.401171,0.0627206,0.257254,0.0308078,0.641257,0.0654199,,0.352478,,,0.947441,0.371717,,0.352478,,,0.0944976,0.0370749,0.3375,0.16092,1.26802,0.282149,3.7571,0.577369,-0.00426871,0.151536,0,0.0784284,0.517556,0.223454,0.0684732,0.0191525,1.96974,0.230415,28.7665,3.31963,1.04353,0.149784,154.275,27.875,147.839,14.9394,0.915402,0.134147,1.12033,0.188078,1.22386,0.123529,,0.199375,,,1.249,6.22E+11,-0.00426871,0.151536,0,0.291374,1.9228,0.223454
41881.95833,41881.97361,8/30/2014 23:00,8/30/2014 23:11,8/30/2014 23:22,,,,,4.40243,0.484708,,,,,14.9264,4.03927,,,,,13.3358,1.79499,,,,,7.1772,1.23563,,,,,21.2317,2.48282,,,,,6.85582,0.663629,,,,,46.0752,5.13077,,,,,0.250309,2.33682,,,,,2.13359,0.708853,,,,,74.4043,1.38619,,,,,28.5991,1.69843,,,,,37.4609,2.53483,,,,,6.53349,1.27017,,,,,1.74526,1.27017,,,,,37.6625,11.3876,,,,,0.0389926,0,,,,,3.34606,0.539583,,,,,2.45936,0.330192,,,,,95.6523,9.91442,,,,,41.2063,4.29695,,,,,175.836,18.2162,,,,,60.4663,6.25216,,,,,378.374,38.2553,,,,,0.469359,0.0497206,,,,,1.23026,0.593956,,,,,0.122706,0.059241,,,,,2.42093,0.408556,,,,,0.472401,0.330192,,,,,15.7264,2.28586,,,,,153.782,16.0244,,,,,1.22878,0.124025,,,,,2.99303,1.49E+12,,,,,2.85268,0.330192
41882.04167,41882.05694,8/31/2014 1:00,8/31/2014 1:11,8/31/2014 1:22,,,,,6.45663,0.710797,,,,,10.9076,2.95394,,,,,9.55384,1.47776,,,,,5.92439,1.05267,,,,,18.7383,2.28893,,,,,5.85283,0.565557,,,,,37.9343,4.35221,,,,,,,,,,,1.5787,0.537566,,,,,79.8297,1.45649,,,,,24.4164,1.60045,,,,,30.1429,2.04551,,,,,5.96367,1.23375,,,,,1.65219,1.23375,,,,,34.067,11.6249,,,,,0.0308872,0,,,,,4.19354,0.675085,,,,,2.46402,0.352239,,,,,87.6356,9.07973,,,,,38.2731,4.00179,,,,,166.325,17.2273,,,,,60.5112,6.25761,,,,,377.516,38.1685,,,,,0.448249,0.0474732,,,,,1.0502,0.555447,,,,,0.104747,0.0554002,,,,,1.93367,0.364273,,,,,0.532785,0.352239,,,,,12.7229,2.00217,,,,,151.044,15.7382,,,,,1.20398,0.121522,,,,,3.85108,1.92E+12,,,,,3.04708,0.352239
41882.08333,41882.09861,8/31/2014 2:00,8/31/2014 2:11,8/31/2014 2:22,-0.0442905,0.03,0,0.102013,3.40045,0.3755,0.103749,0.0647916,0.577224,0.392965,5.56366,1.50797,0.434208,0.179353,3.73814,1.70827,8.6091,1.68303,0.779127,0.18619,2.70765,0.931773,3.47524,0.860529,0.930399,0.245659,13.5943,4.13947,14.6112,2.21617,1.02638,,4.04735,,3.94333,0.376456,1.10626,,27.0552,,24.4565,3.81619,,,,,0,0.1,0,,0,,0.0906374,0.130425,0.992462,0.0323054,35.2117,1.52667,35.4791,1.01613,0.107761,,1.04515,,9.69877,1.0356,0.522136,0.0176138,17.3592,1.31414,33.2466,2.25315,,,,,4.11637,0.946993,,,,,0.938594,0.946993,0,0.502247,0,10.7259,21.3558,9.6194,1.01925,0,0.00957626,0,0.00939536,0,-0.135442,0.131422,0,0.314219,2.39092,0.385439,-0.00207566,0.135099,0,0.248899,1.84234,0.270847,0.805664,0.130424,89.5805,14.7557,111.188,11.1866,0.622174,0.111325,24.8689,3.71526,39.9709,3.98212,0.975159,0.13924,178.047,30.5743,182.582,18.3494,0.928861,0.133226,62.1254,10.3569,66.8835,6.70273,1.0022,0.154378,192.199,35.3772,191.778,19.3229,0.39898,0.0629885,0.237693,0.0284939,0.59575,0.0607634,,0.251389,,,1.45465,0.417526,,0.251389,,,0.145086,0.041644,0.654835,0.238553,1.91408,0.553855,2.92299,0.478704,-0.00207566,0.135099,0,0.0806849,0.597227,0.270847,0.091504,0.0241465,1.41387,0.176746,15.4515,1.89519,0.873196,0.125555,149.981,24.179,171.761,17.3688,0.837836,0.123022,0.948308,0.150903,1.13185,0.114242,,0.175715,,,1.53975,7.67E+11,-0.00207566,0.135099,0,0.315796,2.33751,0.270847
41882.125,41882.14028,8/31/2014 3:00,8/31/2014 3:11,8/31/2014 3:22,,,,,5.30396,0.583926,,,,,3.15189,0.861812,,,,,7.38176,1.40965,,,,,3.17963,0.766658,,,,,16.2588,2.15648,,,,,3.74685,0.362455,,,,,22.8963,3.54681,,,,,,,,,,,0.0703392,0.0809003,,,,,41.2933,1.17276,,,,,11.4823,1.63598,,,,,26.5672,1.80811,,,,,3.80326,1.08727,,,,,1.07762,1.08727,,,,,20.2388,12.2931,,,,,0.0113047,0,,,,,3.58818,0.578189,,,,,2.80246,0.370873,,,,,100.409,10.4097,,,,,37.6634,3.94376,,,,,162.985,16.8783,,,,,57.251,5.91793,,,,,215.63,21.797,,,,,0.373328,0.0395051,,,,,0.617103,0.51501,,,,,0.0615498,0.051367,,,,,2.17751,0.386628,,,,,0.537186,0.370873,,,,,7.18086,1.57832,,,,,139.7,14.5485,,,,,1.00603,0.101542,,,,,4.61034,2.30E+12,,,,,3.21021,0.370873
41882.16667,41882.18194,8/31/2014 4:00,8/31/2014 4:11,8/31/2014 4:22,,0.03,,,4.27664,0.46947,0.100073,0.179179,0.16041,0.290752,1.60293,0.45206,0.304773,0.187389,1.63679,1.04836,5.37053,0.963746,0.690847,0.205785,1.30221,0.527319,1.88495,0.517069,0.5466,0.179592,7.70762,2.72176,14.101,1.82474,0.536076,,1.38149,,2.57704,0.260886,0,0.608216,0,10.1731,16.7262,2.57422,,,,,,,,,,,0,0.1,0.974683,0.0410055,26.7229,1.73906,27.417,1.36127,0.0048061,,0.0285971,,5.95017,2.33277,0.591816,0.0235086,15.8921,1.25107,26.8531,1.8251,,,,,2.78089,1.08727,,,,,1.07762,1.08727,,,,,20.2388,15.2849,0.720382,0,0.00699394,0,0.00970865,0,,0.0709096,,,2.77847,0.449847,0.0101213,0.0858371,0.0351223,0.00341575,3.47014,0.271652,0.838206,0.135807,79.9757,13.8188,95.4129,10.1926,0.598953,0.110716,19.9818,3.13538,33.3611,3.70946,1.00335,0.143397,160.641,28.7159,160.105,17.0884,1.05575,0.151366,59.0185,10.93,55.9018,5.96494,1.05649,0.167117,145.594,27.3547,137.81,13.9716,0.489334,0.0827217,0.170237,0.0234096,0.347896,0.0382157,0.184196,0.0260492,0.185529,0.115076,1.00724,0.624198,0.184196,0.0260492,0.0185046,0.0114777,0.100462,0.0622574,0.771578,0.29854,1.78829,0.606748,2.3177,0.37366,0.0101213,0.0858371,0.00639462,0.00341575,0.631799,0.271652,0.157925,0.0505873,1.09341,0.326505,6.9236,2.03759,0.970911,0.139421,133.035,23.4043,137.021,14.7015,0.832901,0.122469,0.820661,0.130241,0.985304,0.0994505,0,0.054691,0,0.172876,3.16096,1.57E+12,0.0101213,0.0858371,0.0236116,0.00341575,2.33287,0.271652
41882.20833,41882.22361,8/31/2014 5:00,8/31/2014 5:11,8/31/2014 5:22,,,,,3.64937,0.401809,,,,,1.72234,0.480493,,,,,3.92003,1.34859,,,,,1.37467,0.708606,,,,,12.5395,2.0137,,,,,2.03284,0.215564,,,,,11.1408,3.19006,,,,,0,0.1,,,,,0,0.1,,,,,24.9872,1.21243,,,,,6.26867,2.43101,,,,,25.3807,1.72964,,,,,2.42709,1.08727,,,,,1.07762,1.08727,,,,,15.4625,11.6777,,,,,0.00553432,0,,,,,2.84573,0.459172,,,,,3.11579,0.272765,,,,,99.152,10.2817,,,,,33.4422,3.53279,,,,,155.092,16.0674,,,,,56.156,5.8104,,,,,126.558,12.7894,,,,,0.468774,0.0496542,,,,,0.936801,0.54694,,,,,0.0934363,0.0545517,,,,,2.45459,0.412473,,,,,0.577346,0.272765,,,,,7.59298,1.63616,,,,,137.512,14.3224,,,,,0.899085,0.0907481,,,,,3.14914,1.57E+12,,,,,2.35026,0.272765
41882.29167,41882.30694,8/31/2014 7:00,8/31/2014 7:11,8/31/2014 7:22,,,,,3.16223,0.348218,,,,,17.1979,4.6529,,,,,8.56673,1.38314,,,,,6.1006,1.07381,,,,,40.5792,4.12256,,,,,14.5639,1.43682,,,,,53.8294,5.78879,,,,,3.78175,34.5499,,,,,1.91222,0.640512,,,,,81.8295,1.48161,,,,,49.6187,1.80252,,,,,29.2482,1.98596,,,,,5.27943,1.29656,,,,,1.81041,1.29656,,,,,24.1665,11.6908,,,,,0.0117835,0,,,,,3.10868,0.501456,,,,,2.93668,0.335286,,,,,104.021,10.7853,,,,,36.2155,3.79607,,,,,152.123,15.7513,,,,,56.5066,5.84189,,,,,366.097,37.0136,,,,,0.545755,0.0578519,,,,,1.35852,0.579093,,,,,0.135498,0.0577586,,,,,3.52233,0.525697,,,,,1.24596,0.335286,,,,,16.2169,2.35119,,,,,142.24,14.8161,,,,,1.03839,0.104809,,,,,1.65065,8.22E+11,,,,,2.89692,0.335286
41882.33333,41882.34861,8/31/2014 8:00,8/31/2014 8:11,8/31/2014 8:22,-0.125239,0.0640011,0,0.0634188,0.990902,0.109526,0.021216,0.0840513,0.0762586,0.302824,3.59438,0.97734,0.194826,0.177875,0.894429,0.854899,4.5909,1.29855,0.752962,0.25377,0.810306,0.552614,1.07616,0.638036,1.52355,0.496487,13.2998,5.1664,8.72945,1.84572,,,,,1.09416,0.148329,,,,,4.06025,2.96418,,,,,0,0.1,,,,,0,0.1,1.24263,0.141083,10.3662,1.84591,8.34215,1.14438,0,,0,,3.15649,1.10143,0.288584,0.0151926,10.1744,0.872666,35.2562,2.38732,,,,,2.24237,0.773985,,,,,0.767121,0.773985,,,,,13.7916,10.4158,,,,,0,0,,0.173631,,,1.81408,0.292984,,0.207928,,,1.33266,0.176106,0.815167,0.132091,82.8135,13.7461,101.591,10.2119,0.589657,0.10859,20.2896,2.99074,34.4091,3.42985,0.898222,0.128495,139.877,22.8064,155.727,15.6294,0.941324,0.135112,49.6459,8.34484,52.7405,5.27356,1.17053,0.223899,50.3456,10.8814,43.011,4.32808,0.236942,0.0373572,0.198836,0.0216224,0.839174,0.0857022,,0.631557,,,0.654837,0.357492,,0.631557,,,0.0653133,0.0356562,0.358259,0.165802,1.63534,0.362253,4.56469,0.670541,,0.207928,,,0.736197,0.176106,0.0434813,0.015731,1.19474,0.139222,27.4772,3.17257,0.930032,0.133586,112.052,18.7599,120.481,12.1591,0.772634,0.113882,0.725357,0.11038,0.938811,0.0947578,,0.352481,,,0.753494,3.75E+11,,0.207928,,,1.50778,0.176106
