PMF_factor_1,PMF_factor_2,PMF_factor_3,PMF_factor_4,PMF_factor_5,PMF_factor_6,PMF_total,time_start,time_end,time_start_num
1.1552435,4.1234431,1.4527128,0.42608151,0.42272383,0.38963491,7.969839662,44:01.4,47:01.4,41920.66
0.98587745,3.8695955,1.7193811,1.04345,0.27448183,0.36247611,8.255262017,52:01.4,55:01.4,41920.66
1.0905269,4.0495405,1.5246893,0.89539176,0.29970875,0.36576813,8.225625426,00:01.2,03:01.3,41920.67
0.92215168,3.4077544,1.6395534,1.7537509,0.058957051,0.25906196,8.041229468,08:01.2,11:01.4,41920.67
1.0988904,3.7588995,1.5727501,0.72447556,0.30039385,0.3213098,7.776719183,16:01.4,19:01.6,41920.68
1.0358192,3.7072356,1.310831,1.1204476,0.20109048,0.28308228,7.658506095,24:01.3,27:01.6,41920.68
0.8881464,3.470022,1.191699,1.8116074,1.08E-06,0.2366244,7.598100234,32:01.3,35:01.7,41920.69
0.92621696,3.4487164,1.3863617,2.1619644,0.46571547,0.37394366,8.762918621,40:01.3,43:01.7,41920.69
0.85107625,3.4281974,1.4177722,2.0527408,0.16334352,0.23491137,8.148041502,48:01.4,51:01.7,41920.70
1.1204561,3.6148684,1.2970138,1.1524891,0.22269188,0.29678634,7.704305544,56:01.2,59:01.1,41920.71
1.1012586,3.362396,1.2581614,1.6696614,0.023923162,0.20609856,7.621499185,04:01.5,07:01.0,41920.71
1.2327775,3.5977068,1.194756,0.90025479,0.28057092,0.38965088,7.595716894,20:01.2,23:01.1,41920.72
1.0113511,3.4145162,1.1755984,2.1304307,0.14934209,0.26408094,8.145319432,28:01.2,31:01.2,41920.73
1.0215867,3.6311255,1.1000838,1.9488524,1.44E-07,0.23285766,7.934506158,36:01.2,39:01.2,41920.73
1.3232709,3.6707623,1.4065396,0.84932584,0.39072302,0.47621876,8.116840392,44:01.2,47:01.2,41920.74
1.0778396,3.3606267,1.3465387,1.8906399,0.43967155,0.4059692,8.521285623,52:01.2,55:01.2,41920.74
1.2187765,3.521332,1.2737865,1.0792594,0.47551003,0.45880824,8.027472705,00:01.2,03:01.2,41920.75
1.0558989,3.3807836,1.2074629,1.180576,0.22293091,0.39694193,7.444594175,08:01.2,11:01.3,41920.76
1.1432503,3.7361915,0.8488465,1.3975601,0.10926628,0.41635457,7.65146932,16:01.3,19:01.3,41920.76
1.0503403,3.2626116,1.1628938,2.1101952,0.016825262,0.33524379,7.938109908,24:01.1,27:01.7,41920.77
1.2974051,3.7028258,1.1337453,1.1416711,0.30303586,0.37738788,7.956071019,32:01.8,35:01.8,41920.77
1.3367869,3.41611,1.3268415,0.92878544,0.27456912,0.5284707,7.811563641,40:01.4,43:01.1,41920.78
1.1965841,3.7393901,1.1805271,0.89420617,0.29659843,0.51685059,7.824156523,48:01.2,51:01.4,41920.78
0.95884019,3.0531785,1.3294183,2.3584614,5.90E-07,0.43533069,8.135229701,56:01.0,59:01.2,41920.79
0.69775301,2.7771602,1.2825496,2.6674387,0.030315643,0.50266469,7.957881873,44:01.3,47:01.5,41920.82
0.9032712,2.8682399,1.2055799,1.6878358,0.24345443,0.57890618,7.487287372,52:01.3,55:01.1,41920.83
1.0644923,3.2374465,1.1623243,1.8197199,0.45862865,0.78583968,8.528451443,00:01.4,03:01.2,41920.83
1.0641431,3.1045051,1.4419693,2.0871882,0.38488504,0.85189462,8.934585303,08:01.2,11:01.1,41920.84
0.87820941,2.9826698,1.2201667,2.7012787,0.20215443,0.66243732,8.64691636,16:01.1,10/8/2014 20:19,41920.84
0.98125476,3.1399486,1.0100473,2.3641942,0.26421601,0.61984503,8.379505873,24:01.2,27:01.1,41920.85
0.7331934,2.562767,0.81894875,3.2458487,0.38259345,0.91976935,8.663120627,32:01.5,35:01.0,41920.86
0.96409559,2.7841427,1.2032553,2.6347699,0.54987383,0.88891941,9.025056779,40:01.1,43:01.1,41920.86
0.71294802,2.7221527,1.2460541,3.1633615,0.45483688,0.68297386,8.982327074,48:01.3,51:01.2,41920.87
1.005627,3.1078658,1.1074893,2.1295099,0.4598577,0.60870141,8.41905123,56:01.1,59:01.1,41920.87
0.97393012,2.8810613,1.1018682,2.6407127,0.36648315,0.55854028,8.522595763,04:01.2,07:01.2,41920.88
1.0432597,3.1637514,1.2255169,2.0044305,0.39279005,0.54168612,8.371434718,12:01.6,15:01.1,41920.88
1.1329812,3.2502413,1.073295,1.9083158,0.35754013,0.51198459,8.234357953,20:01.5,23:01.0,41920.89
1.3039566,3.3117158,1.0980608,1.246006,0.51760757,0.4888126,7.966159493,28:01.5,31:01.1,41920.89
0.84285057,2.7782743,1.0589793,2.5785801,0.15544315,0.46552885,7.87965627,36:01.5,39:01.1,41920.90
1.0956559,2.96843,1.0539654,1.3926657,0.42829466,0.51757514,7.456586957,44:01.4,47:01.0,41920.91
0.97795504,3.0901885,0.94157076,1.88243,0.39285085,0.55782926,7.84282437,52:01.4,55:01.0,41920.91
0.94874245,2.8922398,0.85669273,2.5215659,0.18602332,0.39035144,7.795615673,00:01.4,03:01.1,41920.92
0.93672693,2.8858135,0.85902512,2.134295,0.21129279,0.42959628,7.456749573,08:01.4,11:01.1,41920.92
1.3213856,2.7240157,0.96581417,2.1463516,1.047772,1.4953815,9.700720608,16:01.4,19:01.0,41920.93
1.2334378,3.0591359,0.55746627,2.322227,1.0818793,1.5396799,9.793826103,24:01.3,27:01.1,41920.93
1.1389555,3.0046573,0.89051211,1.7855014,0.64243412,0.88508368,8.347144008,32:01.3,35:01.1,41920.94
1.1655011,3.1828601,0.94080085,1.3645442,0.55377245,0.61795539,7.825434089,40:01.3,43:01.1,41920.94
1.2409843,2.992723,0.82833546,1.3670099,0.46538043,0.61928684,7.513719916,48:01.2,51:01.0,41920.95
1.3366967,3.0293815,1.2006145,1.2530912,0.9870941,0.81107002,8.617948055,56:01.2,59:01.0,41920.96
0.7954514,2.2944038,0.89113051,3.2345014,0.31047058,0.35402641,7.879984051,04:01.2,07:01.1,41920.96
1.2012451,3.2277315,0.85853791,1.3763355,0.76343715,0.53078985,7.958076954,12:01.1,15:01.5,41920.97
1.2353014,2.6012928,0.93321019,2.1580186,0.96590102,0.50269502,8.396419048,20:01.2,23:01.1,41920.97
0.99723166,2.6098027,0.96370643,2.3352184,0.60080129,0.5389303,8.045690835,28:01.2,31:01.1,41920.98
0.90379697,2.7039502,0.82696301,2.1615028,0.63663656,0.46376616,7.696615696,36:01.1,39:01.0,41920.98
1.0869097,2.4168072,1.0521724,2.9764583,1.6436415,0.57348901,9.749478042,44:01.1,47:01.1,41920.99
0.94420016,2.2785714,0.87714159,3.0374084,1.5634199,0.57725483,9.277996242,16:01.1,19:01.1,41921.01
0.96666616,2.1120844,0.93412101,3.2992473,1.7478757,0.61946785,9.679462373,24:01.5,27:01.0,41921.02
1.1235969,2.3675272,0.99592811,2.4872143,1.9573028,0.69094044,9.622509837,32:01.5,35:01.1,41921.02
0.79362088,2.1554687,0.8623817,3.4257228,1.6958357,0.50174457,9.434774399,40:01.5,43:01.1,41921.03
0.91800487,1.8200587,1.0179095,3.6023769,1.5714058,0.53201681,9.461772621,48:01.4,51:01.0,41921.03
1.0288599,2.5660315,0.96855485,2.8076172,1.7421229,0.5976994,9.710885644,56:01.4,59:01.0,41921.04
1.0461924,2.3542213,0.81750768,2.885,1.5059415,0.50344527,9.112308204,04:01.4,07:01.0,41921.04
0.81419426,2.2672014,0.89942497,3.3682473,1.6215985,0.4958587,9.466525108,12:01.4,15:01.0,41921.05
0.81272346,2.3673043,0.52787888,3.3303413,1.189698,0.44442871,8.672374696,20:01.4,23:01.0,41921.06
0.95939487,2.4935956,0.59132469,2.5208371,1.2500699,0.53181654,8.347038627,28:01.4,31:01.1,41921.06
1.0249021,2.4555871,0.58310503,2.1413827,1.3177636,0.53547204,8.058212578,36:01.3,39:01.1,41921.07
0.96803147,2.2949822,0.43955404,2.2338426,1.2614138,0.53141683,7.729240954,44:01.3,47:01.1,41921.07
0.84799039,2.1851566,0.41458696,2.7678704,1.1291,0.45923966,7.803943992,52:01.2,55:01.0,41921.08
0.94179565,2.282232,0.45630518,2.4066029,1.2487123,0.46048254,7.796130568,00:01.2,03:01.0,41921.08
0.92093414,2.31673,0.57595414,2.91011,1.3857819,0.52369142,8.633201599,08:01.2,11:01.0,41921.09
1.0966772,2.2092309,0.92479843,2.133342,1.5273896,0.71280366,8.604241848,16:01.2,19:01.0,41921.09
0.89830494,2.3047552,0.60280907,2.3816555,1.2303538,0.47756016,7.895438671,24:01.1,27:01.0,41921.10
1.0990611,2.3500013,0.6083557,1.5671458,1.3396556,0.5572437,7.521463335,32:01.5,35:01.2,41921.11
1.0974776,2.8174772,0.59055483,1.5707142,1.3931776,0.65833241,8.127733886,40:01.1,43:01.0,41921.11
0.94235069,2.4661529,0.49312472,2.3428085,1.2551527,0.6171726,8.116762102,48:01.1,51:01.0,41921.12
1.0043095,2.2903609,0.57595199,2.4219649,1.0747269,0.51991349,7.887227774,56:01.1,59:01.0,41921.12
0.95909333,2.35145,0.58977115,2.3029556,1.09136,0.50833315,7.802963197,04:01.1,07:01.1,41921.13
1.2016495,2.4977052,0.55526817,1.6669085,1.2218877,0.53151047,7.674929619,12:01.4,15:01.0,41921.13
1.0124393,2.3292301,0.57027411,2.230073,1.1798407,0.52691358,7.848770678,20:01.2,23:00.9,41921.14
1.2684052,2.7212901,0.61893386,1.2634804,1.3612899,0.57535344,7.808752894,28:01.1,31:01.1,41921.14
0.8120153,2.2628529,0.63022846,2.6389315,1.0686512,0.49806502,7.910744399,36:01.5,39:01.0,41921.15
1.0261341,2.6095939,0.47817463,2.0494261,1.3734289,0.5527873,8.089544952,44:01.3,47:00.9,41921.16
1.0981772,2.4919329,0.57926112,1.5790499,1.2600939,0.63246614,7.640981197,52:01.4,55:01.2,41921.16
1.1353779,2.5554171,0.7561056,1.5907757,1.4337957,0.61229432,8.083766282,00:01.3,03:01.2,41921.17
1.2337928,2.7400544,0.6172297,1.3814107,1.5237486,0.61228901,8.108525217,08:01.3,11:01.3,41921.17
0.93416357,2.3711386,0.39121386,2.4600999,1.1432983,0.5753687,7.875282913,16:01.3,19:01.3,41921.18
0.83901727,2.2073429,0.47069958,3.0280328,1.156693,0.56900746,8.270792931,24:01.7,27:01.2,41921.18
0.95113575,2.3824487,0.53992599,2.523977,1.0975002,0.50438845,7.999376118,32:01.6,35:01.2,41921.19
1.003592,2.4001329,0.48054072,2.0919743,1.2382959,0.65948611,7.874021918,40:01.7,43:01.2,41921.19
1.0828549,2.3880699,0.48928413,1.5756344,1.3527821,0.70432639,7.592951745,48:01.3,51:01.3,41921.20
0.85960883,2.1002998,0.48535627,1.9894342,1.161885,0.61309701,7.209681213,56:01.7,59:01.2,41921.21
1.2817394,2.3679357,0.66214812,1.9013771,1.9375257,0.90365016,9.054376125,04:01.3,07:01.0,41921.21
1.0716056,2.3382459,0.49141586,2.1466341,1.4836429,0.70282197,8.234366298,12:01.1,15:00.9,41921.22
0.96795261,2.3133829,0.50208455,1.8539585,1.2267257,0.58785886,7.451963067,20:01.6,23:01.2,41921.22
0.99172074,2.0200229,0.70554602,2.3087285,1.1261271,0.55228299,7.704428196,28:01.7,31:01.3,41921.23
1.1480414,2.3286128,0.702169,1.5494614,1.3750511,0.62247854,7.725814223,36:01.4,39:01.2,41921.23
1.0330999,2.3589842,0.46648327,2.31499,1.2314843,0.51053083,7.915572554,44:01.6,47:01.2,41921.24
0.8158614,2.0915799,0.54789144,2.3357787,1.0497173,0.40107685,7.24190563,52:01.6,55:01.2,41921.24
0.96503234,1.9123499,0.87661427,1.8011229,1.1042674,0.4487417,7.108128518,00:01.6,03:01.2,41921.25
0.97592312,2.1278927,0.71154588,1.9672886,1.0904179,0.41870615,7.291774362,08:01.5,11:01.2,41921.26
1.2215219,2.3922243,0.650823,1.1605169,1.3554192,0.46003699,7.240542173,16:01.6,19:01.3,41921.26
1.0390513,2.2398443,0.74316102,1.6855328,1.2084079,0.51893759,7.434934914,24:01.5,27:01.3,41921.27
1.0486785,2.2469895,0.74360907,1.4456991,1.0897347,0.3956767,6.970387548,32:01.3,35:01.1,41921.27
0.98238057,2.3372643,0.72602415,1.71755,1.0919943,0.39706498,7.252278328,40:01.5,43:01.2,41921.28
1.0890985,2.0758142,0.93924469,1.6290314,1.0399768,0.4460437,7.219209343,48:01.4,51:01.2,41921.28
0.8569681,2.3093317,0.61403704,1.7954241,0.89753008,0.36957657,6.842867553,56:01.4,59:01.2,41921.29
0.81207556,1.9344699,0.62290227,2.5629942,0.71764863,0.24054885,6.890639484,04:01.3,07:01.2,41921.29
0.99343324,2.1188686,0.82975411,1.6604829,0.88996786,0.33787173,6.830378413,12:01.3,15:01.2,41921.30
0.7460686,2.0864387,0.74756658,2.2175858,0.79642689,0.28191558,6.876002103,20:01.4,23:01.0,41921.31
0.90965748,2.2048347,0.81414211,1.750252,0.85210347,0.49497089,7.025960654,28:01.4,31:01.0,41921.31
0.85389847,2.2770014,0.95075005,1.9906728,0.74614882,0.30481228,7.123283833,36:01.3,39:01.0,41921.32
0.8422007,2.2119687,0.94982368,2.1659901,0.70970201,0.324844,7.204529166,44:01.3,47:01.0,41921.32
0.79891282,2.391077,1.1218495,2.0799286,0.82270825,0.36829701,7.582773298,52:00.9,55:00.8,41921.33
1.0331486,2.53528,1.1008741,1.7326372,0.86213017,0.39942583,7.663495868,00:01.3,03:01.0,41921.33
0.88839453,2.630929,1.2714534,1.866873,0.77146703,0.48125353,7.910370499,08:01.4,11:01.0,41921.34
0.97352552,2.7786181,1.2024269,1.7170906,0.63785964,0.41386691,7.723387688,16:01.3,19:01.0,41921.34
0.91391069,2.8082647,1.26691,1.9294251,0.51192659,0.35833728,7.788774371,24:01.2,27:00.9,41921.35
0.9840064,2.8860028,1.3681111,1.87818,0.43130824,0.28809184,7.835700423,32:01.4,35:01.1,41921.36
1.1088887,3.142731,1.4850494,1.4048076,0.54208452,0.35469371,8.038254857,40:01.0,43:00.9,41921.36
1.3489439,3.3561628,1.8862493,1.0599065,0.62200093,0.34780654,8.621069998,48:01.2,51:01.0,41921.37
1.189729,3.417093,1.7750539,1.6385499,0.58551866,0.33299971,8.938944161,56:01.3,59:00.8,41921.37
1.0558811,3.4734681,1.8978442,1.9517336,0.53949261,0.37056622,9.288985819,04:01.2,07:01.0,41921.38
1.3110121,3.0649107,3.2146959,0.89444852,0.44665769,0.19732846,9.129053399,17:10.3,19:00.4,41921.43
1.1803348,3.3257308,3.0737917,1.137508,0.41754013,0.2023845,9.337290019,25:10.4,27:00.6,41921.43
1.224417,3.428843,2.818151,1.2558459,0.45471931,0.23814161,9.42011781,33:10.0,35:00.2,41921.44
1.4505094,3.6991708,2.9439082,0.58534032,0.66281271,0.24794753,9.589689031,41:11.0,43:01.1,41921.45
1.2399852,3.5818737,2.7301407,1.45164,0.34932733,0.11983554,9.472802445,49:10.2,51:00.7,41921.45
1.3262448,3.2484446,3.0804858,1.4840859,0.28553796,0.11426864,9.539067723,57:10.3,59:00.4,41921.46
1.3668066,3.5576913,2.9562876,1.185207,0.4370133,0.15759575,9.660601646,05:10.6,07:00.4,41921.46
1.1341687,3.3622973,3.1295028,2.1626196,0.17303398,0.045808714,10.0074311,13:11.3,15:00.8,41921.47
1.1961436,3.7815456,3.1062937,1.7775147,0.27754888,0.18833959,10.32738611,45:10.8,47:00.3,41921.49
1.2046964,4.2641616,2.6638801,2.29354,0.12835205,0.070809387,10.62543955,53:10.9,55:00.6,41921.50
1.384457,4.1732478,3.0692058,1.4537797,0.36218444,0.12579875,10.56867345,01:10.6,03:00.3,41921.50
1.3221935,3.8861966,2.9867463,1.6492229,0.33662751,0.18326393,10.36425072,09:10.6,11:00.3,41921.51
1.3542513,4.0094438,2.8779333,1.5540903,0.31045988,0.12314641,10.22932485,17:10.7,19:00.6,41921.51
1.3934933,3.8231449,3.0822964,1.8028297,0.263576,0.090806901,10.45614722,25:10.6,27:00.5,41921.52
1.101521,4.1958599,3.3699629,2.1000428,0.33623257,0.27351487,11.37713411,33:10.6,35:00.5,41921.52
1.1652933,4.4777961,3.6071827,2.0389285,0.4292503,0.30857858,12.02702954,41:10.7,43:01.2,41921.53
1.0373793,4.507607,3.7086573,2.07391,0.42559585,0.25908184,12.0122312,49:10.0,50:59.7,41921.53
0.99872762,4.4718857,3.3888242,2.8906486,0.19582529,0.14042789,12.08633931,57:11.2,59:01.5,41921.54
0.68756062,4.2011452,3.5713043,3.5061479,0.00493706,0.1211961,12.09229113,05:10.1,07:00.4,41921.55
1.0461192,4.7111201,3.51284,2.8391728,0.29744914,0.24817829,12.65487964,13:11.1,15:01.4,41921.55
1.1136212,5.1194334,3.3540008,2.1679826,0.37674114,0.26940018,12.40117934,21:10.4,23:00.6,41921.56
0.96881741,4.7871943,3.7049301,3.5506971,0.24554187,0.28485712,13.54203781,29:10.8,31:00.7,41921.56
1.4624466,5.5739102,3.7546146,1.5543848,0.79927313,0.31715548,13.46178484,45:11.2,47:00.6,41921.57
1.0730269,4.7151713,5.0983901,3.5573087,0.94146562,0.41355652,15.79891914,17:10.9,19:00.5,41921.60
0.92407429,4.9658899,4.3291612,4.7694745,0.99916881,0.60621071,16.59397942,25:10.9,27:00.6,41921.60
1.0609695,4.8106875,4.538023,3.4831448,1.1763721,0.84681052,15.91600734,33:10.0,35:00.5,41921.61
1.7240998,4.7727947,4.2905898,0.79969978,1.1019619,2.7455049,15.43465078,41:11.0,43:01.3,41921.61
1.2481694,5.3533001,4.2697659,2.4392343,0.66804296,0.86624902,14.84476161,49:10.6,51:00.8,41921.62
0.91497725,5.2349758,4.2006831,3.4222286,0.62112367,0.205878,14.59986643,57:10.6,59:00.5,41921.62
1.1529758,5.2912741,3.9468415,2.4947042,0.629875,0.84427065,14.35994124,05:10.5,07:00.4,41921.63
1.3569109,4.8814468,4.241827,2.2573099,0.70814675,1.8746901,15.32033151,13:10.7,15:01.1,41921.63
0.79246408,5.2651529,4.1677141,3.7454669,0.29884014,0.36248913,14.63212734,21:11.2,23:01.4,41921.64
1.0945135,5.3134356,4.4162059,4.3992214,2.2437773,1.1579586,18.6251123,29:10.4,31:01.0,41921.65
0.63206828,4.6692743,4.2326241,5.3344111,1.3780921,0.87195057,17.11842042,37:11.2,39:01.4,41921.65
0.72194958,4.5342798,4.6181684,5.7710643,2.2160985,1.0094341,18.87099469,09:10.8,11:01.2,41921.67
0.76371169,4.9574485,4.4988956,5.2510843,2.49933,0.82261866,18.79308885,17:10.8,19:01.2,41921.68
0.67234629,4.7932243,4.5029645,6.2815857,3.1218529,1.066384,20.43835765,25:10.6,27:01.1,41921.68
0.77961189,4.947947,4.4468641,5.110076,2.1436229,0.97781384,18.4059357,33:10.4,35:00.8,41921.69
0.97599113,4.97437,4.0353112,3.7930086,0.90907055,0.87596571,15.56371719,41:11.0,43:01.1,41921.70
0.95525062,4.9943714,4.4034915,3.6274769,0.90605432,0.63838696,15.52503175,49:10.5,51:00.0,41921.70
0.72609967,5.0576072,4.0728812,3.7715831,0.64443046,1.4690701,15.74167168,57:10.7,59:00.9,41921.71
1.0378505,5.1863513,4.7224741,2.7693715,0.72576874,0.6718924,15.11370856,05:10.1,07:00.8,41921.71
1.0401957,5.2624002,4.0932746,3.1806343,0.39614072,0.42406341,14.39670885,13:10.6,15:00.9,41921.72
1.0236534,5.0859985,4.21664,3.3209729,0.36039859,0.24010386,14.24776728,21:11.2,23:00.7,41921.72
0.85571647,5.0710816,4.2227216,3.6360528,0.41647297,0.28006884,14.48211434,29:11.2,31:00.7,41921.73
1.1770899,5.0712399,4.6854,3.0165341,0.92279613,0.43776402,15.31082413,37:11.1,39:00.6,41921.73
0.66829497,3.2702756,4.1737156,4.6156998,0.52937245,0.489436,13.74679437,45:11.0,47:00.6,41921.74
1.1284168,2.9155486,4.6186972,3.2982244,1.0054787,0.54765517,13.51402086,53:11.0,55:00.7,41921.75
0.8285796,2.3874571,4.4237385,5.1814241,1.2449483,0.72759694,14.79374456,01:11.1,03:01.3,41921.75
0.76732039,2.4519386,4.7993846,5.3899856,1.4715786,0.83211559,15.71232337,09:10.6,11:00.2,41921.76
1.3495367,3.2299855,4.6639528,2.4291558,1.4856858,0.71726125,13.87557787,17:11.0,19:01.2,41921.76
0.88823444,2.8120556,4.4557128,3.70643,1.3207004,0.66395444,13.84708762,25:10.5,27:00.2,41921.77
0.72461152,2.6247115,4.3934197,5.349894,1.6084086,0.66387945,15.36492485,33:10.7,35:00.5,41921.77
1.2912143,3.43999,4.7146001,2.58671,2.1982358,0.88562602,15.11637622,41:10.3,43:00.1,41921.78
1.1797783,3.1514685,4.5393043,2.9294243,1.51342,0.86923176,14.18262714,49:10.5,51:00.5,41921.78
0.85576791,2.3644285,4.58042,5.5181141,2.1977344,1.2756588,16.79212373,21:11.0,23:00.8,41921.81
0.81035143,2.5294943,4.4289489,5.1748185,1.9478886,1.2793754,16.17087716,29:10.6,31:00.3,41921.81
1.2067668,2.651293,4.2619414,3.8365343,2.18576,1.3636756,15.50597119,37:10.6,39:00.3,41921.82
1.0435288,2.7000272,4.2773986,4.0188174,2.0137029,1.2562674,15.30974233,45:10.7,47:00.7,41921.82
0.92410678,2.8102858,4.1811099,4.2245631,1.818657,0.98871768,14.94744033,53:10.7,55:00.6,41921.83
1.1429209,2.9999828,4.3574729,3.4995315,1.9994671,1.0146482,15.01402342,01:10.2,03:00.0,41921.83
0.60077214,2.2037127,4.2098498,4.5238299,2.2077813,1.1535118,14.89945769,17:08.2,18:58.4,41921.85
0.64904696,2.50934,3.9727983,5.1436658,2.0165572,1.0375242,15.32893258,25:10.5,27:00.6,41921.85
0.56034154,2.4358084,4.1859441,5.1571684,1.2061065,1.1727378,14.71810681,45:10.8,47:00.5,41921.91
0.71275485,2.5813985,3.8420799,4.4071145,1.1999327,0.89845991,13.64174032,53:10.8,55:00.5,41921.91
0.67295825,2.7360942,4.1241016,4.5555773,1.228014,0.8414892,14.1582346,01:10.8,03:00.7,41921.92
0.77753127,2.8760073,4.1844659,4.3244715,1.4190506,0.92589259,14.50741911,09:10.5,11:00.3,41921.92
0.66824353,2.9511657,4.1179085,4.7053986,1.2740053,0.81961507,14.5363366,17:10.7,19:00.7,41921.93
0.97526389,3.4114885,4.00421,3.22557,1.5003928,0.90997034,14.02689552,57:11.0,59:00.9,41921.96
0.91289556,3.3856456,3.8160412,3.7415912,1.2384034,0.78083754,13.87541461,05:10.8,07:00.6,41921.96
1.0661589,4.0594001,3.3508899,2.6171029,1.4710171,0.87669647,13.44126534,13:10.9,15:00.9,41921.97
0.41475016,3.2167759,3.2244158,4.9928327,0.81114358,0.55544132,13.21535939,21:10.5,23:00.4,41921.97
0.87324923,3.4163499,3.42398,3.4384284,1.1653329,0.70682555,13.02416599,29:11.0,31:01.0,41921.98
0.94763774,3.4943428,3.6529772,3.1270702,1.4124836,0.75544798,13.38995951,37:10.5,39:00.4,41921.98
0.73649055,3.1489244,3.6251371,3.7648385,1.1003705,0.67316741,13.04892838,45:10.4,47:00.4,41921.99
0.73966599,3.30496,3.3238928,3.685627,1.2224526,0.85785443,13.13445288,53:10.4,55:00.5,41922.00
0.66118187,3.1904831,3.6468244,4.0871983,1.0665088,0.6219309,13.27412724,01:10.3,03:00.4,41922.00
0.72088218,3.2017772,3.2508285,3.9758713,1.1765801,0.68031645,13.00625575,09:10.3,11:00.4,41922.01
0.75323874,3.2432685,3.4296329,3.8039801,1.1386018,0.65351087,13.02223289,17:10.8,19:00.6,41922.01
1.0277039,3.3758943,3.5906229,2.8117957,1.3508188,0.82222319,12.97905874,25:10.8,27:00.6,41922.02
0.7960757,3.4822013,3.3579142,3.6555431,1.2013054,0.66616768,13.1592074,33:10.7,35:00.6,41922.02
0.98250395,3.6038828,3.5251856,2.8842528,1.4728229,0.65710545,13.12575346,41:10.6,43:00.6,41922.03
0.86712617,3.2708614,3.5281684,3.3623743,1.1703404,0.54042125,12.73929197,49:10.6,51:00.6,41922.03
0.87912416,3.1029942,3.4860871,3.3970485,1.1068795,0.62437272,12.59650612,57:10.5,59:00.6,41922.04
0.77452534,3.3879998,3.4714255,3.0623572,1.2841021,0.57877988,12.5591898,05:10.5,07:00.5,41922.05
0.73887014,3.259213,3.5213516,3.4863856,1.269232,0.55925214,12.83430445,13:10.5,15:00.6,41922.05
0.57522988,3.0051241,3.2980285,3.9652345,0.8739596,0.42147955,12.13905612,21:10.9,23:00.5,41922.06
0.97249603,3.1500173,3.4883316,2.9192498,1.2060266,0.59170115,12.32782233,29:10.9,31:00.7,41922.06
0.7375924,3.3381388,3.1726558,3.6528387,1.1156083,0.69820011,12.71503419,37:10.8,39:00.7,41922.07
0.94214773,3.7011328,3.5160384,2.9098613,1.3714494,0.65181202,13.09244162,45:10.8,47:00.7,41922.07
1.076649,3.6924341,3.3042815,2.1502585,1.5095471,0.69929057,12.43246073,53:10.8,55:00.8,41922.08
0.76382482,3.6074328,2.8443673,3.3376315,1.1107591,0.58180958,12.24582511,01:10.4,03:00.3,41922.08
0.78970188,2.9045701,3.5844057,3.5565972,1.0406656,0.53979915,12.41573966,09:10.4,11:00.3,41922.09
0.78972018,3.3254099,3.1363299,3.6969757,0.96752518,0.49311218,12.40907302,17:10.4,19:00.3,41922.10
0.57025558,3.0164943,3.3216546,4.2019601,0.91306084,0.50979644,12.53322178,25:10.2,27:00.3,41922.10
1.225945,3.5810699,3.8560114,2.0379829,1.2854973,0.70174402,12.6882506,33:10.2,35:00.3,41922.11
1.0401652,3.657373,3.3004856,2.6198914,1.1196543,0.54609901,12.28366846,41:10.6,43:00.2,41922.11
0.87041086,3.7010028,2.9774628,3.1939986,1.0541581,0.6088897,12.40592283,49:10.7,51:00.5,41922.12
0.57620627,3.1015301,3.006917,4.4045458,0.7298559,0.48785341,12.30690843,57:11.0,59:00.9,41922.12
1.2295426,4.0202627,3.098767,2.6495256,1.2459997,0.60994202,12.85403973,05:10.6,07:00.5,41922.13
1.0727764,3.7091444,3.4662185,2.439877,1.2558227,0.63025928,12.57409823,13:10.6,15:00.5,41922.13
1.1304723,3.8414857,3.2994413,1.8528886,1.2903504,0.64054644,12.05518484,21:10.5,23:00.5,41922.14
1.0775362,3.758707,3.1827416,2.7084529,1.1064451,0.53006554,12.36394846,29:10.5,31:00.5,41922.15
0.59662914,3.15295,3.2599845,4.0320344,0.69596559,0.56527984,12.30284351,37:10.4,39:00.4,41922.15
0.90297318,3.4137743,3.1290243,3.2407744,0.97337657,0.58203614,12.2419588,45:10.4,47:00.5,41922.16
0.7328546,3.7641628,3.1462557,3.2708542,1.0255919,0.66697443,12.60669363,53:10.3,55:00.4,41922.16
0.62508011,3.1130788,2.9951444,3.2260928,0.90053517,0.47210115,11.33203244,01:10.8,03:00.5,41922.17
0.80761486,3.3566985,2.9363928,2.7293541,1.0207697,0.50399601,11.35482603,09:10.6,11:00.4,41922.17
0.57945943,3.1149457,2.9478159,3.831037,0.83277053,0.48128399,11.78731254,17:10.5,19:00.3,41922.18
0.89663011,3.4785256,3.0897243,2.9605014,1.2331953,0.56118101,12.2197578,25:10.4,27:00.2,41922.18
0.85501254,3.3132799,3.0226471,3.197077,1.1535251,0.4975293,12.03907099,33:10.4,35:00.2,41922.19
0.85598743,3.1625445,3.021997,3.7903285,1.0869282,0.36649913,12.28428477,41:10.6,43:00.6,41922.20
1.0977988,3.5023973,3.0976572,2.7216802,1.3117894,0.41593987,12.14726275,49:10.3,51:00.2,41922.20
1.0166953,3.5486188,3.0903029,2.6832244,1.1635962,0.43967187,11.94210947,57:10.5,59:00.6,41922.21
1.1834108,3.6615756,2.7333114,2.0369444,1.223363,0.58039427,11.41899943,05:10.9,07:00.5,41922.21
