,Compound.Name,cluster_vol.z1,cluster_vol.z2,cluster_vol.z3,cluster_vol.z4,cluster_vol.z5,cluster_vol.z6,bbvol,anthrovol,cluster,Assigned_cluster,bb_vs_a
779,1213_2145_blob_1263,0.296423652,0.570691947,0.425711369,-0.155427222,0.070253591,-0.074572614,0.21427657,0.590685329,NA,,-0.376408759
329,1129_1334_blob_1126,0.294941629,0.443502302,0.487240303,-0.048006025,0.06555062,0.318328588,0.333720947,0.28556134,NA,,0.048159607
268,1128_1901_fb_add_blob_43,0.29491957,0.356076989,0.405521802,0.26987089,0.100385374,0.15816171,0.392366908,0.311532154,1,1,0.080834755
653,1202_1412_blob_1594,0.294700315,0.461065573,0.403054149,-0.044296604,-0.128704471,0.034408694,0.539561051,0.328736305,NA,,0.210824746
659,1202_1412_blob_1650,0.294159752,0.722050861,0.722608632,-0.4261813,-0.196304498,-0.002413806,0.509511221,0.582737386,NA,,-0.073226165
522,1202_0046_blob_1561,0.294028071,0.603091809,0.58042225,-0.046600023,-0.08188758,0.039542013,0.597529348,0.457843684,NA,,0.139685664
460,1129_1334_blob_907,0.293296962,0.679602345,0.603718294,-0.373976512,-0.224522933,0.061669487,0.678436284,0.393888307,NA,,0.284547977
574,1202_1412_blob_1066,0.292768099,0.527483681,0.549557224,-0.257744096,-0.122044439,0.090973045,0.311716526,0.296639466,NA,,0.015077059
624,1202_1412_blob_1431,0.292566494,0.781634242,0.717373857,-0.248370192,-0.164237506,0.167977256,0.732067351,0.540690594,NA,,0.191376757
667,1202_1412_blob_1751,0.292278138,0.614864347,0.646631058,-0.261241368,-0.168711434,0.11112127,0.705564891,0.333209699,NA,,0.372355191
902,1221_0832_blob_564,0.292204363,0.602024904,0.820390823,-0.100241824,-0.100278231,0.149015913,0.44415261,0.442557917,NA,,0.001594694
302,1129_1334_blob_1021,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
320,1129_1334_blob_1104,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
333,1129_1334_blob_1143,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
384,1129_1334_blob_1443,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
396,1129_1334_blob_1510,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
400,1129_1334_blob_1537,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
437,1129_1334_blob_667,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
442,1129_1334_blob_718,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
445,1129_1334_blob_743,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
459,1129_1334_blob_903,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
776,1213_2145_blob_1240,0.28855967,0.347841793,0.051120661,-0.138200461,-0.036184892,-0.04972403,0.266455018,0.469045148,NA,,-0.20259013
807,1213_2145_blob_882,0.287939695,0.36971965,-0.091698189,-0.046193371,0.115668108,-0.177747613,0.004541485,0.57300581,NA,,-0.568464325
508,1202_0046_blob_1347,0.286078636,0.403523938,0.416824808,0.37146852,0.224480067,0.204028923,0.361609734,0.3297132,NA,,0.031896533
258,1128_1901_blob_964,0.286004583,-0.177869782,-0.027072598,-0.005640544,-0.006810363,-0.092110616,-0.208565866,-0.176388871,NA,,-0.032176995
851,1221_0832_blob_1127,0.2854628,0.572435719,0.512397415,-0.103933271,0.172611058,0.139543396,0.249135517,0.574191177,NA,,-0.32505566
649,1202_1412_blob_1579,0.285023687,0.588836563,0.276549807,-0.087533869,0.098289264,0.080620322,0.094668637,0.536932742,NA,,-0.442264105
271,1128_1901_fb_add_blob_591,0.284821398,0.350318222,0.588530562,0.20386523,0.233846139,0.32110287,0.337242718,0.258314371,3,,0.078928347
742,1206_0924_blob_102,0.283950777,0.245305966,0.439301387,-0.267071459,-0.228006613,0.117672534,0.567138242,-0.031552412,NA,,0.598690654
470,1129_1334_blob_973,0.282367727,0.346429861,0.048441519,-0.146663068,-0.036112312,-0.035280055,0.281140282,0.462202022,NA,,-0.18106174
563,1202_0046_blob_999,0.281744011,0.526015887,0.597294005,-0.229807166,-0.098759614,-0.075195895,0.398852824,0.445975834,NA,,-0.047123011
655,1202_1412_blob_1607,0.280486073,0.704781986,0.728508874,-0.235298253,-0.146577474,0.086698248,0.59430776,0.518586084,NA,,0.075721677
1066,1221_0832_blob_967,0.277985096,0.670062074,0.701719524,-0.349488587,-0.143318745,0.05486533,0.713681191,0.432747714,NA,,0.280933477
3,1128_1901_blob_1019,0.277084231,0.320717678,0.243979925,0.135420596,0.390460465,0.110890235,0.117286799,0.32581489,NA,,-0.208528091
618,1202_1412_blob_1369,0.27657958,0.417545767,0.234096946,-0.318387888,-0.049953348,-0.260477151,0.023265112,0.546777499,NA,,-0.523512387
857,1221_0832_blob_1164,0.273321892,0.518494214,0.469620573,0.099306538,-0.030200956,0.18395937,0.42390383,0.30751818,NA,,0.11638565
666,1202_1412_blob_1738,0.272951329,0.668331449,0.670223869,-0.39767349,-0.183756037,-0.047512252,0.378368335,0.547594888,NA,,-0.169226553
901,1221_0832_blob_563,0.271760727,0.395685385,-0.042731984,0.111250622,0.345737777,-0.125861365,0.0461265,0.548341377,NA,,-0.502214876
311,1129_1334_blob_1070,0.271704962,0.375578069,0.222179762,-0.209438784,-0.097371805,-0.037389502,0.309488226,0.424051236,NA,,-0.114563011
620,1202_1412_blob_1392,0.269574899,0.664479198,0.587650523,-0.363052502,-0.140591714,0.018605889,0.471415298,0.565904309,NA,,-0.094489011
834,1221_0832_blob_1064,0.268883392,0.546160236,0.626511351,-0.028826445,0.142123587,0.267806008,0.279907341,0.39606259,NA,,-0.116155249
20,1128_1901_blob_1082,0.26392133,0.196926313,0.177659209,-0.190720037,0.058315215,-0.022862208,-0.072183896,0.227050179,NA,,-0.299234075
365,1129_1334_blob_1337,0.263639246,0.395355506,0.077061044,-0.200883912,-0.087474993,0.061576358,0.461949418,0.392725649,NA,,0.069223769
242,1128_1901_blob_903,0.262350227,0.085820974,0.307786869,-0.173614998,-0.047482317,-0.026923279,0.003185444,0.025788258,NA,,-0.022602814
423,1129_1334_blob_1914,0.262134203,0.530331883,0.26318201,-0.140041969,-0.01224042,0.142990494,0.505450284,0.443619773,NA,,0.061830511
453,1129_1334_blob_828,0.261617524,0.334294739,0.041398768,-0.161042638,-0.03500803,-0.003239994,0.305394187,0.43532851,NA,,-0.129934323
921,1221_0832_blob_647,0.261523631,0.216477399,0.048522159,0.34628959,0.611621176,0.082150853,0.049148987,0.206464281,NA,,-0.157315294
656,1202_1412_blob_1614,0.260877401,0.640920965,0.649658829,-0.270622701,-0.060288576,0.122926108,0.575966674,0.416371274,NA,,0.1595954
769,1213_2145_blob_1085,0.260819535,0.448610068,0.215426202,-0.191319553,-0.083016038,-0.04812852,0.309049906,0.291553408,NA,,0.017496498
806,1213_2145_blob_874,0.259559347,0.687727967,0.585671995,-0.359197139,-0.086678298,-0.047989656,0.393968456,0.690149752,NA,,-0.296181296
447,1129_1334_blob_768,0.256588062,0.502209249,0.327486217,-0.248669033,0.026020278,-0.015847793,0.247828105,0.543494837,NA,,-0.295666732
600,1202_1412_blob_1251,0.256048424,0.292057766,0.318178097,0.20127833,0.060778076,0.1024741,0.297924373,0.252684116,NA,,0.045240257
705,1202_1412_blob_738,0.255050829,0.473417865,0.377646456,-0.201419862,-0.102474023,-0.079523404,0.317020649,0.61907947,1,1,-0.30205882
305,1129_1334_blob_1046,0.253976903,0.494803087,0.547995274,-0.14359902,-0.04109764,0.178326704,0.44366397,0.349886759,NA,,0.093777211
1035,1221_0832_blob_893,0.248984618,0.199114731,0.033613595,0.207771644,0.544158144,0.032246945,0.07233541,0.203775762,NA,,-0.131440352
426,1129_1334_blob_584,0.248659554,0.384048021,0.077049145,-0.200203861,-0.090332413,0.073470578,0.467134201,0.365259811,NA,,0.10187439
1036,1221_0832_blob_894,0.247675272,0.400220383,-0.0297957,0.161698295,0.282326196,-0.095742561,0.066147927,0.527990649,NA,,-0.461842722
127,1128_1901_blob_1469,0.247550635,0.269651946,0.587108496,-0.437515095,-0.155042386,-0.042038964,0.175691007,0.212035144,NA,,-0.036344137
545,1202_0046_blob_833,0.247459432,0.622892956,0.578441275,-0.342254991,-0.100487403,0.079270416,0.479831496,0.525878767,NA,,-0.046047272
603,1202_1412_blob_1266,0.244867019,0.494372614,0.349400357,-0.30102902,-0.050596238,-0.215707137,0.136166019,0.38675945,NA,,-0.250593431
409,1129_1334_blob_1629,0.242341948,0.516232735,0.675248984,-0.460224769,-0.266810365,-0.054572516,0.501255605,0.304703925,NA,,0.19655168
325,1129_1334_blob_1112,0.241459677,0.429913683,0.222617471,-0.080610591,-0.083823848,0.12583428,0.439679398,0.413526728,NA,,0.02615267
135,1128_1901_blob_1517,0.241017608,0.072026598,0.335811539,-0.192038558,-0.112060926,-0.091780112,0.023265239,0.130812442,NA,,-0.107547203
473,1202_0046_blob_1000,0.240194713,0.571247364,0.484475059,-0.288761568,-0.064719004,-0.085722299,0.476222881,0.62448035,NA,,-0.148257469
785,1213_2145_blob_1370,0.235965839,0.636724485,0.517304427,-0.137348618,0.006797552,0.180532874,0.447863712,0.372345543,NA,,0.07551817
909,1221_0832_blob_577,0.235953208,0.316528798,0.146320801,0.395798572,0.383913072,0.231759961,0.169954939,0.340623076,NA,,-0.170668137
217,1128_1901_blob_820,0.235699068,0.081690969,0.28953027,-0.149964482,-0.080678784,-0.062952521,0.0522937,0.111759473,NA,,-0.059465774
558,1202_0046_blob_956,0.235692778,0.619488434,0.615819691,-0.39691657,-0.268274465,0.08802532,0.776579192,0.320055985,NA,,0.456523208
841,1221_0832_blob_1086,0.235654286,0.512518662,0.520674095,0.175224011,0.045559959,0.332373842,0.633052723,0.239478736,NA,,0.393573987
73,1128_1901_blob_1234,0.23558293,-0.025844517,0.166348442,-0.015158903,-0.090594673,-0.00958302,-0.062841467,0.016005269,NA,,-0.078846736
1110,bbvol,0.23532813,0.685648396,0.642008753,-0.135522521,-0.14450729,0.304792346,1,0.379247349,NA,2b,0.620752651
564,1202_1412_blob_1,0.23532813,0.685648396,0.642008753,-0.135522521,-0.14450729,0.304792346,1,0.379247349,2,2b,0.620752651
614,1202_1412_blob_1343,0.234633924,0.51243292,0.646018356,-0.314819852,-0.230687039,0.196553872,0.670495834,0.255978916,NA,,0.414516919
186,1128_1901_blob_718,0.234556483,0.509035802,0.452867174,-0.122975627,-0.062056085,0.225329327,0.591816056,0.288438412,NA,,0.303377644
518,1202_0046_blob_1505,0.23220328,0.496870412,0.417840725,-0.181020119,-0.097519975,0.141594715,0.293061734,0.278806208,NA,,0.014255526
1076,1221_0832_blob_983,0.231996354,0.138752958,0.067609261,0.39139573,0.186632652,0.030938318,0.159618315,0.16920593,NA,,-0.009587615
783,1213_2145_blob_1291,0.22994673,0.48086079,0.272518684,-0.128886072,-0.039369726,0.08256249,0.37510214,0.225565688,NA,,0.149536452
272,1128_1901_fb_add_blob_607,0.229367343,0.004283387,0.185804728,0.46457683,0.487745971,0.250837984,-0.001464282,-0.006708607,NA,,0.005244325
677,1202_1412_blob_1870,0.227388383,0.528045431,0.476525262,-0.300221671,-0.037083976,0.087724226,0.38077376,0.418285634,NA,,-0.037511874
1065,1221_0832_blob_966,0.227379165,0.376107556,0.037772765,0.048550628,0.099178878,-0.161008274,0.049132775,0.52318716,NA,,-0.474054385
502,1202_0046_blob_1275,0.226184161,0.40888196,0.418566045,-0.178016373,-0.011875922,-0.063353004,0.076401851,0.4025181,NA,,-0.326116249
1069,1221_0832_blob_974,0.225652279,0.0576155,0.004285966,0.31413163,0.481301594,0.09791946,-0.040595092,0.076117661,NA,,-0.116712753
374,1129_1334_blob_1381,0.225518836,0.6460634,0.549295389,-0.250204317,0.009759948,0.001012152,0.583474761,0.525059666,NA,,0.058415094
573,1202_1412_blob_1064,0.224681186,0.692972575,0.752015925,-0.262662721,-0.216644438,0.031707228,0.671083355,0.497853243,NA,,0.173230113
897,1221_0832_blob_45,0.223937008,0.549939523,0.510575274,-0.019870342,-0.005364597,0.258323138,0.480923242,0.167745766,6,,0.313177475
786,1213_2145_blob_1472,0.223864189,0.352820905,0.467390351,-0.125808639,0.018037325,0.252086725,0.498426774,0.055147849,NA,,0.443278926
10,1128_1901_blob_1050,0.221985118,-0.055319102,-0.101777942,-0.281675986,-0.216081636,-0.146280866,-0.133764552,0.031228473,NA,,-0.164993025
555,1202_0046_blob_948,0.221508525,0.227146549,0.376337439,-0.328896245,-0.266774539,-0.198269181,0.136842979,0.215723767,NA,,-0.078880787
343,1129_1334_blob_1193,0.221205238,0.664990497,0.733037241,-0.37168424,-0.14997581,0.069852267,0.535949387,0.418440378,NA,,0.117509009
920,1221_0832_blob_643,0.221016914,0.408866956,0.219748893,0.080734607,0.05251182,0.178211242,0.250410436,0.217620098,6,,0.032790338
510,1202_0046_blob_1364,0.219884657,0.559885501,0.481064834,0.099588772,0.112687145,0.161966326,0.422789155,0.413110961,NA,,0.009678194
1024,1221_0832_blob_873,0.21978738,0.04548015,-0.022039343,0.53779307,0.59911018,0.238448085,-0.052871637,0.100503091,NA,,-0.153374727
452,1129_1334_blob_822,0.219443284,0.54812964,0.589797948,-0.474362285,-0.201440198,-0.135777015,0.460839453,0.528999272,NA,,-0.068159819
72,1128_1901_blob_1228,0.219439881,0.074698836,0.277510346,-0.029196875,-0.046856183,0.063254623,0.103299358,-0.103812228,NA,,0.207111585
352,1129_1334_blob_1241,0.218880665,0.29920777,-0.100786172,-0.040374695,0.04644513,-0.164891,-0.039464467,0.48440477,NA,,-0.523869236
675,1202_1412_blob_1846,0.218880665,0.29920777,-0.100786172,-0.040374695,0.04644513,-0.164891,-0.039464467,0.48440477,NA,,-0.523869236
799,1213_2145_blob_787,0.218880665,0.29920777,-0.100786172,-0.040374695,0.04644513,-0.164891,-0.039464467,0.48440477,NA,,-0.523869236
486,1202_0046_blob_1106,0.218115007,0.655992726,0.565341085,-0.091945492,-0.134812609,0.12924787,0.816173359,0.446786559,NA,2b,0.369386801
54,1128_1901_blob_1161,0.217374784,0.492635566,0.462019805,-0.104230166,-0.042765047,0.219294837,0.469763627,0.188593033,NA,,0.281170594
434,1129_1334_blob_658,0.21700645,0.533849491,0.323715987,-0.25447134,-0.155960375,0.191984332,0.722485646,0.366768726,NA,,0.35571692
448,1129_1334_blob_794,0.216595277,0.378803911,0.167397414,-0.209437086,-0.083452964,-0.015696026,0.391101929,0.48026447,NA,,-0.089162541
626,1202_1412_blob_1438,0.216535522,0.53772412,0.468836743,-0.18186148,0.163495412,0.025837087,0.255826355,0.507420867,NA,,-0.251594512
554,1202_0046_blob_938,0.214621068,0.299030958,0.647466009,-0.238934967,-0.23473569,0.147142544,0.507200178,0.102189374,NA,,0.405010803
732,1202_1412_blob_944,0.214074632,0.731459479,0.582339002,-0.347298703,-0.192510177,0.074790625,0.647425738,0.554126426,NA,,0.093299312
74,1128_1901_blob_1236,0.213665022,0.249022362,0.405750902,-0.291331002,-0.170277546,-0.092810886,0.373159192,0.108079029,NA,,0.265080163
658,1202_1412_blob_1647,0.2129535,0.483423767,0.519698752,-0.252856636,-0.172647112,-0.105728855,0.400426404,0.418293451,NA,,-0.017867047
836,1221_0832_blob_1073,0.210695308,0.504262282,0.294841405,0.007460764,0.091740621,0.180434803,0.374886651,0.330246111,NA,,0.04464054
852,1221_0832_blob_1130,0.21062618,0.301978392,0.190398414,0.116112924,0.016718997,0.226310282,0.381927,0.001470903,6,,0.380456097
461,1129_1334_blob_910,0.202984286,0.531683894,0.579510691,-0.345308874,-0.074641399,-0.113517949,0.419569145,0.569109714,NA,,-0.149540569
420,1129_1334_blob_1768,0.202249045,0.465966637,0.231892903,-0.151178693,0.091197928,-0.009432101,0.1148568,0.511353276,NA,,-0.396496476
894,1221_0832_blob_4,0.195647206,0.314425264,0.278711816,0.380729426,0.287824963,0.517220699,0.436445542,0.136869117,6,,0.299576425
629,1202_1412_blob_1448,0.194652436,0.548209813,0.374431176,-0.21680447,0.006474193,-0.070574729,0.085652653,0.59499197,NA,,-0.509339317
90,1128_1901_blob_1295,0.194380879,0.156103862,-0.001180859,0.089694361,0.48582361,-0.053633892,0.025545046,0.177614253,NA,,-0.152069207
382,1129_1334_blob_1440,0.194380879,0.156103862,-0.001180859,0.089694361,0.48582361,-0.053633892,0.025545046,0.177614253,NA,,-0.152069207
425,1129_1334_blob_1992,0.194380879,0.156103862,-0.001180859,0.089694361,0.48582361,-0.053633892,0.025545046,0.177614253,NA,,-0.152069207
450,1129_1334_blob_820,0.193975298,0.437871879,0.400219929,-0.41365157,-0.279432053,0.072086639,0.691771533,0.319241481,NA,,0.372530052
198,1128_1901_blob_756,0.193378193,0.17275743,0.183217335,0.540402506,0.34384394,0.418633236,0.122460878,0.101483371,4,,0.020977507
286,1128_2052_blob_1204,0.193218056,0.113441408,0.374289042,-0.148828264,-0.257992513,0.109596491,0.171017114,-0.097689975,NA,,0.268707089
529,1202_0046_blob_1670,0.193125322,0.354774085,0.051552759,0.123712437,0.0952361,0.042522969,0.119732274,0.354893607,NA,,-0.235161332
535,1202_0046_blob_1764,0.192683346,0.009301545,0.208339191,0.001856375,-0.100913455,-0.080494619,0.03265023,0.02084995,NA,,0.01180028
248,1128_1901_blob_922,0.192153313,-0.249947399,-0.060026586,-0.054050404,-0.160120494,-0.050749228,-0.159983357,-0.214943474,NA,,0.054960117
279,1128_1901_fb_add_blob_924,0.190738497,0.185201735,0.269694896,-0.667909962,-0.422351307,-0.400010004,0.135708547,0.158769589,NA,,-0.023061042
557,1202_0046_blob_953,0.189940448,0.212581273,0.664486297,-0.330862696,-0.120497496,-0.018657073,0.185230412,0.109909507,NA,,0.075320905
319,1129_1334_blob_1103,0.188513497,0.347115803,0.32736133,-0.113772924,-0.080795254,0.133218084,0.428970577,0.269481801,NA,,0.159488776
39,1128_1901_blob_1126,0.187533695,-0.018864315,0.063975424,-0.168087941,-0.154676947,-0.207383543,-0.150538278,0.072772271,NA,,-0.223310549
458,1129_1334_blob_897,0.187372597,0.573586777,0.533912623,-0.334093336,-0.225917447,0.219142872,0.829946089,0.316005446,NA,2b,0.513940643
903,1221_0832_blob_565,0.186461623,0.05206454,-0.094683057,0.218864494,0.628430822,-0.024364172,-0.279543097,0.201051213,5,,-0.480594311
922,1221_0832_blob_649,0.181998144,0.50454558,0.297359117,-0.060350482,0.015969903,0.165379573,0.636697579,0.404575371,NA,,0.232122208
134,1128_1901_blob_1515,0.181646645,0.153984848,0.027195325,0.097036524,0.463852911,-0.056656093,0.040744515,0.163119045,NA,,-0.12237453
701,1202_1412_blob_667,0.180088313,0.581257727,0.796469766,-0.318703963,-0.102621525,0.054361455,0.509015557,0.372783638,NA,,0.136231919
938,1221_0832_blob_683,0.179446448,0.008452327,-0.043534807,0.602734777,0.568209117,0.220099464,-0.07298315,0.019924468,NA,,-0.092907619
804,1213_2145_blob_846,0.177748692,0.46002777,0.33362437,0.056779531,-0.044953553,0.263640681,0.160013297,0.211253092,NA,,-0.051239794
1029,1221_0832_blob_882,0.176457515,0.289551693,0.344984016,0.168686334,0.043519313,0.218599357,0.331428704,0.142945767,NA,,0.188482936
430,1129_1334_blob_625,0.174957046,0.507471086,0.370735173,-0.31424832,-0.179255043,0.17675204,0.754483678,0.282943888,NA,,0.47153979
525,1202_0046_blob_1586,0.173159918,0.475620077,0.495002068,-0.244191434,-0.198443937,0.188289165,0.573624685,0.207217318,NA,,0.366407367
672,1202_1412_blob_1807,0.169991609,0.318417265,0.007553854,-0.147618956,-0.057853771,0.050475542,0.327763982,0.287199949,NA,,0.040564033
369,1129_1334_blob_1364,0.16914565,0.460661918,0.390563579,-0.421242289,-0.155725347,-0.194652086,0.346096633,0.484577454,NA,,-0.138480821
60,1128_1901_blob_1184,0.168885771,0.05414341,0.367553312,-0.267417599,-0.219722883,-0.169522894,-0.053065456,0.132994014,NA,,-0.18605947
1080,1221_0832_blob_988,0.166544888,0.353340602,0.14894985,-0.293175794,-0.17858354,0.056375441,0.529186339,0.294194482,NA,,0.234991856
537,1202_0046_blob_1847,0.162418761,0.129256235,0.36365542,-0.139642736,-0.167696636,-0.021108931,0.080418313,0.112542413,NA,,-0.0321241
421,1129_1334_blob_1771,0.161659987,0.265951881,0.318494457,-0.255445099,-0.175351473,-0.075141366,0.265965235,0.350005054,NA,,-0.084039818
438,1129_1334_blob_672,0.158560739,0.319611534,0.113975993,-0.184743064,-0.093379305,0.139676874,0.469053862,0.212852833,NA,,0.25620103
680,1202_1412_blob_1902,0.15474334,0.238380262,0.372196625,-0.274410616,-0.205168048,0.011899839,0.283371679,0.088854787,NA,,0.194516892
788,1213_2145_blob_1604,0.153647275,0.162430277,0.107928231,0.324404411,0.157935774,-0.018993983,0.13218839,0.142041871,NA,,-0.009853481
45,1128_1901_blob_1144,0.153360387,-0.12779466,-0.000558515,-0.112529014,0.008810251,-0.161393604,-0.152229277,-0.136618951,NA,,-0.015610327
950,1221_0832_blob_707,0.152325174,0.432509821,0.510102955,-0.218909837,-0.001342219,-0.086281919,0.329254883,0.342780718,NA,,-0.013525835
651,1202_1412_blob_1589,0.152193749,0.504821321,0.692043462,-0.525041188,-0.284501249,0.009368574,0.629652931,0.243867032,NA,,0.385785899
58,1128_1901_blob_1176,0.151099456,0.245659428,0.467820308,0.001378422,0.069171006,-0.047622491,0.326430368,0.175252815,NA,,0.151177553
825,1221_0832_blob_1028,0.15044205,0.148212712,0.034070082,0.244927415,0.04244614,0.086946235,0.151860315,0.124269558,NA,,0.027590757
622,1202_1412_blob_1414,0.148064948,0.285251829,0.256823503,0.081436683,-0.109006059,0.282365505,0.22798829,0.018253474,NA,,0.209734816
990,1221_0832_blob_8,0.145955927,0.048000904,-0.024631725,0.582238518,0.642294954,0.280573282,-0.027292977,0.073875685,5,,-0.101168662
227,1128_1901_blob_860,0.145698413,0.096193025,0.204017441,0.241872203,0.187776919,0.194985987,0.142472625,-0.079666874,NA,,0.222139499
946,1221_0832_blob_698,0.143224518,0.155453513,0.082965133,0.218449117,0.112196108,-0.08668999,0.078906335,0.296135565,NA,,-0.217229229
803,1213_2145_blob_816,0.142992703,0.42398408,0.313722448,-0.099750982,-0.162576344,0.243008498,0.632124485,0.182956593,NA,,0.449167892
884,1221_0832_blob_162,0.141199091,0.238260515,0.361535598,0.254259394,0.099771634,0.728514437,0.388916813,0.008688547,6,,0.380228267
615,1202_1412_blob_1344,0.139461496,0.627583714,0.533149572,-0.19775421,-0.135330344,0.084218663,0.487372229,0.46308511,NA,,0.024287118
136,1128_1901_blob_1521,0.139284103,0.255886949,0.423143991,0.172945157,0.049510827,0.293159037,0.399340137,0.073197237,NA,,0.3261429
175,1128_1901_blob_631,0.139211531,0.134058574,0.294775558,-0.15313947,-0.072440382,-0.107604437,0.018872575,0.086568389,NA,,-0.067695814
1049,1221_0832_blob_920,0.139071944,0.334924568,0.25588211,0.13170974,0.189069928,0.234588244,-0.01776724,0.156393093,NA,,-0.174160332
260,1128_1901_blob_969,0.137469028,-0.288367873,-0.128895847,0.364679494,0.178876906,0.265606405,-0.232248452,-0.219958302,NA,,-0.012290151
530,1202_0046_blob_1673,0.136275642,0.066474855,-0.044410242,0.304510345,0.164435569,0.009865547,0.066048728,0.138697534,NA,,-0.072648806
228,1128_1901_blob_868,0.136076242,-0.081745341,0.22527529,-0.219809036,-0.18945299,-0.137755362,-0.131854594,0.007519634,NA,,-0.139374229
1018,1221_0832_blob_860,0.135610908,0.462183466,0.265221106,-0.095072697,-0.046215989,-0.017669992,0.278948406,0.269840548,2,2b,0.009107858
119,1128_1901_blob_1418,0.132364344,-0.030892129,0.113454852,-0.145078315,-0.106124348,-0.096937704,0.02836031,-0.044114057,1,1,0.072474367
132,1128_1901_blob_1501,0.131665388,-0.230565181,-0.041126288,-0.104883522,-0.158002625,-0.018318293,-0.221089412,-0.178719496,NA,,-0.042369916
219,1128_1901_blob_826,0.130421993,0.260600536,0.409201202,-0.194471042,-0.042292834,0.014730503,0.373469071,0.131414504,NA,,0.242054567
821,1221_0832_blob_1018,0.129044287,0.175947095,0.373063158,0.123681064,0.021517078,0.259081824,0.331500649,0.008169449,NA,,0.3233312
925,1221_0832_blob_654,0.129010045,0.028021104,0.006979401,0.277585679,0.102347805,-0.059375339,-0.114792576,0.129520301,NA,,-0.244312878
101,1128_1901_blob_1333,0.127217761,0.148997164,0.37078977,-0.284021787,-0.114131875,-0.097992437,0.01154452,0.053514561,NA,,-0.041970041
246,1128_1901_blob_917,0.124106722,0.22954572,0.552610787,-0.458343295,-0.310454338,0.016096252,0.562388106,0.032657207,NA,,0.529730898
200,1128_1901_blob_765,0.122165642,-0.001409202,0.105430002,0.493914395,0.602846905,0.142522088,-0.015996719,0.016398655,NA,,-0.032395374
385,1129_1334_blob_1448,0.122158631,0.484775691,0.516445089,-0.329817512,-0.146242268,0.118395252,0.64764179,0.260943653,NA,,0.386698137
967,1221_0832_blob_745,0.12151024,0.157809584,0.0721769,0.43069926,0.195675059,0.160224401,0.338382308,0.1048227,NA,,0.233559608
707,1202_1412_blob_754,0.120754392,0.534630117,0.56009816,-0.281756215,-0.236060346,0.214720329,0.862085161,0.249088322,NA,2b,0.612996839
323,1129_1334_blob_1108,0.120701569,0.173169628,-0.055147773,-0.227639893,-0.059326125,-0.031968413,0.214652251,0.228051592,NA,,-0.013399341
992,1221_0832_blob_802,0.117646527,0.060500196,-0.040996356,0.499131666,0.297350012,0.086518647,0.089624841,0.117654452,NA,,-0.028029611
794,1213_2145_blob_670,0.117042599,0.419363474,0.380265812,-0.103670415,0.158844745,0.093259877,0.107958897,0.306797094,NA,,-0.198838197
480,1202_0046_blob_1078,0.116736418,0.149977515,0.144218839,0.104346171,0.177059321,-0.134564639,0.119685463,0.191039295,NA,,-0.071353832
527,1202_0046_blob_1639,0.11630917,0.222466346,0.311963992,0.024282778,0.217585442,0.144155827,0.289414806,0.07048032,NA,,0.218934485
808,1213_2145_blob_894,0.115185966,0.498182098,0.437093777,-0.004499093,-0.053956609,0.347822097,0.493711909,0.203757618,NA,,0.289954291
812,1213_2145_blob_954,0.114484537,0.493518167,0.434337934,-0.218868364,0.074051902,-0.061767801,0.180833968,0.419985956,NA,,-0.239151987
971,1221_0832_blob_749,0.113257799,-0.070000526,-0.050260483,0.449522041,0.545376161,0.059528269,-0.122022468,0.047388178,NA,,-0.169410646
727,1202_1412_blob_910,0.112998044,0.325951759,0.33554863,0.072717412,0.063049552,0.096410851,0.290224127,0.297357062,NA,,-0.007132935
976,1221_0832_blob_764,0.112339344,0.145472656,0.003052307,0.36633122,0.230888379,0.060420596,0.147372013,0.188009155,NA,,-0.040637142
798,1213_2145_blob_786,0.111154085,0.389736917,0.229962334,-0.005164283,0.093130837,-0.030853226,0.311939419,0.212616391,NA,,0.099323028
650,1202_1412_blob_1585,0.111025055,0.538057441,0.687213347,-0.273528879,-0.119449549,0.03932271,0.307986126,0.439442401,NA,,-0.131456275
225,1128_1901_blob_854,0.110228474,0.030760039,0.066438321,0.430352521,0.15989555,0.130171396,0.117365162,0.07892039,NA,,0.038444772
