"","Compound.Name","IS_index1","IS_index2","IS_index3","IS_appropriate1","IS_appropriate2","IS_appropriate3","AMS1_PMF_1r2","AMS1_PMF_2r2","AMS1_PMF_3r2","AMS1_PMF_4r2","AMS1_PMF_5r2","AMS1_PMF_6r2","AMS2_PMF_1r2","AMS2_PMF_2r2","AMS2_PMF_3r2","AMS2_PMF_4r2","AMS2_PMF_5r2","AMS2_PMF_6r2","cumsum_ISnormnorm","cumsum_ISrawnorm1","cumsum_ISrawnorm2","BlobID","Library.Name","Compound.Name_ES","Library.Match.Factor_ES","Library.Reverse.Match.Factor_ES","LRI.I","Library.RI_ES","Compound.Name_NISTmain","Library.Match.Factor_NISTmain","Library.Reverse.Match.Factor_NISTmain","Library.RI_NISTmain","Library.Formula_NISTmain","Library.Molecular.Weight_NISTmain","Compound.Name_chamber","Library.Match.Factor_chamber","Library.Reverse.Match.Factor_chamber","Library.RI_chamber"
"579","1202_1412_blob_1038",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",0.387329452655149,0.362877219059716,0.595573049656893,0.167118202439845,0.419784539661721,-0.0976584856682713,0.217242303540282,0.437484974008661,-0.214704913822214,-0.119474329084867,0.107334071574443,-0.642891133836291,0.00013133945802404,0.000384868540673379,9.57168383445698e-05,1038,"amz_lib_1202_1412","phthalic acid",498,687,1715.151515,1714,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",679,709,NA,"C13H26BNO6Si",331,"limonox_S_blob_775",638,710,1722
"580","1202_1412_blob_1044",11,26,12,"dC14","pentaerythritol-C13","dC16",0.646419319903361,0.582863338018115,0.510719908995727,0.250851591297821,0.602689936377136,0.0400503057591655,0.276477220734725,0.420045648645157,0.551647634619022,0.165135946083899,0.0841943975296124,-0.387080907461273,0.000317726634362232,0.00206993705844196,7.15287430468285e-05,1044,"amz_lib_1202_1412","C7 acid",445,576,1953.020134,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",759,800,NA,"C13H26BNO6Si",331,"limonox_S_blob_685",646,728,1963
"581","1202_1412_blob_1051",1,25,7,"4-methoxy-benzaldehyde","methoxyphenol-d3","d-C6diacid",0.587048432821126,0.465317309229159,0.315704815791471,0.169721606285606,0.513784147068053,0.208797736251848,0.287639392264136,0.609068788640794,-0.194068523041403,-0.0734451372882608,0.279386338743558,-0.264527688482358,0.000102208872330054,0.000263293585614078,7.95753368889539e-05,1051,"amz_lib_1202_1412","mannosan",473,516,1711.515152,1706,"4,6-Diketooctanoic acid,O,O'- bis(trimethylsilyl)",640,646,NA,"C14H28O4Si2",316,"limonox_S_blob_648",631,651,1709
"582","1202_1412_blob_1054",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.842696683308922,0.09643155611745,0.319218612819108,0.198346836057637,0.494108639884822,-0.172548880051252,0.266210808299099,0.688049158103392,-0.522971454269283,-0.156796383986681,-0.222219329999303,-0.996665464320432,3.87084412767687e-05,0.000212763463070633,1.42524862444203e-05,1054,"amz_lib_1202_1412","C9 Diacid (azelaic acid)",392,558,1808.053691,1822,"Acetopyruvic acid, tris(trimethylsilyl)-",629,687,NA,"C14H30O4Si3",346,"myrc_ox_L_blob_640",600,673,1816
"583","1202_1412_blob_1064",11,26,12,"dC14","pentaerythritol-C13","dC16",0.588449182521749,0.282554169078264,0.583841671177423,0.423112210697334,0.750509963652042,0.306760831731516,0.140773165728642,0.698686055529712,-0.481512409370148,-0.573215112793587,0.08240558716203,-0.861836926983012,0.000252385589255707,0.00156762778197548,6.75848085008952e-05,1064,"amz_lib_1202_1412","farnesol",555,630,1836.241611,1832,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",745,761,NA,"C14H31BO6Si2",362,"limonox_S_blob_823",664,756,1843
"584","1202_1412_blob_1066",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.508682800881815,0.326114164613609,0.67082915755123,0.237242276121235,0.630540373453827,0.404281269745443,0.366630475746992,0.730720836976719,-0.241902045552226,0.190726822946682,-0.0605138996610596,-0.310185406520351,0.000172568528889599,0.000264579432558949,0.000159640349630925,1066,"amz_lib_1202_1412","farnesol",466,542,1836.241611,1832,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,678,NA,"C13H26BNO6Si",331,"limonox_S_blob_705",618,689,1829
"585","1202_1412_blob_1067",25,7,4,"methoxyphenol-d3","d-C6diacid","d-C10 acid, TMS",0.747427039036037,0.465776468736981,0.305489760805241,0.0334913984219344,0.344655289215698,0.0695823707725763,NA,NA,NA,NA,NA,NA,9.04174279212443e-05,0.000681045537102796,7.43002353545394e-06,1067,"amz_lib_1202_1412","C7 acid",407,498,1907.38255,NA,"Ethyltrimethylsilyl dipropylmalonate",645,691,NA,"C14H28O4Si",288,"limonox_S_blob_814",606,690,1899
"586","1202_1412_blob_1073",11,26,12,"dC14","pentaerythritol-C13","dC16",0.37345569160234,0.506011063124411,-0.0387965635983456,0.263095809078552,0.404954710193781,0.169959567655882,NA,NA,NA,NA,NA,NA,4.55211130496881e-05,0.00036949857839358,NA,1073,"amz_lib_1202_1412","galactosan",511,553,1688.484848,1684,"a-D-Galactopyranose, 1,2,3-tris-O-(trimethylsilyl)-, cyclic methylboronate",673,699,NA,"C16H37BO6Si3",420,"limonox_L_blob_554",606,659,1678
"587","1202_1412_blob_1076",1,25,7,"4-methoxy-benzaldehyde","methoxyphenol-d3","d-C6diacid",0.498474648984534,-0.0803325523635807,0.536138722617418,0.0591023158170904,0.470730062037889,0.268231321361317,0.884613404073092,0.828398502104755,-0.43741513358762,0.988008378055743,0.808226734223316,-0.81277048698312,3.04337375849885e-05,0.000185079453705268,8.70492654348952e-06,1076,"amz_lib_1202_1412","C7 acid",427,558,1792.727273,NA,"5,8-Dihydroxy-4a-methyl-3,4,4b,5,6,7,8,8a,9,10-decahydrophenanthren-2-one, 2TMS derivative",644,660,NA,"C21H38O3Si2",394,"apin_ox_S_blob_708",650,737,1784
"588","1202_1412_blob_1087",11,26,12,"dC14","pentaerythritol-C13","dC16",0.496249148744703,0.283154525960593,0.401409704116654,0.0639513018145948,0.338452833232978,-0.0703071467085755,-0.405092626524016,0.955796437146701,0.573788294811217,-0.247501449945363,0.8978731674666,-0.455501753541926,8.0974033088281e-05,0.000438716285144779,3.07087299715102e-05,1087,"amz_lib_1202_1412","beta-caryophyllinic acid, TMS",498,664,2044.444444,2060,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,745,NA,"C13H26BNO6Si",331,"limonox_S_blob_687",444,584,NA
"589","1202_1412_blob_1090",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84146034468023e-06,2.58236217916466e-05,4.17433312261377e-06,1090,"amz_lib_1202_1412","C10 diacid (sebacic acid)",424,490,1914.09396,1922,"t-Butyl-(2-[3-(2,2-dimethyl-6-methylene-cyclohexyl)-propyl]-[1,3]dithian-2-yl)-dimethyl-silane",613,632,NA,"C22H42S2Si",398,"limonox_S_blob_716",535,565,1911
"590","1202_1412_blob_1098",11,26,12,"dC14","pentaerythritol-C13","dC16",0.574026361280763,0.647067412217747,0.247661201576062,0.211790123404405,0.364747677591574,0.067472334659736,NA,NA,NA,NA,NA,NA,0.000112743670437833,0.000915149546193691,NA,1098,"amz_lib_1202_1412","beta-caryophyllonic acid, TMS",518,627,1919.463087,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",732,759,NA,"C13H26BNO6Si",331,"limonox_S_blob_847",603,673,1925
"591","1202_1412_blob_1106",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,0.816935890052714,0.155773359693999,-0.515618589890226,-0.645317247491994,0.193743499735724,-0.313581219522784,5.79602855784023e-05,NA,6.61041134505232e-05,1106,"amz_lib_1202_1412","beta-nocaryophyllinic acid, TMS",471,497,2121.481481,2127,"2-2'-Diphenic acid, di(trimethylsilyl) ester",681,777,NA,"C20H26O4Si2",386,"limonox_S_blob_905",474,683,2120
"592","1202_1412_blob_1108",11,26,12,"dC14","pentaerythritol-C13","dC16",0.771153884867504,0.483220980600184,0.406613936166088,0.248363359529179,0.5650984042978,0.0188129657379623,-0.115488248622098,0.228255789652101,-0.0599162294511015,0.0347831684693208,0.189124919750442,-0.0450001302739602,0.00029284829655514,0.000991713090134395,0.000194652876570607,1108,"amz_lib_1202_1412","C7 acid",441,570,2011.851852,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,774,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",464,669,1989
"593","1202_1412_blob_1120",11,26,12,"dC14","pentaerythritol-C13","dC16",0.518192339764845,0.61362729701432,0.111088626967883,0.182617331375515,0.336799459360276,0.0916489415739146,0.282455076531605,0.433539791955553,0.0462898251358182,-0.0138962145884001,0.269358752411383,0.0231064554390525,0.000152689420694682,0.000776827718759923,6.4993599027858e-05,1120,"amz_lib_1202_1412","farnesol",563,623,1829.530201,1832,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",710,729,NA,"C14H31BO6Si2",362,"apin_ox_S_blob_616",622,701,1823
"594","1202_1412_blob_1125",25,7,4,"methoxyphenol-d3","d-C6diacid","d-C10 acid, TMS",0.572422846066914,0.131846387508173,0.254053089553515,0.219091983967558,0.506833416254733,-0.271918073732172,-0.155585114262716,0.867854762213701,-0.0897011178818084,0.406234623646745,0.739805770479411,-0.889844387542004,3.46048209107792e-05,0.000191989436885251,1.24911751717123e-05,1125,"amz_lib_1202_1412","C7 acid",357,503,1808.053691,NA,"Ethylmethylmalonic acid, bis(trimethylsilyl) ester",634,707,NA,"C12H26O4Si2",290,"myrc_ox_L_blob_640",591,626,1816
"595","1202_1412_blob_1152",11,26,12,"dC14","pentaerythritol-C13","dC16",0.346325358674572,0.340658180879428,0.0536756332626517,-0.0383365752050911,-0.00694411018009673,-0.0759837998492994,NA,NA,NA,NA,NA,NA,2.2428678382202e-05,0.000182055407310109,NA,1152,"amz_lib_1202_1412","beta-caryophyllonic acid, TMS",517,663,1946.308725,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",766,802,NA,"C13H26BNO6Si",331,"bcp_ox_L_blob_678",629,690,1959
"596","1202_1412_blob_1157",11,26,12,"dC14","pentaerythritol-C13","dC16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97774462815482e-06,1.60535140634869e-05,NA,1157,"amz_lib_1202_1412","C7 acid",423,534,1897.986577,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",664,671,NA,"C14H31BO6Si2",362,"limonox_S_blob_725",625,662,1893
"597","1202_1412_blob_1161",11,26,12,"dC14","pentaerythritol-C13","dC16",0.00692735301045307,0.649326015931846,0.580993148844698,0.439416584027546,0.586031596460375,0.221514583436069,NA,NA,NA,NA,NA,NA,3.54015173606469e-05,0.000287356996817201,NA,1161,"amz_lib_1202_1412","beta-caryophyllinic acid, TMS",542,674,2066.666667,2060,"3,4,7,8-Tetraazatricyclo[4.2.2.0(1,5)]dec-9-ene-3,4:7,8-bis(N-methyldicarboximide), 2,2-diphenyl-",626,637,NA,"C24H20N6O4",456,"myrc_ox_L_blob_548",418,477,2075
"598","1202_1412_blob_1163",11,26,12,"dC14","pentaerythritol-C13","dC16",0.0886433308538533,0.215797194474608,-0.0937496576363043,-0.0859286254256171,-0.0913865198260196,-0.103989364445181,-0.108923965563513,0.0848305061877324,0.622163249447897,0.70073311489166,0.673322336069467,0.269800289205411,0.000213807877999432,0.00112065138734479,8.63899853275821e-05,1163,"amz_lib_1202_1412","C7 acid",528,663,2040,NA,"10,12-Docosadiynedioic acid, 2TMS derivative",678,695,NA,"C28H50O4Si2",506,"myrc_ox_L_blob_548",498,741,2075
"599","1202_1412_blob_1169",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",0.671716851257612,0.296410260213008,0.742937758688566,0.00402153428887551,0.5843324555121,-0.0867184430796734,NA,NA,NA,NA,NA,NA,2.84775382443538e-05,0.000231154494969223,NA,1169,"amz_lib_1202_1412","C7 acid",411,554,2004.444444,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",691,756,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",513,648,1989
"600","1202_1412_blob_1178",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.607118931853019,0.618082740113481,0.354134893049057,0.0795428220092768,0.38707939560994,0.0292369339501046,0.450433225612007,0.4106095962131,-0.0400864930641633,0.0184054989726992,0.0933560091848913,-0.0765253373137871,0.000113843346706952,0.000260929778565947,9.31766682834347e-05,1178,"amz_lib_1202_1412","C7 acid",441,515,1568.306011,NA,"cis-1,4-Cyclohexanedicarboxylic acid, bis(trimethylsilyl) ester",673,692,NA,"C14H28O4Si2",316,"apin_ox_L_blob_567",810,824,1566
"601","1202_1412_blob_1181",11,26,12,"dC14","pentaerythritol-C13","dC16",0.410120153940272,0.665442030521002,0.148088032066592,0.118761080109896,0.102685264307352,-0.0149232731456101,NA,NA,NA,NA,NA,NA,2.07076170514092e-05,0.000168085412456029,NA,1181,"amz_lib_1202_1412","C7 acid",395,537,2085.925926,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",680,753,NA,"C13H26BNO6Si",331,"bcp_ox_L_blob_989",528,588,2087
"602","1202_1412_blob_1191",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.754615615229273,0.736769219920387,0.370598257278394,0.197914368155726,0.513057392185723,0.197618880052319,0.523602307742847,0.832409951176902,0.158172904494795,0.487372112670516,0.256237764881302,-0.0950777557078506,9.35206689468162e-05,0.000461826464734146,4.1771113621744e-05,1191,"amz_lib_1202_1412","C7 acid",418,536,1786.666667,NA,"Ethyltrimethylsilyl dipropylmalonate",641,682,NA,"C14H28O4Si",288,"limonox_S_blob_733",684,762,1786
"603","1202_1412_blob_1193",11,26,12,"dC14","pentaerythritol-C13","dC16",0.284114407086199,0.497658872026666,0.528570633572409,-0.0352764248473441,0.419253067762758,0.122704350364862,NA,NA,NA,NA,NA,NA,7.90383657746918e-05,0.000590894978731127,7.11891076294341e-06,1193,"amz_lib_1202_1412","bisabolol",486,551,1766.060606,1770,"{[2-(Trichloromethyl)-1,3-dioxane-5,5-diyl]bis(methanediyloxy)}bis(trimethylsilane)",624,690,NA,"C13H27Cl3O4Si2",408,"myrc_ox_L_blob_727",646,751,1774
"604","1202_1412_blob_1196",11,26,12,"dC14","pentaerythritol-C13","dC16",0.71521934815495,0.54593977816488,0.543295921068529,0.366351950581915,0.728935481680462,0.0858688681814003,NA,NA,NA,NA,NA,NA,0.000218981087123236,0.00168065616004303,1.36054565507018e-05,1196,"amz_lib_1202_1412","C7 acid",449,585,1977.181208,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",749,796,NA,"C13H26BNO6Si",331,"limonox_S_blob_685",585,709,1963
"605","1202_1412_blob_1207",11,26,12,"dC14","pentaerythritol-C13","dC16",0.412555213776295,0.395791386690323,-0.132862240790187,-0.340658439244106,-0.224445718947665,-0.356456511773941,0.630030916431665,-0.353215711984259,0.407765003648793,0.207478375656335,-0.45118107814959,-0.125511852817182,0.000164649966189479,0.000310065951041128,0.000144217997322023,1207,"amz_lib_1202_1412","C7 acid",471,592,2151.111111,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",658,689,NA,"C13H26BNO6Si",331,"limonox_S_blob_701",481,577,NA
"606","1202_1412_blob_1210",11,26,25,"dC14","pentaerythritol-C13","methoxyphenol-d3",0.432950954473895,0.651656751265929,0.431040065148288,-0.131308245723629,0.0109929848955523,-0.398363437464488,0.0985062066945844,0.848391260241174,-0.124614238416858,-0.298414917990179,0.614254243958976,-0.308556585847485,3.03714196617383e-05,0.000112743991906584,1.87974937734947e-05,1210,"amz_lib_1202_1412","Humulene",517,598,1490.710383,1490,"D-(-)-Citramalic acid, 3TMS derivative",788,847,1487,"C14H32O5Si3",364,"apin_ox_L_blob_619",572,724,1500
"607","1202_1412_blob_1219",1,7,25,"4-methoxy-benzaldehyde","d-C6diacid","methoxyphenol-d3",0.528086445402105,0.386441269322472,0.23213395324774,-0.178311564436395,-0.218006219821057,-0.373555205408835,-0.162976588622763,0.596517262794281,-0.806016281022797,-0.626225286796197,-0.949698533308891,-0.999930410469083,5.19356114820841e-05,0.000258626900606496,2.28940312949222e-05,1219,"amz_lib_1202_1412","C7 acid",405,505,1851.006711,NA,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic methylboronate",650,667,NA,"C14H31BO6Si2",362,"limonox_L_blob_600",633,689,1843
"608","1202_1412_blob_1238",11,26,25,"dC14","pentaerythritol-C13","methoxyphenol-d3",0.49040366167614,0.204841458153599,0.455616668506203,0.153998330040001,0.442690457166201,0.0408534262508779,0.949085598552956,0.896676028751039,0.191866100140965,0.809296231089944,0.200668282852823,-0.521684097586082,6.89323533417033e-05,0.000331849635238672,3.19906256223242e-05,1238,"amz_lib_1202_1412","C7 acid",439,529,1735.757576,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",662,677,NA,"C13H26BNO6Si",331,"myrc_ox_L_blob_670",663,701,1741
"609","1202_1412_blob_1241",1,7,3,"4-methoxy-benzaldehyde","d-C6diacid","d-anthraquinone",0.716754893459317,0.437200236239396,-0.00230737226305261,-0.201606579841656,-0.0162544550800556,-0.255259092379945,NA,NA,NA,NA,NA,NA,4.35219379199766e-05,0.000311887407798285,5.81470146142872e-06,1241,"amz_lib_1202_1412","farnesol",465,584,1840.268456,1832,"ﬂ-D-Xylofuranose, 1,2-bis-O-(trimethylsilyl)-, cyclic methylboronate",618,695,NA,"C12H27BO5Si2",318,"limonox_S_blob_823",629,695,1843
"610","1202_1412_blob_1246",11,26,12,"dC14","pentaerythritol-C13","dC16",0.17119048073412,0.36927227334353,0.353866216405018,0.0805033339098892,0.12998240234523,-0.159353558178823,NA,NA,NA,NA,NA,NA,6.84456824280408e-05,0.00052635299256201,4.10648399409655e-06,1246,"amz_lib_1202_1412","C7 acid",434,581,1859.060403,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",722,754,NA,"C13H26BNO6Si",331,"limonox_S_blob_649",670,734,1868
"611","1202_1412_blob_1251",11,26,12,"dC14","pentaerythritol-C13","dC16",0.570979375186158,0.549558905835578,0.23574380433143,0.318700445326931,0.436838191545391,0.417084938106685,NA,NA,NA,NA,NA,NA,0.00011545727719481,0.000937176113029339,NA,1251,"amz_lib_1202_1412","FAME18 (Methyl Stearate)",487,624,2161.481481,2161,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5a-hydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-6,11-dioxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-5-yl ester, [1aR-(1aa,2a,5ﬂ,5aﬂ,8aa,9a,10aa)]-",631,632,NA,"C24H32O6",416,"apin_ox_S_blob_592",397,518,NA
"612","1202_1412_blob_1255",25,4,7,"methoxyphenol-d3","d-C10 acid, TMS","d-C6diacid",0.0508232004367542,0.355573216338261,0.537745521070977,0.123865439606286,0.197147497981556,-0.267902948612672,NA,NA,NA,NA,NA,NA,1.61061167769106e-05,0.000108145611607327,3.17392025896976e-06,1255,"amz_lib_1202_1412","galactosan",470,523,1682.424242,1684,"ﬂ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic methylboronate",657,680,NA,"C14H31BO6Si2",362,"limonox_S_blob_720",636,696,1675
"613","1202_1412_blob_1263",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",-0.17144695312249,-0.253458550185589,0.357087594593089,0.0284780852383581,0.191028241139315,-0.178511096535125,0.799985299547251,0.84464566670025,-0.188265487901194,0.359380450474031,-0.292861802174837,-0.618988715763296,0.000149419488060751,0.00074698918427165,6.54567418635426e-05,1263,"amz_lib_1202_1412","beta-caryophyllonic acid, TMS",589,654,1936.912752,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",724,783,NA,"C13H26BNO6Si",331,"limonox_L_blob_589",583,635,1928
"614","1202_1412_blob_1266",11,26,12,"dC14","pentaerythritol-C13","dC16",0.625857899146485,0.528083473353338,0.41154767171751,0.028963419833218,0.253138350395211,0.015535035368994,0.0845890358391185,0.435877471156835,0.416920825932375,0.215002694490766,0.210062014329064,0.228621667600011,9.68562426828579e-05,0.000206238238127105,8.14873028248563e-05,1266,"amz_lib_1202_1412","galactosan",408,489,1686.060606,1684,"ﬂ-D-Glucopyranosiduronic acid, 3-(5-ethylhexahydro-2,4,6-trioxo-5-pyrimidinyl)-1,1-dimethylpropyl 2,3,4-tris-O-(trimethylsilyl)-, methyl ester",582,617,NA,"C27H52N2O10Si3",648,"limonox_L_blob_554",537,660,1678
"615","1202_1412_blob_1268",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.416383346714609,0.304930904802851,0.688243309883318,0.0724097293865766,0.530994491521179,-0.142379029577179,NA,NA,NA,NA,NA,NA,5.59712925524572e-05,0.000431362921042149,3.22612788414564e-06,1268,"amz_lib_1202_1412","linoleic Acid, TMS",512,553,2252.8,2245,"a-D-Glucofuranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,5-bis(butylboronate)",633,669,NA,"C17H34B2O6Si",384,"limonox_S_blob_687",453,649,NA
"616","1202_1412_blob_1274",25,4,11,"methoxyphenol-d3","d-C10 acid, TMS","dC14",0.531641417050383,0.364556797993113,0.484027658728807,0.220154930749722,0.564006523251575,0.0842816819906189,NA,NA,NA,NA,NA,NA,5.76037945767166e-05,0.000467574687440962,NA,1274,"amz_lib_1202_1412","C7 acid",404,558,2007.407407,NA,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",710,784,NA,"C13H26BNO6Si",331,"limonox_S_blob_788",457,624,1989
"617","1202_1412_blob_1280",11,25,26,"dC14","methoxyphenol-d3","pentaerythritol-C13",0.317209016362987,0.443278630715336,0.318056542161438,0.0035090947999844,0.382264760569565,-0.0242948596177059,NA,NA,NA,NA,NA,NA,3.23072504377474e-05,0.000205867269559861,7.92084676310458e-06,1280,"amz_lib_1202_1412","C7 acid",430,509,1591.256831,NA,"N-Acetyl glucosamine methoxime, tetrakis(trimethylsilyl)",634,638,NA,"C21H50N2O6Si4",538,"limonox_S_blob_802",634,681,1594
"618","1202_1412_blob_1309",11,26,12,"dC14","pentaerythritol-C13","dC16",0.0823323757725228,0.340137895277811,-0.277027084601868,-0.0992708361189563,-0.0905738399258177,-0.0375544941262412,-0.154846063937047,0.309951366088424,0.517651224256307,-0.319529999257303,0.050931498172837,0.0331489429354859,6.10815706513092e-05,5.23746728453062e-05,6.23049510457401e-05,1309,"amz_lib_1202_1412","pinic acid 1",599,665,1693.333333,1692,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",720,740,NA,"C13H26BNO6Si",331,"limonox_S_blob_665",676,737,1691
"619","1202_1412_blob_1325",25,11,4,"methoxyphenol-d3","dC14","d-C10 acid, TMS",0.653802658934992,0.237006859995621,0.479060345943755,0.0394155874954498,0.515456548573423,0.117678257955327,NA,NA,NA,NA,NA,NA,2.55487534070709e-05,0.000166179968857811,5.78907830110949e-06,1325,"amz_lib_1202_1412","2-Ketoglutaric acid, tri-TMS",461,540,1619.393939,1629,"1,3-Dioxolane-4-prop-2-enoic acid, 2,2-dimethyl-5-[2-(2-trimethylsilylethoxymethoxy)propyl]-, methyl ester",623,634,NA,"C18H34O6Si",374,"limonox_S_blob_672",613,651,1612
"620","1202_1412_blob_1332",11,26,12,"dC14","pentaerythritol-C13","dC16",0.389126118695287,0.0738004679198933,0.422665816813396,0.370367693213074,0.430720370123303,-0.11812152171837,-0.244947094728445,-0.975139096133985,-0.807943421864856,0.775937316525669,0.356233462560605,0.0869668109310214,5.44695032697737e-05,0.000364377823855033,1.09252040345599e-05,1332,"amz_lib_1202_1412","C7 acid",367,441,2096.296296,NA,"7-Hydroxy-9-[2-(3-hydroxy-hept-6-enyl)-[1,3]dithian-2-yl]-non-4-ynoic acid",585,587,NA,"C20H32O4S2",400,"bcp_ox_L_blob_989",584,615,2087
"621","1202_1412_blob_1333",25,7,4,"methoxyphenol-d3","d-C6diacid","d-C10 acid, TMS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73611172921504e-06,4.9014360299704e-06,3.57237546694776e-06,1333,"amz_lib_1202_1412","ketopinic acid",510,515,1526.775956,1530,"a-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(methylboronate)",594,601,NA,"C11H22B2O6Si",300,"limonox_L_blob_615",824,827,1524
"622","1202_1412_blob_1339",11,26,12,"dC14","pentaerythritol-C13","dC16",0.461358384668213,0.373090365107189,0.288789170580198,0.311649794793889,0.48636996410865,0.114233200153887,NA,NA,NA,NA,NA,NA,6.46397727189569e-05,0.000524686294495217,NA,1339,"amz_lib_1202_1412","beta-nocaryophyllinic acid, TMS",402,562,2146.666667,2127,"Acetic acid, 4,5-dihydroxy-10,13-dimethyl-3-oxohexadecahydrocyclopenta[a]phenanthren-17-yl ester",642,655,NA,"C21H32O5",364,"bcp_ox_L_blob_988",417,669,2192
"623","1202_1412_blob_1341",11,26,12,"dC14","pentaerythritol-C13","dC16",0.627720237531298,0.458293180911417,0.595742447184523,0.324149185173118,0.653557229773346,0.0547635436409308,NA,NA,NA,NA,NA,NA,0.000100117843020578,0.000812664677762943,NA,1341,"amz_lib_1202_1412","beta-nocaryophyllinic acid, TMS",443,567,2142.222222,2127,"ﬂ-D-Galactopyranoside, methyl 2,3-bis-O-(trimethylsilyl)-, cyclic butylboronate",702,735,NA,"C17H37BO6Si2",404,"limonox_S_blob_905",479,716,2120
"624","1202_1412_blob_1342",11,26,12,"dC14","pentaerythritol-C13","dC16",0.390961392067345,0.374471651509193,0.264754181219859,0.110700037994118,0.442215713325242,-0.02903931552844,NA,NA,NA,NA,NA,NA,0.000119051184059451,0.000937847255813591,4.00457577946735e-06,1342,"amz_lib_1202_1412","beta-caryophyllonic acid, TMS",609,653,1932.885906,1931,"a-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",724,767,NA,"C13H26BNO6Si",331,"limonox_S_blob_847",591,681,1925
