BlobID,Compound.Name,Library Name,Library Match Factor,Library Reverse Match Factor,Compound.Name_ES,Library.Match.Factor_ES,Library.Reverse.Match.Factor_ES,LRI.I,Library.RI_ES,Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain,Benzothiazole,Thiol,Library.Reverse.Match.Factor_chamber,Library.RI_chamber
802,20200803_1535_blob_802_,caice_ssa_final_0803_1535,999,999,,,,2286.666667,,Phorbol,689,690,,C20H28O6,364,,,,
861,20200803_1535_blob_861_,caice_ssa_final_0803_1535,999,999,,,,2363.333333,,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",689,708,,C30H48,408,,,,
865,20200803_1535_blob_865_,caice_ssa_final_0803_1535,999,999,,,,1994.444444,,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",689,716,,C19H24O2,284,,,,
912,20200803_1535_blob_912_,caice_ssa_final_0803_1535,999,999,,,,1911.111111,,"Cyclohexane, 1,1-dimethyl-3-methylene-2-[3-(t-butyldimethylsilyloxy)-2-propenyl)-, (Z)-",689,706,,C18H34OSi,294,,,,
1079,20200803_1535_blob_1079_,caice_ssa_final_0803_1535,999,999,,,,2155.725191,,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",689,739,,C20H24N2O,308,,,,
1256,20200803_1535_blob_1256_,caice_ssa_final_0803_1535,999,999,,,,1980.555556,,"‰ñ-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,,C13H26BNO6Si,331,,,,
1005,20200803_0949_blob_1005_,caice_ssa_final_0805_0949,999,999,,,,2336.134454,,tert-Hexadecanethiol,689,709,,C16H34S,258,,T,,
1166,20200803_0949_blob_1166_oil,caice_ssa_final_0805_0949,999,999,,,,2792.23301,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",689,712,,C30H52O2,444,,,,
670,20200803_1535_blob_670_,caice_ssa_final_0803_1535,999,999,,,,1726.582278,,2-Pentadecanone,688,788,1698,C15H30O,226,,,,
1089,20200803_1535_blob_1089_,caice_ssa_final_0803_1535,999,999,,,,2087.022901,,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",688,752,,C20H24N2O,308,,,,
753,20200803_1535_blob_753_,caice_ssa_final_0803_1535,999,999,,,,2161.832061,,"Oxiraneundecanoic acid, 3-pentyl-, methyl ester, trans-",687,705,,C19H36O3,312,,,,
873,20200803_1535_blob_873_,caice_ssa_final_0803_1535,999,999,,,,2286.666667,,Dihydroagathic acid,687,720,,C20H32O4,336,,,,
1237,20200803_0949_blob_1237_oil,caice_ssa_final_0805_0949,999,999,,,,2877.894737,,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",687,763,,C33H56,452,,,,
533,20200803_1535_blob_533_,caice_ssa_final_0803_1535,999,999,,,,2029.007634,,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",686,698,,C16H50O7Si8,578,,,,
798,20200803_1535_blob_798_,caice_ssa_final_0803_1535,999,999,,,,2175.572519,,"Ethanone, 1-(1,2,3,5,6,7-hexahydro-1,1,5,5-tetramethyl-s-indacen-4-yl)-",686,722,,C18H24O,256,,,,
1014,20200803_1535_blob_1014_,caice_ssa_final_0803_1535,999,999,,,,2160.305344,,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,722,,C20H24N2O,308,,,,
1044,20200803_1535_blob_1044_,caice_ssa_final_0803_1535,999,999,,,,2131.29771,,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,732,,C20H24N2O,308,,,,
1075,20200803_1535_blob_1075_,caice_ssa_final_0803_1535,999,999,,,,2120.610687,,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,725,,C20H24N2O,308,,,,
1281,20200803_1535_blob_1281_,caice_ssa_final_0803_1535,999,999,,,,1920.833333,,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",686,690,,C31H52O3,472,,,,
2342,20200803_0949_blob_2342_,caice_ssa_final_0805_0949,999,999,,,,1287.542428,,"2-Hexenoic acid, (E)-, TMS derivative",686,740,,C9H18O2Si,186,,,,
697,20200803_1535_blob_697_oil,caice_ssa_final_0803_1535,999,999,,,,2386.666667,,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,9,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, ethyl ester, [1R-(1‰ñ,4a??,4b‰ñ,10a‰ñ)]-",685,742,,C22H34O2,330,,,,
809,20200803_1535_blob_809_,caice_ssa_final_0803_1535,999,999,,,,2311.666667,,"Androst-2-en-17-one, 3-hydroxy-, (5??)-",685,716,,C19H28O2,288,,,,
972,20200803_1535_blob_972_,caice_ssa_final_0803_1535,999,999,,,,1843.055556,,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",685,715,,C18H28,244,,,,
994,20200803_1535_blob_994_,caice_ssa_final_0803_1535,999,999,,,,2243.333333,,"4-Azido-2-nitrobutyric acid, 2,6-di-t-butyl-4-methoxyphenyl ester",685,696,,C19H28N4O5,392,,,,
1033,20200803_1535_blob_1033_,caice_ssa_final_0803_1535,999,999,,,,1965.277778,,"10,12,14-Nonacosatriynoic acid",685,687,,C29H46O2,426,,,,
1073,20200803_1535_blob_1073_,caice_ssa_final_0803_1535,999,999,,,,2135.877863,,"Dasycarpidan-1-methanol, acetate (ester)",685,705,,C20H26N2O2,326,,,,
1377,20200803_1535_blob_1377_,caice_ssa_final_0803_1535,999,999,,,,2145.038168,,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",685,726,,C19H24O2,284,,,,
1063,20200803_0949_blob_1063_,caice_ssa_final_0805_0949,999,999,,,,1485.227273,,"2,5-cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-hydroxy-4-methyl-",685,855,,C15H24O2,236,,,,
842,20200803_1535_blob_842_,caice_ssa_final_0803_1535,999,999,,,,1894.444444,,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",684,692,,C28H44O4,444,,,,
886,20200803_1535_blob_886_,caice_ssa_final_0803_1535,999,999,,,,2137.40458,,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",684,730,,C19H28O4,320,,,,
981,20200803_1535_blob_981_,caice_ssa_final_0803_1535,999,999,,,,2210,,"Curan-17-oic acid, 2,16-didehydro-20-hydroxy-19-oxo-, methyl ester",684,703,,C20H22N2O4,354,,,,
1011,20200803_1535_blob_1011_,caice_ssa_final_0803_1535,999,999,,,,1918.055556,,"2-Methyl-cis-7,8-epoxynonadecane",684,695,,C20H40O,296,,,,
723,20200803_1535_blob_723_oil,caice_ssa_final_0803_1535,999,999,,,,2288.333333,,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",683,716,,C19H34O2,294,,,,
908,20200803_1535_blob_908_,caice_ssa_final_0803_1535,999,999,,,,2135.877863,,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaen-2-one, anti-",683,748,,C16H14O,222,,,,
999,20200803_1535_blob_999_,caice_ssa_final_0803_1535,999,999,,,,2033.587786,,"Androstan-17-one, 3-ethyl-3-hydroxy-, (5‰ñ)-",683,693,,C21H34O2,318,,,,
710,20200803_1535_blob_710_,caice_ssa_final_0803_1535,999,999,,,,2428.828829,,17-Pentatriacontene,682,683,,C35H70,490,,,,
837,20200803_1535_blob_837_,caice_ssa_final_0803_1535,999,999,,,,2241.666667,,"Phenanthrene, 2,3,5-trimethyl-",682,812,,C17H16,220,,,,
942,20200803_1535_blob_942_,caice_ssa_final_0803_1535,999,999,,,,2250,,"4-Azido-2-nitrobutyric acid, 2,6-di-t-butyl-4-methoxyphenyl ester",682,691,,C19H28N4O5,392,,,,
1078,20200803_1535_blob_1078_,caice_ssa_final_0803_1535,999,999,,,,2135.877863,,"Pseduosarsasapogenin-5,20-dien",682,740,,C27H42O3,414,,,,
1222,20200803_1535_blob_1222_,caice_ssa_final_0803_1535,999,999,,,,1902.777778,,"Cholestan-3-ol, 2-methylene-, (3??,5‰ñ)-",682,770,,C28H48O,400,,,,
844,20200803_0949_blob_844_oil,caice_ssa_final_0805_0949,999,999,,,,2683.495146,,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",682,713,,C30H52O2,444,,,,
962,20200803_1535_blob_962_,caice_ssa_final_0803_1535,999,999,,,,2484.684685,,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",681,685,,C27H36O10,520,,,,
888,20200803_1535_blob_888_,caice_ssa_final_0803_1535,999,999,,,,2122.137405,,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",680,718,,C14H16O6,280,,,,
914,20200803_1535_blob_914_,caice_ssa_final_0803_1535,999,999,,,,1888.888889,,"1,1-Diphenyl-4-phenylthiobut-3-en-1-ol",680,707,,C22H20OS,332,,,,
1230,20200803_1535_blob_1230_,caice_ssa_final_0803_1535,999,999,,,,2160.305344,,‰ñ-N-Normethadol,680,687,,C20H27NO,297,,,,
1102,20200803_0949_blob_1102_oil,caice_ssa_final_0805_0949,999,999,,,,2761.165049,,"2-Methyl-E,E-3,13-octadecadien-1-ol",680,709,,C19H36O,280,,,,
733,20200803_1535_blob_733_,caice_ssa_final_0803_1535,999,999,,,,1933.333333,,Epistephamiersine,679,845,,C21H27NO6,389,,,,
836,20200803_1535_blob_836_,caice_ssa_final_0803_1535,999,999,,,,2330,,"3,12-Oleandione",679,680,,C30H48O2,440,,,,
883,20200803_1535_blob_883_,caice_ssa_final_0803_1535,999,999,,,,1902.777778,,"Cholestan-3-ol, 2-methylene-, (3??,5‰ñ)-",679,734,,C28H48O,400,,,,
1025,20200803_1535_blob_1025_,caice_ssa_final_0803_1535,999,999,,,,2093.129771,,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",679,741,,C19H24O2,284,,,,
1362,20200803_1535_blob_1362_,caice_ssa_final_0803_1535,999,999,,,,2109.923664,,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",679,699,,C14H20O2,220,,,,
675,20200803_1535_blob_675_oil,caice_ssa_final_0803_1535,999,999,,,,2245,,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",678,686,,C27H42O4,430,,,,
720,20200803_1535_blob_720_oil,caice_ssa_final_0803_1535,999,999,,,,2174.045802,,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",678,693,,C26H54,366,,,,
1200,20200803_1535_blob_1200_,caice_ssa_final_0803_1535,999,999,,,,2952.57732,,"Cholest-5-en-3-ol (3??)-, tetradecanoate",678,735,,C41H72O2,596,,,,
1280,20200803_0949_blob_1280_,caice_ssa_final_0805_0949,999,999,,,,1696.202532,,"1-(1,3-Dimethyl-buta-1,3-dienyl)-3,7,7-trimethyl-2-oxa-bicyclo[3.2.0]hept-3-ene",678,724,,C15H22O,218,,,,
851,20200803_1535_blob_851_,caice_ssa_final_0803_1535,999,999,,,,2135.877863,,"1,3-Diphenyl-3-methylcyclopropene",677,790,,C16H14,206,,,,
1890,20200803_0949_blob_1890_,caice_ssa_final_0805_0949,999,999,,,,1971.830986,,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",677,718,,C14H22N2O2,250,,,,
702,20200803_1535_blob_702_,caice_ssa_final_0803_1535,999,999,,,,1852.777778,,"1,3-O-Benzylidene glyceryl-2-myristate",676,679,,C24H38O3,374,,,,
1037,20200803_1535_blob_1037_,caice_ssa_final_0803_1535,999,999,,,,2187.78626,,Dicyclohexylsulphide,676,826,,C12H22S,198,,,,
1434,20200803_0949_blob_1434_,caice_ssa_final_0805_0949,999,999,,,,1793.670886,,"Cyclopropa[c,d]pentalene-1,3-dione, hexahydro-4-(2-methyl-2-propenyl)-2,2,4-trimethyl-",676,706,,C15H20O2,232,,,,
1765,20200803_0949_blob_1765_,caice_ssa_final_0805_0949,999,999,,,,1459.090909,,"Iodoacetic Acid, TMS derivative",676,734,,C5H11IO2Si,258,,,,
830,20200803_1535_blob_830_,caice_ssa_final_0803_1535,999,999,,,,2013.740458,,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",675,701,,C19H24O2,284,,,,
868,20200803_1535_blob_868_,caice_ssa_final_0803_1535,999,999,,,,2251.666667,,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",675,758,,C14H20O2,220,,,,
1028,20200803_1535_blob_1028_,caice_ssa_final_0803_1535,999,999,,,,1902.777778,,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,,C22H42O3,354,,,,
905,20200803_0949_blob_905_,caice_ssa_final_0805_0949,999,999,,,,1973.239437,,"10,13-Dioxatricyclo[7.3.1.0(4,9)]tridecan-5-ol-2-carboxylic acid, 4-methyl-11-(1-propenyl)-, methyl ester",675,738,,C17H26O5,310,,,,
790,20200803_1535_blob_790_,caice_ssa_final_0803_1535,999,999,,,,2609.708738,,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",674,706,,C30H52O2,444,,,,
794,20200803_1535_blob_794_,caice_ssa_final_0803_1535,999,999,,,,1746.835443,,"10a,12a-Dimethyl-hexadecahydro-2-oxa-chrysen-3-one",674,677,,C19H30O2,290,,,,
910,20200803_1535_blob_910_,caice_ssa_final_0803_1535,999,999,,,,1929.166667,,"Tertbutyloxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",674,690,,C14H24N2O2,252,,,,
1141,20200803_1535_blob_1141_,caice_ssa_final_0803_1535,999,999,,,,2027.480916,,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a‰ñ,6??,6a‰ñ,9??,9a??,9b‰ñ)]-",674,698,,C17H24O6,324,,,,
1184,20200803_1535_blob_1184_,caice_ssa_final_0803_1535,999,999,,,,1902.777778,,"10,12,14-Nonacosatriynoic acid",674,676,,C29H46O2,426,,,,
1405,20200803_1535_blob_1405_,caice_ssa_final_0803_1535,999,999,,,,1791.139241,,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,,C13H16O,188,,,,
736,20200803_1535_blob_736_,caice_ssa_final_0803_1535,999,999,,,,2166.412214,,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",673,719,,C20H34,274,,,,
811,20200803_1535_blob_811_,caice_ssa_final_0803_1535,999,999,,,,2210,,"Benzene, 1,1'-tetradecylidenebis-",673,721,,C26H38,350,,,,
833,20200803_1535_blob_833_,caice_ssa_final_0803_1535,999,999,,,,2167.938931,,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",673,757,,C14H20O2,220,,,,
904,20200803_0949_blob_904_,caice_ssa_final_0805_0949,999,999,,,,2041.538462,,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",673,762,,C14H44O6Si7,504,,,,
1129,20200803_0949_blob_1129_oil,caice_ssa_final_0805_0949,999,999,,,,2774.757282,,"Spiro[4.5]decan-7-one, 1,8-dimethyl-8,9-epoxy-4-isopropyl-",673,727,,C15H24O2,236,,,,
1051,20200803_1535_blob_1051_,caice_ssa_final_0803_1535,999,999,,,,1919.444444,,"Dodecanoic acid, 3-hydroxy-",672,695,,C12H24O3,216,,,,
897,20200803_1535_blob_897_,caice_ssa_final_0803_1535,999,999,,,,2248.333333,,"5H-Cyclopropa(3,4)benz(1,2-e)azulen-5-one, 1,1a-‰ñ,1b-??,4,4a,7a-‰ñ,7b,8,9,9a-decahydro-4a-??,7b-‰ñ,9a-‰ñ-trihydroxy-3-(hydroxymethyl)-1,1,6,8-‰ñ-tetramethyl-, 9a-isobutyrate",671,677,,C24H34O6,418,,,,
850,20200803_1535_blob_850_,caice_ssa_final_0803_1535,999,999,,,,2290,,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2‰ñ,5??,6‰ñ,18??)-",670,688,,C21H24N2O2,336,,,,
1343,20200803_1535_blob_1343_,caice_ssa_final_0803_1535,999,999,,,,2085.496183,,14-Formol-9-hydroxyarteether,670,676,,C17H26O7,342,,,,
928,20200803_0949_blob_928_,caice_ssa_final_0805_0949,999,999,,,,1952.112676,,"Linolool oxide, (Z)-, TMS derivative",670,819,,C13H26O2Si,242,,,,
967,20200803_1535_blob_967_,caice_ssa_final_0803_1535,999,999,,,,1772.151899,,"Prosta-5,13-dien-1-oic acid, 9,11-epidioxy-15-[[(4-methylphenyl)sulfonyl]oxy]-, methyl ester, (5Z,9‰ñ,11‰ñ,13E,15S)-",669,685,,C24H42O5Si,438,,,,
982,20200803_1535_blob_982_,caice_ssa_final_0803_1535,999,999,,,,2220,,"6-[4-(Tetrahydro-pyran-2-yloxy)-but-1-ynyl]-1,4-dioxa-spiro[4.5]decan-6-ol",669,693,,C17H26O5,310,,,,
1001,20200803_1535_blob_1001_,caice_ssa_final_0803_1535,999,999,,,,1970.833333,,"‰ñ-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",669,681,,C17H37BO6Si2,404,,,,
1149,20200803_1535_blob_1149_,caice_ssa_final_0803_1535,999,999,,,,2123.664122,,"Ethyl 1-(8-dimethylamino-1-naphthyl)-1H-1,2,3-triazole-5-carboxylate",669,690,,C17H18N4O2,310,,,,
1624,20200803_1535_blob_1624_,caice_ssa_final_0803_1535,999,999,,,,2884.536082,,"Tetracosa-2,6,14,18,22-pentaene-10,11-diol, 2,6,10,15,19,23-hexamethyl-",669,698,,C30H52O2,444,,,,
663,20200803_1535_blob_663_,caice_ssa_final_0803_1535,999,999,,,,1965.277778,,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",668,697,,C13H22OSi2,250,,,,
666,20200803_1535_blob_666_oil,caice_ssa_final_0803_1535,999,999,,,,2280,,"Hexadecanoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",668,678,,C26H42O4,418,,,,
778,20200803_1535_blob_778_,caice_ssa_final_0803_1535,999,999,,,,2376.666667,,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",668,687,,C17H22N2O3,302,,,,
834,20200803_1535_blob_834_,caice_ssa_final_0803_1535,999,999,,,,2323.333333,,3??-Myristoylolean-12-en-16??-ol,668,704,,C44H76O3,652,,,,
940,20200803_1535_blob_940_,caice_ssa_final_0803_1535,999,999,,,,2128.244275,,"(22S)-6‰ñ,11??,21-Trihydroxy-16‰ñ,17‰ñ-propylmethylenedioxypregna-1,4-diene-3,20-dione",668,670,,C25H34O7,446,,,,
1067,20200803_1535_blob_1067_,caice_ssa_final_0803_1535,999,999,,,,1994.444444,,"1-Naphthol, 2,5,8-trimethyl-",668,778,,C13H14O,186,,,,
1154,20200803_1535_blob_1154_,caice_ssa_final_0803_1535,999,999,,,,2029.007634,,‰ñ-N-Normethadol,668,683,,C20H27NO,297,,,,
824,20200803_1535_blob_824_,caice_ssa_final_0803_1535,999,999,,,,2381.666667,,"Olean-12-ene-3,28-diol, (3??)-",667,747,,C30H50O2,442,,,,
909,20200803_1535_blob_909_,caice_ssa_final_0803_1535,999,999,,,,2178.625954,,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",667,768,,C20H34,274,,,,
935,20200803_1535_blob_935_,caice_ssa_final_0803_1535,999,999,,,,2409.009009,,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",667,669,,C27H36O10,520,,,,
808,20200803_1535_blob_808_,caice_ssa_final_0803_1535,999,999,,,,1843.055556,,"Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",666,683,1848,C16H24O3,264,,,,
922,20200803_1535_blob_922_,caice_ssa_final_0803_1535,999,999,,,,1905.555556,,"2-Isopropylidene-3-methyl-1-phenyl-hexa-3,5-dien-1-one",666,696,,C16H18O,226,,,,
740,20200803_1535_blob_740_,caice_ssa_final_0803_1535,999,999,,,,2067.175573,,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",665,706,,C13H12N2S,228,,,,
835,20200803_1535_blob_835_,caice_ssa_final_0803_1535,999,999,,,,1893.055556,,"Androst-5,7-dien-3-ol-17-one",665,695,,C19H26O2,286,,,,
874,20200803_1535_blob_874_,caice_ssa_final_0803_1535,999,999,,,,1909.722222,,"Acethydrazide, 2-(2-benzothiazolylthio)-N2-(3-fluorobenzylideno)-",665,679,,C16H12FN3OS2,345,T,,,
904,20200803_1535_blob_904_,caice_ssa_final_0803_1535,999,999,,,,2035.114504,,"18,19-Secoyohimban-19-oic acid, 16,17,20,21-tetradehydro-16-(hydroxymethyl)-, methyl ester, (15??,16E)-",665,694,,C21H24N2O3,352,,,,
636,20200803_0949_blob_636_,caice_ssa_final_0805_0949,999,999,,,,1881.690141,,Epistephamiersine,665,765,,C21H27NO6,389,,,,
777,20200803_0949_blob_777_,caice_ssa_final_0805_0949,999,999,,,,1912.676056,,"3-Methyl-6,7-benzoisoquinoline",665,751,,C14H11N,193,,,,
2405,20200803_0949_blob_2405_,caice_ssa_final_0805_0949,999,999,,,,1333.290656,,"2-Hydroxyisocaproic acid, TMS derivative",665,673,,C9H20O3Si,204,,,,
1007,20200803_1535_blob_1007_,caice_ssa_final_0803_1535,999,999,,,,2070.229008,,"Benzophenone, 2'-hydroxy-5'-methoxy-",664,784,,C14H12O3,228,,,,
1096,20200803_1535_blob_1096_,caice_ssa_final_0803_1535,999,999,,,,2047.328244,,"Cholesta-4,6-dien-3-ol, (3??)-",664,726,,C27H44O,384,,,,
1168,20200803_1535_blob_1168_,caice_ssa_final_0803_1535,999,999,,,,2125.19084,,"2-Propenoic acid, 2-[(3,3a,4,5,6,6a-hexahydro-3-oxo-2-phenyl-4,6-methanopentalen-6a-yl)oxy]-, methyl ester",664,730,,C19H18O4,310,,,,
1169,20200803_1535_blob_1169_,caice_ssa_final_0803_1535,999,999,,,,1963.888889,,"2-Undecen-1-ol, (E)-, TMS derivative",664,775,,C14H30OSi,242,,,,
1852,20200803_0949_blob_1852_,caice_ssa_final_0805_0949,999,999,,,,1295.246671,,"2-Oxovaleric acid, TBDMS derivative",664,669,,C11H22O3Si,230,,,,
620,20200803_0949_blob_620_,caice_ssa_final_0805_0949,999,999,,,,1945.070423,,"Linolool oxide, (E)-, TMS derivative",663,844,,C13H26O2Si,242,,,,
668,20200803_1535_blob_668_,caice_ssa_final_0803_1535,999,999,,,,1528.813559,,"1H-Pyrazole, 3,5-bis(1,1-dimethylethyl)-4-methyl-",662,684,,C12H22N2,194,,,,
718,20200803_1535_blob_718_,caice_ssa_final_0803_1535,999,999,,,,2265,,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",662,700,,C13H12N2S,228,,,,
1069,20200803_1535_blob_1069_,caice_ssa_final_0803_1535,999,999,,,,1840.277778,,tert-Hexadecanethiol,662,675,,C16H34S,258,,T,,
1198,20200803_1535_blob_1198_,caice_ssa_final_0803_1535,999,999,,,,2041.221374,,"Methyl glycocholate, 3TMS derivative",662,680,,C36H69NO6Si3,695,,,,
1241,20200803_1535_blob_1241_,caice_ssa_final_0803_1535,999,999,,,,2094.656489,,"Isobenzofuran, 1,3-dihydro-1,1-dimethyl-3-phenyl-",662,813,,C16H16O,224,,,,
676,20200803_1535_blob_676_,caice_ssa_final_0803_1535,999,999,,,,2164.885496,,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",661,684,,C12H10ClN3S,263,,,,
763,20200803_1535_blob_763_,caice_ssa_final_0803_1535,999,999,,,,1510.734463,,Ethyl 2-ethyl-3-methyl-3-trimethylsilyloxyvalerate,661,667,,C13H28O3Si,260,,,,
939,20200803_1535_blob_939_,caice_ssa_final_0803_1535,999,999,,,,1941.666667,,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",661,676,,C31H52O3,472,,,,
1153,20200803_1535_blob_1153_,caice_ssa_final_0803_1535,999,999,,,,2250,,"Benzene, 1,1'-(2,2-dichloroethylidene)bis[4-ethyl-",661,710,2224,C18H20Cl2,306,,,,
1194,20200803_1535_blob_1194_,caice_ssa_final_0803_1535,999,999,,,,1976.388889,,"2-Methyl-cis-7,8-epoxynonadecane",660,673,,C20H40O,296,,,,
812,20200803_1535_blob_812_,caice_ssa_final_0803_1535,999,999,,,,2330,,"3,12-Oleandione",659,659,,C30H48O2,440,,,,
948,20200803_1535_blob_948_,caice_ssa_final_0803_1535,999,999,,,,2517.117117,,"2,6,9,12,16-Pentamethylheptadeca-2,6,11,15-tetraene-9-carboxylic acid",659,723,,C23H38O2,346,,,,
31,20200803_1535_blob_31_,caice_ssa_final_0803_1535,999,999,,,,1806.944444,,"1,3,3,5,5-Pentamethylcyclohexanol",658,710,,C11H22O,170,,,,
863,20200803_1535_blob_863_,caice_ssa_final_0803_1535,999,999,,,,2228.333333,,"Phenanthrene, 2,3,5-trimethyl-",658,813,,C17H16,220,,,,
1188,20200803_1535_blob_1188_,caice_ssa_final_0803_1535,999,999,,,,2263.333333,,Fluprednisolone,658,660,,C21H27FO5,378,,,,
869,20200803_0949_blob_869_,caice_ssa_final_0805_0949,999,999,,,,2050.769231,,"10,12-Docosadiynedioic acid, 2TMS derivative",658,667,,C28H50O4Si2,506,,,,
914,20200803_0949_blob_914_,caice_ssa_final_0805_0949,999,999,,,,2130.769231,,"Pentacyclo[9.1.0.0(2,4).0(5,7).0(8,10)]dodecane, 3,3,6,6,9,9,12,12-octamethyl-, anti,syn,anti-",658,738,,C20H32,272,,,,
947,20200803_0949_blob_947_,caice_ssa_final_0805_0949,999,999,,,,1730.379747,,"Formic acid, 2-bromomethyl-4,4-dimethyl-3-(3-oxobut-1-enyl)cyclohex-2-enyl ester",658,684,,C14H19BrO3,314,,,,
21,20200803_1535_blob_21_,caice_ssa_final_0803_1535,999,999,,,,1526.553672,,"5,7-Di-tert-butyl-8-hydroxy-3-methyl-3H-1,4-benzoxathiin-2-one",657,663,,C17H24O3S,308,,,,
829,20200803_1535_blob_829_,caice_ssa_final_0803_1535,999,999,,,,2313.333333,,"1,3-Dimethyl 5-(methoxyimino)-4,6-dimethyl-2-oxocyclohexa-1(6),3-diene-1,3-dicarboxylate",657,725,,C13H15NO6,281,,,,
1260,20200803_1535_blob_1260_,caice_ssa_final_0803_1535,999,999,,,,2656.31068,,"Benzo[c]phenanthrene, 5-methyl-",657,713,,C19H14,242,,,,
780,20200803_0949_blob_780_,caice_ssa_final_0805_0949,999,999,,,,1894.366197,,Ethyl iso-allocholate,657,669,,C26H44O5,436,,,,
920,20200803_0949_blob_920_,caice_ssa_final_0805_0949,999,999,,,,1888.732394,,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,,C27H50O6,470,,,,
