Compound.Name,Kovats (d-alkane),Compound.Name_NISTmain,Library.Match.Factor_NISTmain,Library.Reverse.Match.Factor_NISTmain,Library.RI_NISTmain,Library.Formula_NISTmain,Library.Molecular.Weight_NISTmain
20200803_1535_blob_1160_,2012.21374,"10,12,14-Nonacosatriynoic acid",691,696,,C29H46O2,426
20200803_1535_blob_856_,2527.927928,"Benzo[b]naphtho[e](1-oxoindano)[2,3-h]bicylo[2.2.2]octane",690,751,,C27H18O,358
20200803_1535_blob_1166_,2039.694656,?§-N-Normethadol,690,694,,C20H27NO,297
20200803_1535_blob_802_,2286.666667,Phorbol,689,690,,C20H28O6,364
20200803_1535_blob_861_,2363.333333,"2,6,10,14,18,22-Tetracosahexaene, 2,6,10,15,19,23-hexamethyl-, (all-E)-, didehydro deriv.",689,708,,C30H48,408
20200803_1535_blob_865_,1994.444444,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",689,716,,C19H24O2,284
20200803_1535_blob_912_,1911.111111,"Cyclohexane, 1,1-dimethyl-3-methylene-2-[3-(t-butyldimethylsilyloxy)-2-propenyl)-, (Z)-",689,706,,C18H34OSi,294
20200803_1535_blob_1079_,2155.725191,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",689,739,,C20H24N2O,308
20200803_1535_blob_1256_,1980.555556,"?§-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-O-(trimethylsilyl)-, cyclic methylboronate",689,731,,C13H26BNO6Si,331
20200803_0949_blob_1005_,2336.134454,tert-Hexadecanethiol,689,709,,C16H34S,258
20200803_0949_blob_1166_oil,2792.23301,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",689,712,,C30H52O2,444
20200803_1535_blob_670_,1726.582278,2-Pentadecanone,688,788,1698,C15H30O,226
20200803_1535_blob_1089_,2087.022901,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",688,752,,C20H24N2O,308
20200803_1535_blob_753_,2161.832061,"Oxiraneundecanoic acid, 3-pentyl-, methyl ester, trans-",687,705,,C19H36O3,312
20200803_1535_blob_873_,2286.666667,Dihydroagathic acid,687,720,,C20H32O4,336
20200803_0949_blob_1237_oil,2877.894737,"1,1,6-trimethyl-3-methylene-2-(3,6,9,13-tetramethyl-6-ethenye-10,14-dimethylene-pentadec-4-enyl)cyclohexane",687,763,,C33H56,452
20200803_1535_blob_533_,2029.007634,"Octasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13,15,15-hexadecamethyl-",686,698,,C16H50O7Si8,578
20200803_1535_blob_798_,2175.572519,"Ethanone, 1-(1,2,3,5,6,7-hexahydro-1,1,5,5-tetramethyl-s-indacen-4-yl)-",686,722,,C18H24O,256
20200803_1535_blob_1014_,2160.305344,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,722,,C20H24N2O,308
20200803_1535_blob_1044_,2131.29771,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,732,,C20H24N2O,308
20200803_1535_blob_1075_,2120.610687,"Acetamide, N-[2-(3-ethyl-1-methyl-9H-carbazol-2-yl)ethyl]-N-methyl-",686,725,,C20H24N2O,308
20200803_1535_blob_1281_,1920.833333,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",686,690,,C31H52O3,472
20200803_0949_blob_2342_,1287.542428,"2-Hexenoic acid, (E)-, TMS derivative",686,740,,C9H18O2Si,186
20200803_1535_blob_697_oil,2386.666667,"1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,9,10,10a-decahydro-1,4a-dimethyl-7-(1-methylethyl)-, ethyl ester, [1R-(1?§,4a??,4b?§,10a?§)]-",685,742,,C22H34O2,330
20200803_1535_blob_809_,2311.666667,"Androst-2-en-17-one, 3-hydroxy-, (5??)-",685,716,,C19H28O2,288
20200803_1535_blob_972_,1843.055556,"Naphthalene, 6,7-diethyl-1,2,3,4-tetrahydro-1,1,4,4-tetramethyl-",685,715,,C18H28,244
20200803_1535_blob_994_,2243.333333,"4-Azido-2-nitrobutyric acid, 2,6-di-t-butyl-4-methoxyphenyl ester",685,696,,C19H28N4O5,392
20200803_1535_blob_1033_,1965.277778,"10,12,14-Nonacosatriynoic acid",685,687,,C29H46O2,426
20200803_1535_blob_1073_,2135.877863,"Dasycarpidan-1-methanol, acetate (ester)",685,705,,C20H26N2O2,326
20200803_1535_blob_1377_,2145.038168,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",685,726,,C19H24O2,284
20200803_0949_blob_1063_,1485.227273,"2,5-cyclohexadien-1-one, 2,6-bis(1,1-dimethylethyl)-4-hydroxy-4-methyl-",685,855,,C15H24O2,236
20200803_1535_blob_842_,1894.444444,"9-Octadecenoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",684,692,,C28H44O4,444
20200803_1535_blob_886_,2137.40458,"2-Cyclohexene-1-carboxylic acid, 2-(7-hydroxy-3-methyl-1,3-octadienyl)-1,3-dimethyl-4-oxo-, methyl ester, [R-[R*,S*-(E,E)]]-",684,730,,C19H28O4,320
20200803_1535_blob_981_,2210,"Curan-17-oic acid, 2,16-didehydro-20-hydroxy-19-oxo-, methyl ester",684,703,,C20H22N2O4,354
20200803_1535_blob_1011_,1918.055556,"2-Methyl-cis-7,8-epoxynonadecane",684,695,,C20H40O,296
20200803_1535_blob_723_oil,2288.333333,"E,E,Z-1,3,12-Nonadecatriene-5,14-diol",683,716,,C19H34O2,294
20200803_1535_blob_908_,2135.877863,"Tricyclo[8.4.1.1(3,8)]hexadeca-3,5,7,10,12,14-hexaen-2-one, anti-",683,748,,C16H14O,222
20200803_1535_blob_999_,2033.587786,"Androstan-17-one, 3-ethyl-3-hydroxy-, (5?§)-",683,693,,C21H34O2,318
20200803_1535_blob_710_,2428.828829,17-Pentatriacontene,682,683,,C35H70,490
20200803_1535_blob_837_,2241.666667,"Phenanthrene, 2,3,5-trimethyl-",682,812,,C17H16,220
20200803_1535_blob_942_,2250,"4-Azido-2-nitrobutyric acid, 2,6-di-t-butyl-4-methoxyphenyl ester",682,691,,C19H28N4O5,392
20200803_1535_blob_1078_,2135.877863,"Pseduosarsasapogenin-5,20-dien",682,740,,C27H42O3,414
20200803_1535_blob_1222_,1902.777778,"Cholestan-3-ol, 2-methylene-, (3??,5?§)-",682,770,,C28H48O,400
20200803_0949_blob_844_oil,2683.495146,"Tricyclo[20.8.0.0(7,16)]triacontane, 1(22),7(16)-diepoxy-",682,713,,C30H52O2,444
20200803_1535_blob_962_,2484.684685,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",681,685,,C27H36O10,520
20200803_1535_blob_888_,2122.137405,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",680,718,,C14H16O6,280
20200803_1535_blob_914_,1888.888889,"1,1-Diphenyl-4-phenylthiobut-3-en-1-ol",680,707,,C22H20OS,332
20200803_1535_blob_1230_,2160.305344,?§-N-Normethadol,680,687,,C20H27NO,297
20200803_0949_blob_1102_oil,2761.165049,"2-Methyl-E,E-3,13-octadecadien-1-ol",680,709,,C19H36O,280
20200803_1535_blob_733_,1933.333333,Epistephamiersine,679,845,,C21H27NO6,389
20200803_1535_blob_836_,2330,"3,12-Oleandione",679,680,,C30H48O2,440
20200803_1535_blob_883_,1902.777778,"Cholestan-3-ol, 2-methylene-, (3??,5?§)-",679,734,,C28H48O,400
20200803_1535_blob_1025_,2093.129771,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",679,741,,C19H24O2,284
20200803_1535_blob_1362_,2109.923664,"Propanoic acid, 2-methyl-3-[4-t-butyl]phenyl-",679,699,,C14H20O2,220
20200803_1535_blob_675_oil,2245,"Propanoic acid, 2-(3-acetoxy-4,4,14-trimethylandrost-8-en-17-yl)-",678,686,,C27H42O4,430
20200803_1535_blob_720_oil,2174.045802,"Octadecane, 3-ethyl-5-(2-ethylbutyl)-",678,693,,C26H54,366
20200803_1535_blob_1200_,2952.57732,"Cholest-5-en-3-ol (3??)-, tetradecanoate",678,735,,C41H72O2,596
20200803_0949_blob_1280_,1696.202532,"1-(1,3-Dimethyl-buta-1,3-dienyl)-3,7,7-trimethyl-2-oxa-bicyclo[3.2.0]hept-3-ene",678,724,,C15H22O,218
20200803_1535_blob_851_,2135.877863,"1,3-Diphenyl-3-methylcyclopropene",677,790,,C16H14,206
20200803_0949_blob_1890_,1971.830986,"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",677,718,,C14H22N2O2,250
20200803_1535_blob_702_,1852.777778,"1,3-O-Benzylidene glyceryl-2-myristate",676,679,,C24H38O3,374
20200803_1535_blob_1037_,2187.78626,Dicyclohexylsulphide,676,826,,C12H22S,198
20200803_0949_blob_1434_,1793.670886,"Cyclopropa[c,d]pentalene-1,3-dione, hexahydro-4-(2-methyl-2-propenyl)-2,2,4-trimethyl-",676,706,,C15H20O2,232
20200803_0949_blob_1765_,1459.090909,"Iodoacetic Acid, TMS derivative",676,734,,C5H11IO2Si,258
20200803_1535_blob_830_,2013.740458,"5,7,9(11)-Androstatriene, 3-hydroxy-17-oxo-",675,701,,C19H24O2,284
20200803_1535_blob_868_,2251.666667,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",675,758,,C14H20O2,220
20200803_1535_blob_1028_,1902.777778,"Oxiranedodecanoic acid, 3-octyl-, cis-",675,688,,C22H42O3,354
20200803_0949_blob_905_,1973.239437,"10,13-Dioxatricyclo[7.3.1.0(4,9)]tridecan-5-ol-2-carboxylic acid, 4-methyl-11-(1-propenyl)-, methyl ester",675,738,,C17H26O5,310
20200803_1535_blob_790_,2609.708738,"4,4,6a,6b,8a,11,12,14b-Octamethyl-docosahydropicene-3,13-diol",674,706,,C30H52O2,444
20200803_1535_blob_794_,1746.835443,"10a,12a-Dimethyl-hexadecahydro-2-oxa-chrysen-3-one",674,677,,C19H30O2,290
20200803_1535_blob_910_,1929.166667,"Tertbutyloxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",674,690,,C14H24N2O2,252
20200803_1535_blob_1141_,2027.480916,"Azuleno[4,5-b]furan-2(3H)-one, 9a-[(acetyloxy)methyl]decahydro-6a,9-dihydroxy-6-methyl-3-methylene-, [3aS-(3a?§,6??,6a?§,9??,9a??,9b?§)]-",674,698,,C17H24O6,324
20200803_1535_blob_1184_,1902.777778,"10,12,14-Nonacosatriynoic acid",674,676,,C29H46O2,426
20200803_1535_blob_1405_,1791.139241,"1(2H)-Naphthalenone, 3,4-dihydro-4,5,6-trimethyl-",674,723,,C13H16O,188
20200803_1535_blob_736_,2166.412214,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",673,719,,C20H34,274
20200803_1535_blob_811_,2210,"Benzene, 1,1'-tetradecylidenebis-",673,721,,C26H38,350
20200803_1535_blob_833_,2167.938931,"Benzo[b]dihydropyran, 6-hydroxy-4,4,5,7,8-pentamethyl-",673,757,,C14H20O2,220
20200803_0949_blob_904_,2041.538462,"Heptasiloxane, 1,1,3,3,5,5,7,7,9,9,11,11,13,13-tetradecamethyl-",673,762,,C14H44O6Si7,504
20200803_0949_blob_1129_oil,2774.757282,"Spiro[4.5]decan-7-one, 1,8-dimethyl-8,9-epoxy-4-isopropyl-",673,727,,C15H24O2,236
20200803_1535_blob_1051_,1919.444444,"Dodecanoic acid, 3-hydroxy-",672,695,,C12H24O3,216
20200803_1535_blob_897_,2248.333333,"5H-Cyclopropa(3,4)benz(1,2-e)azulen-5-one, 1,1a-?§,1b-??,4,4a,7a-?§,7b,8,9,9a-decahydro-4a-??,7b-?§,9a-?§-trihydroxy-3-(hydroxymethyl)-1,1,6,8-?§-tetramethyl-, 9a-isobutyrate",671,677,,C24H34O6,418
20200803_1535_blob_850_,2290,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2?§,5??,6?§,18??)-",670,688,,C21H24N2O2,336
20200803_1535_blob_1343_,2085.496183,14-Formol-9-hydroxyarteether,670,676,,C17H26O7,342
20200803_0949_blob_928_,1952.112676,"Linolool oxide, (Z)-, TMS derivative",670,819,,C13H26O2Si,242
20200803_1535_blob_967_,1772.151899,"Prosta-5,13-dien-1-oic acid, 9,11-epidioxy-15-[[(4-methylphenyl)sulfonyl]oxy]-, methyl ester, (5Z,9?§,11?§,13E,15S)-",669,685,,C24H42O5Si,438
20200803_1535_blob_982_,2220,"6-[4-(Tetrahydro-pyran-2-yloxy)-but-1-ynyl]-1,4-dioxa-spiro[4.5]decan-6-ol",669,693,,C17H26O5,310
20200803_1535_blob_1001_,1970.833333,"?§-D-Galactopyranoside, methyl 2,6-bis-O-(trimethylsilyl)-, cyclic butylboronate",669,681,,C17H37BO6Si2,404
20200803_1535_blob_1149_,2123.664122,"Ethyl 1-(8-dimethylamino-1-naphthyl)-1H-1,2,3-triazole-5-carboxylate",669,690,,C17H18N4O2,310
20200803_1535_blob_1624_,2884.536082,"Tetracosa-2,6,14,18,22-pentaene-10,11-diol, 2,6,10,15,19,23-hexamethyl-",669,698,,C30H52O2,444
20200803_1535_blob_663_,1965.277778,"2,4,6-Cycloheptatrien-1-one, 3,5-bis-trimethylsilyl-",668,697,,C13H22OSi2,250
20200803_1535_blob_666_oil,2280,"Hexadecanoic acid, (2-phenyl-1,3-dioxolan-4-yl)methyl ester, cis-",668,678,,C26H42O4,418
20200803_1535_blob_778_,2376.666667,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",668,687,,C17H22N2O3,302
20200803_1535_blob_834_,2323.333333,3??-Myristoylolean-12-en-16??-ol,668,704,,C44H76O3,652
20200803_1535_blob_940_,2128.244275,"(22S)-6?§,11??,21-Trihydroxy-16?§,17?§-propylmethylenedioxypregna-1,4-diene-3,20-dione",668,670,,C25H34O7,446
20200803_1535_blob_1067_,1994.444444,"1-Naphthol, 2,5,8-trimethyl-",668,778,,C13H14O,186
20200803_1535_blob_1154_,2029.007634,?§-N-Normethadol,668,683,,C20H27NO,297
20200803_1535_blob_824_,2381.666667,"Olean-12-ene-3,28-diol, (3??)-",667,747,,C30H50O2,442
20200803_1535_blob_909_,2178.625954,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",667,768,,C20H34,274
20200803_1535_blob_935_,2409.009009,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",667,669,,C27H36O10,520
20200803_1535_blob_808_,1843.055556,"Benzoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",666,683,1848,C16H24O3,264
20200803_1535_blob_922_,1905.555556,"2-Isopropylidene-3-methyl-1-phenyl-hexa-3,5-dien-1-one",666,696,,C16H18O,226
20200803_1535_blob_740_,2067.175573,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",665,706,,C13H12N2S,228
20200803_1535_blob_835_,1893.055556,"Androst-5,7-dien-3-ol-17-one",665,695,,C19H26O2,286
20200803_1535_blob_874_,1909.722222,"Acethydrazide, 2-(2-benzothiazolylthio)-N2-(3-fluorobenzylideno)-",665,679,,C16H12FN3OS2,345
20200803_1535_blob_904_,2035.114504,"18,19-Secoyohimban-19-oic acid, 16,17,20,21-tetradehydro-16-(hydroxymethyl)-, methyl ester, (15??,16E)-",665,694,,C21H24N2O3,352
20200803_0949_blob_636_,1881.690141,Epistephamiersine,665,765,,C21H27NO6,389
20200803_0949_blob_777_,1912.676056,"3-Methyl-6,7-benzoisoquinoline",665,751,,C14H11N,193
20200803_0949_blob_2405_,1333.290656,"2-Hydroxyisocaproic acid, TMS derivative",665,673,,C9H20O3Si,204
20200803_1535_blob_1007_,2070.229008,"Benzophenone, 2'-hydroxy-5'-methoxy-",664,784,,C14H12O3,228
20200803_1535_blob_1096_,2047.328244,"Cholesta-4,6-dien-3-ol, (3??)-",664,726,,C27H44O,384
20200803_1535_blob_1168_,2125.19084,"2-Propenoic acid, 2-[(3,3a,4,5,6,6a-hexahydro-3-oxo-2-phenyl-4,6-methanopentalen-6a-yl)oxy]-, methyl ester",664,730,,C19H18O4,310
20200803_1535_blob_1169_,1963.888889,"2-Undecen-1-ol, (E)-, TMS derivative",664,775,,C14H30OSi,242
20200803_0949_blob_1852_,1295.246671,"2-Oxovaleric acid, TBDMS derivative",664,669,,C11H22O3Si,230
20200803_0949_blob_620_,1945.070423,"Linolool oxide, (E)-, TMS derivative",663,844,,C13H26O2Si,242
20200803_1535_blob_668_,1528.813559,"1H-Pyrazole, 3,5-bis(1,1-dimethylethyl)-4-methyl-",662,684,,C12H22N2,194
20200803_1535_blob_718_,2265,"6,7-Dimethylthieno[2,3-b]quinolin-3-ylamine",662,700,,C13H12N2S,228
20200803_1535_blob_1069_,1840.277778,tert-Hexadecanethiol,662,675,,C16H34S,258
20200803_1535_blob_1198_,2041.221374,"Methyl glycocholate, 3TMS derivative",662,680,,C36H69NO6Si3,695
20200803_1535_blob_1241_,2094.656489,"Isobenzofuran, 1,3-dihydro-1,1-dimethyl-3-phenyl-",662,813,,C16H16O,224
20200803_1535_blob_676_,2164.885496,"Thiourea, 1-(2-chlorophenyl)-3-(pyridin-3-yl)-",661,684,,C12H10ClN3S,263
20200803_1535_blob_763_,1510.734463,Ethyl 2-ethyl-3-methyl-3-trimethylsilyloxyvalerate,661,667,,C13H28O3Si,260
20200803_1535_blob_939_,1941.666667,"9,19-Cyclochloestene-3,7-diol, 4,14-dimethyl-, 3-acetate",661,676,,C31H52O3,472
20200803_1535_blob_1153_,2250,"Benzene, 1,1'-(2,2-dichloroethylidene)bis[4-ethyl-",661,710,2224,C18H20Cl2,306
20200803_1535_blob_1194_,1976.388889,"2-Methyl-cis-7,8-epoxynonadecane",660,673,,C20H40O,296
20200803_1535_blob_812_,2330,"3,12-Oleandione",659,659,,C30H48O2,440
20200803_1535_blob_948_,2517.117117,"2,6,9,12,16-Pentamethylheptadeca-2,6,11,15-tetraene-9-carboxylic acid",659,723,,C23H38O2,346
20200803_1535_blob_31_,1806.944444,"1,3,3,5,5-Pentamethylcyclohexanol",658,710,,C11H22O,170
20200803_1535_blob_863_,2228.333333,"Phenanthrene, 2,3,5-trimethyl-",658,813,,C17H16,220
20200803_1535_blob_1188_,2263.333333,Fluprednisolone,658,660,,C21H27FO5,378
20200803_0949_blob_869_,2050.769231,"10,12-Docosadiynedioic acid, 2TMS derivative",658,667,,C28H50O4Si2,506
20200803_0949_blob_914_,2130.769231,"Pentacyclo[9.1.0.0(2,4).0(5,7).0(8,10)]dodecane, 3,3,6,6,9,9,12,12-octamethyl-, anti,syn,anti-",658,738,,C20H32,272
20200803_0949_blob_947_,1730.379747,"Formic acid, 2-bromomethyl-4,4-dimethyl-3-(3-oxobut-1-enyl)cyclohex-2-enyl ester",658,684,,C14H19BrO3,314
20200803_1535_blob_21_,1526.553672,"5,7-Di-tert-butyl-8-hydroxy-3-methyl-3H-1,4-benzoxathiin-2-one",657,663,,C17H24O3S,308
20200803_1535_blob_829_,2313.333333,"1,3-Dimethyl 5-(methoxyimino)-4,6-dimethyl-2-oxocyclohexa-1(6),3-diene-1,3-dicarboxylate",657,725,,C13H15NO6,281
20200803_1535_blob_1260_,2656.31068,"Benzo[c]phenanthrene, 5-methyl-",657,713,,C19H14,242
20200803_0949_blob_780_,1894.366197,Ethyl iso-allocholate,657,669,,C26H44O5,436
20200803_0949_blob_920_,1888.732394,"Eicosanoic acid, 2,3-bis(acetyloxy)propyl ester",657,770,,C27H50O6,470
20200803_1535_blob_689_,1994.444444,"1H-1,3-Benzimidazole, 1-ethyl-2-methyl-5-(methylsulfonyl)-",656,718,,C11H14N2O2S,238
20200803_1535_blob_971_,1678.481013,5-Isopropenyl-2-methyl-7-oxabicyclo[4.1.0]heptan-2-ol,656,718,,C10H16O2,168
20200803_0949_blob_1319_,1923.943662,7-Methyl-Z-tetradecen-1-ol acetate,656,671,,C17H32O2,268
20200803_1535_blob_766_,2241.666667,7-Methyl-Z-tetradecen-1-ol acetate,655,688,,C17H32O2,268
20200803_1535_blob_816_,2448.648649,"4-O-Methyl-12b,13,20-triacetoxy-2,9-dihydroxy-3a-carboxy-2,3-seco-tigla-1(10),6-diene-3,9-lactone",655,657,,C27H36O10,520
20200803_1535_blob_903_,2220,?§-N-Normethadol,655,668,,C20H27NO,297
20200803_1535_blob_907_,2148.091603,"?§-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",655,681,,C17H34B2O6Si,384
20200803_1535_blob_656_,1854.166667,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",654,660,,C18H30O3,294
20200803_1535_blob_839_,2155.725191,"2,3,3',4'-Tetramethoxy-?§-methyl-propenylstilbene-5-carboxaldehyde",654,703,,C20H22O5,342
20200803_1535_blob_957_,2065.648855,1-Methoxy-3-(trimethylsilyloxymethyl)nonane,654,701,,C14H32O2Si,260
20200803_0949_blob_871_,1358.761496,"Uridine, 5-chloro-2'-desoxytris-O-(trimethylsilyl)-",654,654,,C18H35ClN2O5Si3,478
20200803_0949_blob_957_,1939.43662,11?§-Hydroxy-17?§-methyl testosterone,654,657,,C20H30O3,318
20200803_1535_blob_785_,1976.388889,E-8-Methyl-7-dodecen-1-ol acetate,653,670,,C15H28O2,240
20200803_1535_blob_820_,2466.666667,"Pyrene, 1,3-dimethyl-",653,862,,C18H14,230
20200803_1535_blob_840_,2328.333333,"Palmitic acid, 2-(tetradecyloxy)ethyl ester",653,656,,C32H64O3,496
20200803_1535_blob_878_,2149.618321,"Bi-1-cyclohexen-1-yl, 3,3,3',3',5,5,5',5'-octamethyl-",653,751,,C20H34,274
20200803_1535_blob_1472_,2929.896907,"Cholesta-4,6-dien-3-ol, (3??)-",653,736,,C27H44O,384
20200803_0949_blob_1112_,2467.272727,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",653,669,,C17H22N2O3,302
20200803_1535_blob_844_,2164.885496,"Anthacene, 1,2,3,4,6,7,8,9-octahydro-2,2,5-trimethyl-",652,702,,C17H24,228
20200803_1535_blob_879_,1913.888889,1-Benzoyl-2-hydroxyadamantane,652,658,,C17H20O2,256
20200803_1535_blob_1045_,2211.666667,"(2,3-Diphenyl-aziridin-1-yl)-(1-methyl-7-oxa-bicyclo[4.1.0]hept-2-ylidene)-amine",652,753,,C21H22N2O,318
20200803_1535_blob_1192_,2030.534351,"Naphthalene, 1,2,3-trimethyl-4-propenyl-, (E)-",652,726,,C16H18,210
20200803_1535_blob_895_,1908.333333,"B(9a)-Homo-19-norpregna-9(11),9a,16-trien-20-one, 3-(dimethylamino)-4,4,14-trimethyl-, (3??,5?§)-",651,656,,C26H39NO,381
20200803_1535_blob_705_,1888.888889,"5-Cyclotetradecyn-2-one, 8-hydroxy-14-pentyl-1-oxa",650,672,,C18H30O3,294
20200803_0949_blob_660_,1994.366197,"6,7-Dibromo-Z-11-tetradecene-1-ol acetate",650,675,,C16H28Br2O2,410
20200803_1535_blob_1003_,1931.944444,"1,3-Dioxane, 5-(hexadecyloxy)-2-pentadecyl-, trans-",649,715,,C35H70O3,538
20200803_1535_blob_1094_,2193.89313,"Benzophenone, 5-isopropyl-2-methyl-",649,670,,C17H18O,238
20200803_0949_blob_861_,1753.164557,"4-(3-Hydroxy-2,2,6-trimethyl-7-oxa-bicyclo[4.1.0]hept-1-yl)-but-3-en-2-one",649,683,,C13H20O3,224
20200803_1535_blob_862_,1805.555556,"17-Methoxy-4-methyl-d-homo-18-norandrosta-4,8,13,15,17-pentaen-3-one",648,695,,C21H24O2,308
20200803_1535_blob_1150_,2122.137405,"6,6-Dimethylbicyclo[3.1.1]hept-2-eno[2,3-a]naphthalen-4'-amine, N,N-dimethyl-",648,663,,C19H23N,265
20200803_0949_blob_783_,2287.394958,"1-Hydroxy-2-methylanthraquinone, TMS derivative",648,908,,C18H18O3Si,310
20200803_0949_blob_1057_,1945.070423,"2,2-Dimethyl-6-methylene-1-[3,5-dihydroxy-1-pentenyl]cyclohexan-1-perhydrol",648,666,,C14H24O4,256
20200803_1535_blob_1040_,2073.282443,"?§-D-Galactopyranose, 6-O-(trimethylsilyl)-, cyclic 1,2:3,4-bis(butylboronate)",647,711,,C17H34B2O6Si,384
20200803_1535_blob_1219_,1830.555556,"Benzene, 1,2,3,4-tetramethyl-4-(1-methylethenyl)-",647,717,,C13H18,174
20200803_0949_blob_1001_,2027.692308,"Benz[e]azulene-3,8-dione, 5-[(acetyloxy)methyl]-3a,4,6a,7,9,10,10a,10b-octahydro-3a,10a-dihydroxy-2,10-dimethyl-, (3a?§,6a?§,10??,10a??,10b??)-(+)-",647,652,,C19H24O6,348
20200803_1535_blob_471_,2149.618321,"1,3,3,5,5-Pentamethylcyclohexanol",646,725,,C11H22O,170
20200803_1535_blob_1134_,2213.333333,"Methyl (1-O-retinyl-2,3,4-triacetyl-??-D-glucopyran)uronate",646,653,,C33H46O10,602
20200803_1535_blob_892_,2097.709924,"Chromone, 5-hydroxy-6,7,8-trimethoxy-2,3-dimethyl-",645,673,,C14H16O6,280
20200803_1535_blob_1110_,1840.277778,"18-Hydroxy-10-pentyl-11-oxa-1,5-dithia-spiro[5.13]nonadec-15-yn-12-one",645,660,,C21H34O3S2,398
20200803_1535_blob_1144_,2361.666667,"4-Methoxyphenoxyformamide, N-methyl-N-[4-(1-pyrrolidinyl)-2-butynyl]-",645,679,,C17H22N2O3,302
20200803_1535_blob_821_,2320,"Androstane-3,16-diol, (3??,5?§,16?§)-",644,708,,C19H32O2,292
20200803_1535_blob_951_,1972.222222,"3-Octen-2-ol, (E)-, TMS derivative",644,754,,C11H24OSi,200
20200803_0949_blob_1712_,1307.819815,3-Dibenzofuranamine,644,781,,C12H9NO,183
20200803_0949_blob_695_,1963.380282,"[1-(3,3-Dimethyloxiran-2-ylmethyl)-3,7-dimethylocta-2,6-dienyl]trimethylsilane",643,732,,C18H34OSi,294
20200803_0949_blob_1144_,2319.327731,"Butanoic acid, 1a,2,5,5a,6,9,10,10a-octahydro-5,5a-dihydroxy-4-(hydroxymethyl)-1,1,7,9-tetramethyl-11-oxo-1H-2,8a-methanocyclopenta[a]cyclopropa[e]cyclodecen-6-yl ester, [1aR-(1a?§,2?§,5??,5a??,6??,8a?§,9?§,10a?§)]-",643,645,,C24H34O6,418
20200803_0949_blob_1183_,1926.760563,"10,12-Docosadiynedioic acid, 2TMS derivative",643,653,,C28H50O4Si2,506
20200803_0949_blob_2009_,1230.188618,"Hymexazole, tert-butyldimethylsilyl ether",643,654,,C10H19NO2Si,213
20200803_1535_blob_1024_,2308.333333,"Ibogamine-18-carboxylic acid, 3,4-didehydro-, methyl ester, (2?§,5??,6?§,18??)-",642,679,,C21H24N2O2,336
20200803_1535_blob_1038_,1898.611111,"Silane, (9,10-dimethyl-2,4,6,8-tetrathiatricyclo[3.3.1.1(3,7)]dec-1-yl)trimethyl-",642,644,,C11H20S4Si,308
20200803_1535_blob_1095_,1915.277778,"5H-Cyclopropa[3,4]benz[1,2-e]azulen-5-one, 9,9a-bis(acetyloxy)-1,1a,1b,2,4a,7a,7b,8,9,9a-decahydro-2,4a,7b-trihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-, [1aR-(1a?§,1b??,2??,4a??,7a?§,7b?§,8?§,9??,9a?§)]-",642,646,,C24H32O9,464
