"","cpnd","dates","slope","r2","RT1","RT2","Retention_index","d_alkane_RTI","Func_group_cat","Formula","Mass","inverse_slope"
"363","C28",2018-12-04,0.000330114592053485,0.965725802456855,70.13875167,0.57863033,2852,2852.525253,"Alkane",NA,NA,3029.251126948
"364","C27",2018-12-04,0.00037072189580485,0.964777269245726,68.15877179,0.568653945,2750,2750.943396,"Alkane",NA,NA,2697.43980950725
"365","C26",2018-12-04,0.000480202302358677,0.980513243654374,66.10263884,0.568653945,2649,2649.056604,"Alkane",NA,NA,2082.45565481082
"366","C25",2018-12-04,0.000317783380610342,0.978376336318636,63.93227628,0.55867756,2545,2545.614035,"Alkane",NA,NA,3146.7976647469
"367","C24",2018-12-04,0.000290267904192755,0.991202829981098,61.72383719,0.548701175,2443,2443.859649,"Alkane",NA,NA,3445.0932588673
"368","C23",2018-12-04,0.00030380855217649,0.993450107183615,59.40116849,0.548701175,2341,2341.935484,"Alkane",NA,NA,3291.54657706632
"369","C22",2018-12-04,0.000316964355667822,0.994926518758059,56.96427018,0.53872479,2238,2238.709677,"Alkane",NA,NA,3154.92888117678
"370","C21",2018-12-04,0.000329707425860931,0.995513148570697,54.4512188,0.51877202,2137,2137.777778,"Alkane",NA,NA,3032.99204556526
"371","C20",2018-12-04,0.000346142458793284,0.990982631148662,51.78586128,0.51877202,2034,2034.074074,"Alkane",NA,NA,2888.9839272714
"372","C19",2018-12-04,0.000380398184346127,0.992410679440747,49.04435068,0.508795635,1934,1934.228188,"Alkane",NA,NA,2628.82432448756
"373","C17",2018-12-04,0.000660924366899705,0.932022602589837,43.06633451,0.488842865,1730,1730.487805,"Alkane",NA,NA,1513.03242864361
"374","C16",2018-12-04,0.00227360712585702,0.871312338993753,39.82982895,0.488842865,1626,1626.829268,"Alkane",NA,NA,439.829726353034
"375","C14",2018-12-04,0.00607367205196956,0.934211117209368,32.82374631,0.468890095,1422,1422.95082,"Alkane",NA,NA,164.645043631508
"376","9H-Florenone",2018-12-04,0.000407897084950692,0.998338636783177,44.55131942,1.386717515,1778,1778.04878,"Ketone",NA,NA,2451.59879022152
"377","4-terpineol",2018-12-04,0.0182769868407357,0.917317540424924,23.87576033,0.77815803,1206,1206.678663,"Alcohol",NA,NA,54.7136138310939
"378","4-nitrocatechol",2018-12-04,0.000785262073320754,0.980737347090886,44.28478367,1.566292445,1769,1769.512195,"Cat",NA,NA,1273.46020389238
"379","4-hydroxybenzoic acid",2018-12-04,0.00107723388908628,0.999493567482448,40.59135967,0.887898265,1651,1651.219512,"Acid",NA,NA,928.303509693901
"380","4, 4 dimethoxy-benzophenone",2018-12-04,0.000393515637042303,0.924088757702423,58.25887241,1.446575825,2293,2293.548387,"Ketone",NA,NA,2541.19507808149
"381","3-5-dimethoxyphenol",2018-12-04,0.00107722729458528,0.953888799532486,36.4029407,0.87792188,1525,1525.68306,"Alcohol",NA,NA,928.309192522814
"382","2-Ketoglutaric acid, tri-TMS",2018-12-04,0.0519788408912255,0.416855730025626,39.90598202,0.7981108,1629,1629.268293,"Acid",NA,NA,19.2385975303426
"383","16-OH C16 Acid, TMS",2018-12-04,0.00036865317733479,0.924624048929267,61.4192249,0.688370565,2429,2429.824561,"Acid",NA,NA,2712.57664786612
"384","12-OH C18 Acid, TMS",2018-12-04,0.000642329362603593,0.979569150581853,62.29498523,0.69834695,2470,2470.175439,"Acid",NA,NA,1556.83370280107
"385","xanthone",2018-12-10,0.000428150451114974,0.962818709160297,48.24474342,1.37674113,1906,1906.040268,"Ketone",NA,NA,2335.62757529704
"386","verbenone (-)",2018-12-10,0.0157854396407589,0.86971795840665,25.09420948,2.065111695,1237,1237.171543,"Ketone",NA,NA,63.3495184649746
"387","vanillin",2018-12-10,0.000997924330907631,0.991114896245753,37.54523678,1.33683559,1558,1558.469945,"Aldehyde",NA,NA,1002.07998645597
"388","vanillic acid",2018-12-10,0.000206503392533263,0.994548730703015,44.89400825,0.87792188,1789,1789.02439,"Acid",NA,NA,4842.53545538688
"389","tridecanal",2018-12-10,0.00456198057331317,0.891651822521413,36.8217826,0.927803805,1537,1537.704918,"Aldehyde",NA,NA,219.20303778798
"390","triacetin",2018-12-10,0.00265942343544056,0.981320417916336,30.386848,2.11499362,1362,1362.952186,"Misc",NA,NA,376.02135360379
"391","threitol",2018-12-10,0.00120726069461922,0.940882490766892,36.25063456,0.528748405,1521,1521.311475,"Alcohol",NA,NA,828.321508732138
"392","syringol",2018-12-10,0.00239394837990305,0.977747021429622,32.67144016,0.81806357,1418,1418.579235,"Alcohol",NA,NA,417.719951021041
"393","syringic acid",2018-12-10,0.000177147113439928,0.987876372045171,48.77781493,0.87792188,1924,1924.832215,"Acid",NA,NA,5645.02565456199
"394","syringaldehyde",2018-12-10,0.000230439910678147,0.996012633325715,42.95210491,1.326859205,1726,1726.829268,"Aldehyde",NA,NA,4339.52607018968
"395","stigmasterol",2018-12-10,0.000859559547892147,0.986591788256327,78.85827843,0.85796911,3344,3344.827586,"Misc",NA,NA,1163.38653029013
"396","squalene",2018-12-10,0.00042211657069208,0.922205803688004,70.44336395,0.5985831,2868,2868.686869,"Misc",NA,NA,2369.01384458907
"397","sinapinaldehyde",2018-12-10,0.000371617179094691,0.984690718449003,51.74778474,1.53636329,2032,2032.592593,"Aldehyde",NA,NA,2690.94125959444
"398","retene",2018-12-10,0.000168445030472934,0.983557482713732,57.64964783,1.047520425,2267,2267.741935,"PAH",NA,NA,5936.65480775749
"399","resorcinol",2018-12-10,0.00195823504264682,0.976934264277737,31.98606251,0.728276105,1399,1399.138423,"Cat",NA,NA,510.663928599891
"400","quinoline",2018-12-10,0.00103587059936493,0.998998337626108,26.73150054,1.09740235,1278,1278.146352,"PAH",NA,NA,965.371544103172
"401","pyrocatechol",2018-12-10,0.00244111069427107,0.879169716953653,29.35878153,0.67839418,1339,1339.689606,"Cat",NA,NA,409.649592026635
"402","pyrene",2018-12-10,0.000182373297166765,0.989976906332041,55.32697913,1.21711897,2171,2171.851852,"PAH",NA,NA,5483.2588736145
"403","pinonic acid",2018-12-10,0.00202332837966426,0.996568033133965,37.27870103,1.466528595,1550,1550.819672,"Acid",NA,NA,494.235147418796
"404","pinic acid 2",2018-12-10,0.00123842190909967,0.987437404020599,42.03826804,0.97768573,1697,1697.560976,"Acid",NA,NA,807.47925456761
"405","pinic acid 1",2018-12-10,0.000870527035567558,0.993882485140363,41.8859619,0.967709345,1692,1692.682927,"Acid",NA,NA,1148.72940086005
"406","phthalimide",2018-12-10,0.00229318650754683,0.469173392821784,38.76368594,1.13730789,1593,1593.442623,"Amide",NA,NA,436.074430365354
"407","phthalic acid",2018-12-10,0.000845361553988001,0.955652953254043,42.57133954,1.107378735,1714,1714.634146,"Acid",NA,NA,1182.92580882404
"408","perylene",2018-12-10,0.000230458442898493,0.940741893406042,72.30911422,1.45655221,2967,2967.676768,"PAH",NA,NA,4339.17710899599
"409","pentadecanone",2018-12-10,0.000516882224637781,0.998987220196065,42.95210491,0.947756575,1726,1726.829268,"Ketone",NA,NA,1934.67670647946
"410","palmitoleic Acid",2018-12-10,0.000571424617982849,0.983525962651664,52.35700932,0.708323335,2056,2056.296296,"Acid",NA,NA,1750.01210751129
"411","p-anisic acid (4-methozybenzoic acid)",2018-12-10,0.00121931182219619,0.965316554747889,37.05024181,0.967709345,1544,1544.262295,"Acid",NA,NA,820.134752895967
"412","oleic Acid, TMS",2018-12-10,0.000252432004432601,0.976211634189958,57.26888247,0.69834695,2251,2251.612903,"Acid",NA,NA,3961.46281945401
"413","octadecanone",2018-12-10,0.000300839993419947,0.977278166620762,51.7097082,0.847992725,2031,2031.111111,"Ketone",NA,NA,3324.0261330683
"414","octadecanol",2018-12-10,0.000102542208549175,0.990606475576026,55.8219741,0.548701175,2191,2191.111111,"Alcohol",NA,NA,9752.08174417704
"415","octadecanal",2018-12-10,0.000840369509658154,0.956789061722659,52.35700932,0.867945495,2056,2056.296296,"Aldehyde",NA,NA,1189.95273925012
"416","monostearin TMS",2018-12-10,0.0061037515308733,0.976118022660815,68.92030251,0.708323335,2788,2788.679245,"Alcohol",NA,NA,163.833667694682
"417","monopalmitin",2018-12-10,0.000672253346491944,0.968948302140539,65.68379694,0.748228875,2628,2628.301887,"Alcohol",NA,NA,1487.53443209819
"418","mannosan",2018-12-10,0.00533198629626686,0.97603109178349,42.30480379,0.85796911,1706,1706.097561,"Sugar",NA,NA,187.547368735764
"419","maltol",2018-12-10,0.0140320027091681,0.989332279394364,28.33071505,1.09740235,1316,1316.427025,"Alcohol",NA,NA,71.265664689947
"420","lupeol",2018-12-10,0.000402559330866758,0.978015231000819,81.21902366,1.03754404,3483,3483.516484,"Misc",NA,NA,2484.10587787614
"421","linoleic Acid, TMS",2018-12-10,0.000623216561439279,0.953987916358344,57.11657633,0.69834695,2245,2245.16129,"Acid",NA,NA,1604.57866795222
"422","levoglucosan",2018-12-10,0.00256100702674281,0.980637897985287,42.95210491,0.847992725,1726,1726.829268,"Sugar",NA,NA,390.471400334985
"423","ketopinic acid",2018-12-10,0.00167805288980143,0.947577540763178,36.55524684,1.326859205,1530,1530.054645,"Acid",NA,NA,595.928773209486
"424","isopimaric acid",2018-12-10,0.000246596922898495,0.982573770350752,60.42923497,0.867945495,2385,2385.483871,"Acid",NA,NA,4055.20064178426
"425","isoeugenol",2018-12-10,0.00242983842449539,0.896356339302669,38.68753286,0.77815803,1591,1591.256831,"Alcohol",NA,NA,411.549998517976
"426","ionone",2018-12-10,0.0103442812070718,0.915733935705313,33.73758317,1.33683559,1449,1449.180328,"Ketone",NA,NA,96.671772545816
"427","hydroquinone",2018-12-10,0.00169192064165343,0.938447603109077,32.74759324,0.728276105,1420,1420.765027,"Benz",NA,NA,591.044269678482
"428","homosalate, TMS",2018-12-10,0.000227643899034005,0.99533304522884,52.31893278,0.927803805,2054,2054.814815,"Misc",NA,NA,4392.82583123663
"429","hexadecanol, TMS",2018-12-10,0.00018845311267736,0.993480686140018,50.60548866,0.528748405,1989,1989.261745,"Alcohol",NA,NA,5306.35968699569
"430","hexadecanamide",2018-12-10,0.00104477918544631,0.947563442385124,56.35504561,1.227095355,2212,2212.903226,"Amide",NA,NA,957.140048279984
"431","glyceric acid",2018-12-10,0.004028860890638,0.815667968771774,29.92992957,0.688370565,1352,1352.613262,"Acid",NA,NA,248.209115962215
"432","gamma dodecalactone",2018-12-10,0.0004688092745184,0.989544999965352,42.4190334,1.89551315,1709,1709.756098,"Sugar","C12H22O2",NA,2133.06360252212
"433","galactosan",2018-12-10,0.00625726473931735,0.959437219732949,41.61942614,0.83801634,1684,1684.146341,"Sugar","C15H34O5Si3",NA,159.814238594785
"434","erythreitol",2018-12-10,0.000922439563493236,0.993526820891508,36.51717031,0.53872479,1528,1528.961749,"Alcohol",NA,NA,1084.08186246159
"435","ergosterol",2018-12-10,0.0014215461500804,0.875112085293362,78.05867117,0.83801634,3296,3296.551724,"Alcohol","C31H52OSi",NA,703.459398728241
"436","eicosanol, TMS",2018-12-10,0.000224093097887816,0.94426841980703,60.54346457,0.548701175,2390,2390.322581,"Alcohol","C23H50OSi",NA,4462.43105845506
"437","dodecyl benzene",2018-12-10,0.000296123056102498,0.995111655905203,48.66358532,0.61853587,1920,1920.805369,"Benz","C18H30",NA,3376.9744685259
"438","dimethyl Glutaric Acid, TMS",2018-12-10,0.0027166745275974,0.97303092159063,34.00411893,0.89787465,1456,1456.830601,"Acid","C13H28O4Si2",NA,368.097094385609
"439","dibenz(ah)anthracene",2018-12-10,0.000627329808641809,0.920234282957443,77.79213542,1.51641052,3280,3280.45977,"PAH","C22H14",NA,1594.05784042852
"440","deoxycholic Acid",2018-12-10,0.00323227956742712,0.906248299691091,78.89635496,0.967709345,3347,3347.126437,"Acid","C33H64O4Si3",NA,309.379179349884
"441","cycloisolongifolene",2018-12-10,0.0106958092211504,0.962756757965668,30.04415917,0.648465025,1355,1355.197993,"Sesq","C15H24",NA,93.4945621526746
"442","citronellol",2018-12-10,0.00510954071491372,0.925585179493025,29.32070499,0.528748405,1338,1338.828029,"Alcohol","C13H28OSi",NA,195.712306799161
"443","cis-Vaccenic Acid, TMS",2018-12-10,0.000486580880591816,0.963474501723766,57.45926515,0.688370565,2259,2259.677419,"Acid","C21H42O2Si",NA,2055.15678870022
"444","chrysene",2018-12-10,0.000292203813371896,0.954707814435787,63.627664,1.29693005,2531,2531.578947,"PAH","C18H12",NA,3422.26882141087
"445","cholesterol",2018-12-10,0.00042243895280678,0.987405860695051,76.6117628,0.83801634,3209,3209.195402,"Alcohol","C30H54OSi",NA,2367.20594385478
"446","bisabolol",2018-12-10,0.012180063587175,0.882082375577715,44.3228602,0.55867756,1770,1770.731707,"Alcohol","C18H34OSi",NA,82.1013776194854
"447","beta-sitosterol",2018-12-10,0.00100796848566324,0.979086536177814,79.8863449,0.867945495,3406,3406.593407,"Alcohol","C32H58OSi",NA,992.094509127434
"448","beta-nocaryophyllonic acid, TMS",2018-12-10,0.00124364817265613,0.980443663652851,50.49125905,1.725914605,1985,1985.234899,"Acid",NA,NA,804.085932007798
"449","beta-nocaryophyllone aldehyde",2018-12-10,0.00330475098990766,0.964323435020907,43.90401831,0.269362395,1757,1757.317073,"Aldehyde",NA,NA,302.594659341623
"450","beta-nocaryophyllinic acid, TMS",2018-12-10,0.000216278043829824,0.948363994105591,54.18468305,1.247048125,2127,2127.407407,"Acid",NA,NA,4623.67784677597
"451","beta-caryophyllonic acid, TMS",2018-12-10,0.000330641853835136,0.974928479627354,48.96819761,1.326859205,1931,1931.543624,"Acid",NA,NA,3024.42049728713
"452","beta-caryophyllinic acid, TMS",2018-12-10,0.000671267582399066,0.973927595348777,52.47123893,0.927803805,2060,2060.740741,"Acid",NA,NA,1489.71889336003
"453","beta-caryophyllene aldehyde",2018-12-10,0.00284940468773193,0.959788807988892,42.60941608,1.965347845,1715,1715.853659,"Aldehyde",NA,NA,350.950500048479
"454","benzophenone",2018-12-10,0.000570456989132809,0.991648267512203,41.01020157,1.17721343,1664,1664.634146,"PAH",NA,NA,1752.98053849804
"455","anthraquinone",2018-12-10,0.000407178218891188,0.972877043919516,51.36701938,1.446575825,2017,2017.777778,"PAH",NA,NA,2455.92704522153
"456","abietic acid",2018-12-10,0.000288018668572618,0.953316253790936,62.2569087,0.83801634,2468,2468.421053,"Acid",NA,NA,3471.99716239182
"457","a-Amyrin",2018-12-10,0.00127798753229425,0.981232200292518,81.14287059,1.05749681,3479,3479.120879,"PAH","C33H58OSi",NA,782.480247052797
"458","Humulene",2018-12-10,0.00849979074988742,0.854719650923628,35.2078327,0.677576316,1490,1490,"Sesq",NA,NA,117.649955090158
"459","Longifolene",2018-12-10,0.0377413116362814,0.774294961519586,33.53448492,0.657647601,1442,1442,"Sesq",NA,NA,26.4961644586481
"460","a-copaene",2018-12-10,0.0313785763763355,0.775252588197521,32.12735155,0.57793274,1402,1402,"Sesq",NA,NA,31.868877287695
"461","a-farnesene",2018-12-10,0.150285482415888,0.98318327954434,34.78949576,0.53807531,1478,1478,"Sesq",NA,NA,6.65400266163219
"462","alloaromadendrene",2018-12-10,0.0173064463164775,0.822087467367194,35.3219246,0.627754528,1493,1493,"Sesq",NA,NA,57.7819375343335
"463","aromadendrene",2018-12-10,0.0283234430312945,0.803966955622099,34.52328134,0.627754528,1470,1470,"Sesq",NA,NA,35.3064420485568
"464","caryophyllene",2018-12-10,0.0185592803442017,0.796431502365668,33.83872997,0.667611959,1451,1451,"Sesq",NA,NA,53.8813995722857
"465","cedrene",2018-12-10,0.0232903147265986,0.778064438529994,33.76266871,0.637718886,1449,1449,"Sesq",NA,NA,42.9363025677775
"466","Me-OH-glutatric acid",2018-12-10,0.0021359660569585,0.982542219022575,39.71559934,0.828039955,1623,1623.170732,"Acid","C15H34O5",NA,468.172233702978
"467","MBTCA",2018-12-10,0.000319618743943143,0.838274445166823,44.51324288,0.97768573,1776,1776.829268,"Acid","C17H36O6Si3",NA,3128.72764489022
"468","FAME18 (Methyl Stearate)",2018-12-10,0.000264481994916807,0.982872588723579,55.06044338,0.71829972,2161,2161.481481,"Acid","C19H38O2",NA,3780.9757156231
"469","FAME16 (Methyl Palmitate)",2018-12-10,0.000279094142529192,0.992063179733776,49.69165179,0.728276105,1957,1957.04698,"Acid","C17H34O2",NA,3583.02037777595
"470","DEET",2018-12-10,0.000506614230341319,0.992210109155309,38.99214515,1.785772915,1600,1600,"Amide","C12H17NO",NA,1973.88849366958
"471","C9 acid",2018-12-10,0.0065590725835975,0.95312340966919,31.22453179,0.688370565,1381,1381.906882,"Acid","C12H26O2Si",NA,152.460578420909
"472","C9 Diacid (azelaic acid)",2018-12-10,0.000196365689818842,0.985409327440991,45.88399818,0.947756575,1822,1822.818792,"Acid","C15H32O4Si2",NA,5092.53933781688
"473","C8 acid",2018-12-10,0.00809181293494583,0.954980527232292,27.34072511,0.71829972,1293,1293.392792,"Acid","C11H24O2Si",NA,123.581700175165
"474","C28 acid",2018-12-10,0.00162767618343874,0.978708157261775,77.9825181,0.73825249,3291,3291.954023,"Acid",NA,NA,614.372815781656
"475","C26 acid",2018-12-10,0.00124371662374961,0.985375382860462,74.47947678,0.71829972,3088,3088.172043,"Acid",NA,NA,804.041677102587
"476","C24 acid",2018-12-10,0.000720927231158491,0.969303631726294,70.78605278,0.69834695,2886,2886.868687,"Acid",NA,NA,1387.10254902295
"477","C22 acid",2018-12-10,0.000529404443582999,0.961358362672754,66.82609303,0.688370565,2684,2684.90566,"Acid",NA,NA,1888.91501029349
"478","C18 Acid",2018-12-10,7.17493323923435e-05,0.939018888755047,57.95426012,0.69834695,2280,2280.645161,"Acid",NA,NA,13937.4119125144
"479","C17 acid",2018-12-10,0.000601841204076488,0.961123550881661,55.47928528,0.668417795,2177,2177.777778,"Acid",NA,NA,1661.56785747908
"480","C16 Acid",2018-12-10,8.85544568796649e-05,0.861541493540742,52.92815736,0.688370565,2078,2078.518519,"Acid",NA,NA,11292.4864003049
"481","C14 Diacid",2018-12-10,0.000389482142417811,0.943637782650362,58.83002045,0.887898265,2317,2317.741935,"Acid",NA,NA,2567.51180886559
"482","C13 acid",2018-12-10,0.000287808246390378,0.994406822707798,44.51324288,0.688370565,1776,1776.829268,"Acid",NA,NA,3474.53560675123
"483","C12 diacid",2018-12-10,0.000267118476877763,0.961122031874584,53.99430037,0.907851035,2120,2120,"Acid",NA,NA,3743.6571654967
"484","C10 diacid (sebacic acid)",2018-12-10,0.000150515199138727,0.974684838027441,48.70166185,0.93778019,1922,1922.147651,"Acid",NA,NA,6643.84730394118
"485","C10 carboxylic acid",2018-12-10,0.00500726111792292,0.990732007966693,34.80372618,0.688370565,1479,1479.781421,"Acid",NA,NA,199.709976462105
"486","C35",2018-12-10,0.000917188084557429,0.947236193801691,82.6278555,0.71829972,3564,3564.835165,"Alkane",NA,NA,1090.28891329583
"487","C33",2018-12-10,0.000852589155400671,0.99099669076847,79.16289072,0.63848864,3363,3363.218391,"Alkane",NA,NA,1172.89786489256
"488","C32",2018-12-10,0.000473994579215429,0.938912005076015,77.44944659,0.628512255,3259,3259.770115,"Alkane",NA,NA,2109.72876874506
"489","C31",2018-12-10,0.000678582807396128,0.984489318739869,75.73600247,0.61853587,3159,3159.139785,"Alkane",NA,NA,1473.65949903332
"490","C30",2018-12-10,0.000573342857663987,0.978212108839906,73.94640527,0.5985831,3058,3058.064516,"Alkane",NA,NA,1744.15707221744
"491","C29",2018-12-10,0.000469230103525728,0.968529895776861,72.08065501,0.588606715,2955,2955.555556,"Alkane",NA,NA,2131.15056448029
"492","C28",2018-12-10,0.000334324908456635,0.963391151367023,70.13875167,0.57863033,2852,2852.525253,"Alkane",NA,NA,2991.10229212762
"493","C27",2018-12-10,0.0003548664621213,0.960836462367234,68.15877179,0.568653945,2750,2750.943396,"Alkane",NA,NA,2817.9614213816
"494","C26",2018-12-10,0.000498475140712689,0.983498036166917,66.10263884,0.568653945,2649,2649.056604,"Alkane",NA,NA,2006.1180956191
"495","C25",2018-12-10,0.00027897697632504,0.967860435186021,63.93227628,0.55867756,2545,2545.614035,"Alkane",NA,NA,3584.52519334386
"496","C24",2018-12-10,0.000222699979416045,0.980387239076722,61.72383719,0.548701175,2443,2443.859649,"Alkane",NA,NA,4490.34617166181
"497","C23",2018-12-10,0.000228898816687492,0.986384725837287,59.40116849,0.548701175,2341,2341.935484,"Alkane",NA,NA,4368.74254953125
"498","C22",2018-12-10,0.000221716005140827,0.989864259757022,56.96427018,0.53872479,2238,2238.709677,"Alkane",NA,NA,4510.27430051715
"499","C21",2018-12-10,0.000224987537300498,0.993832755905721,54.4512188,0.51877202,2137,2137.777778,"Alkane",NA,NA,4444.69063486117
"500","C20",2018-12-10,0.000249117779759914,0.994542721261674,51.78586128,0.51877202,2034,2034.074074,"Alkane",NA,NA,4014.16551224783
"501","C19",2018-12-10,0.000270350035499951,0.996523513895633,49.04435068,0.508795635,1934,1934.228188,"Alkane",NA,NA,3698.90833618988
"502","C17",2018-12-10,0.000477709920928319,0.962623550233221,43.06633451,0.488842865,1730,1730.487805,"Alkane",NA,NA,2093.32056168465
"503","C16",2018-12-10,0.00168024868364057,0.923251455934289,39.82982895,0.488842865,1626,1626.829268,"Alkane",NA,NA,595.149997578524
"504","C14",2018-12-10,0.0126987728951452,0.893066719681726,32.82374631,0.468890095,1422,1422.95082,"Alkane",NA,NA,78.7477662808117
"505","9H-Florenone",2018-12-10,0.000206186179664796,0.942787106553607,44.55131942,1.386717515,1778,1778.04878,"Ketone",NA,NA,4849.98558887765
"506","4-terpineol",2018-12-10,0.011832895633926,0.846681494088667,23.87576033,0.77815803,1206,1206.678663,"Alcohol",NA,NA,84.5101681732839
"507","4-nitrocatechol",2018-12-10,0.000465207292235688,0.968316789508566,44.28478367,1.566292445,1769,1769.512195,"Cat",NA,NA,2149.57937394792
"508","4-hydroxybenzoic acid",2018-12-10,0.000823393583977752,0.999204518345793,40.59135967,0.887898265,1651,1651.219512,"Acid",NA,NA,1214.48602400941
"509","4, 4 dimethoxy-benzophenone",2018-12-10,0.000447898022849145,0.937878382721232,58.25887241,1.446575825,2293,2293.548387,"Ketone",NA,NA,2232.65107007808
"510","3-5-dimethoxyphenol",2018-12-10,0.000833032720282466,0.942045915321552,36.4029407,0.87792188,1525,1525.68306,"Alcohol",NA,NA,1200.43303900586
"511","2-Ketoglutaric acid, tri-TMS",2018-12-10,0.0452208645759017,0.722225961826446,39.90598202,0.7981108,1629,1629.268293,"Acid",NA,NA,22.1136860026533
"512","16-OH C16 Acid, TMS",2018-12-10,0.000333677256583956,0.934021609520742,61.4192249,0.688370565,2429,2429.824561,"Acid",NA,NA,2996.90788109915
"513","12-OH C18 Acid, TMS",2018-12-10,0.000570297719405216,0.987120725913901,62.29498523,0.69834695,2470,2470.175439,"Acid",NA,NA,1753.47010162155
"514","xanthone",2018-12-19,0.000967417618758092,0.962484697936492,48.24474342,1.37674113,1906,1906.040268,"Ketone",NA,NA,1033.67974761896
"515","verbenone (-)",2018-12-19,0.155413647362622,0.996052887415471,25.09420948,2.065111695,1237,1237.171543,"Ketone",NA,NA,6.43444135679238
"516","vanillin",2018-12-19,0.0035432705967644,0.929157104015899,37.54523678,1.33683559,1558,1558.469945,"Aldehyde",NA,NA,282.225128646163
"517","vanillic acid",2018-12-19,0.000382580213121215,0.980697264043926,44.89400825,0.87792188,1789,1789.02439,"Acid",NA,NA,2613.83094499757
"518","tridecanal",2018-12-19,0.0153208976577078,0.982667709515724,36.8217826,0.927803805,1537,1537.704918,"Aldehyde",NA,NA,65.2703269965978
"519","triacetin",2018-12-19,0.0142392186902411,0.942929726603775,30.386848,2.11499362,1362,1362.952186,"Misc",NA,NA,70.2285723503461
"520","threitol",2018-12-19,0.0120928762046772,0.991341234756724,36.25063456,0.528748405,1521,1521.311475,"Alcohol",NA,NA,82.693313242819
"521","syringol",2018-12-19,0.00577893750171372,0.984505651479863,32.67144016,0.81806357,1418,1418.579235,"Alcohol",NA,NA,173.042189797598
"522","syringic acid",2018-12-19,0.000269172486819132,0.975830281016832,48.77781493,0.87792188,1924,1924.832215,"Acid",NA,NA,3715.0899477774
"523","syringaldehyde",2018-12-19,0.00050709146197229,0.982952264089115,42.95210491,1.326859205,1726,1726.829268,"Aldehyde",NA,NA,1972.03083662774
"524","stigmasterol",2018-12-19,0.00144967845374451,0.990470193181193,78.85827843,0.85796911,3344,3344.827586,"Misc",NA,NA,689.808141534428
"525","squalene",2018-12-19,0.00121508423453179,0.938876808428994,70.44336395,0.5985831,2868,2868.686869,"Misc",NA,NA,822.988210677703
"526","sinapinaldehyde",2018-12-19,0.000767449771436026,0.951857247349856,51.74778474,1.53636329,2032,2032.592593,"Aldehyde",NA,NA,1303.01687122642
"527","retene",2018-12-19,0.000357931850160982,0.975883759735303,57.64964783,1.047520425,2267,2267.741935,"PAH",NA,NA,2793.82792995438
"528","resorcinol",2018-12-19,0.00350625986035653,0.996830863705107,31.98606251,0.728276105,1399,1399.138423,"Cat",NA,NA,285.204189029593
"529","quinoline",2018-12-19,0.00264965081122059,0.956106503871592,26.73150054,1.09740235,1278,1278.146352,"PAH",NA,NA,377.408221402328
"530","pyrocatechol",2018-12-19,0.0136031798790514,0.90873412310516,29.35878153,0.67839418,1339,1339.689606,"Cat",NA,NA,73.5122235309099
"531","pyrene",2018-12-19,0.000367568175973105,0.98467582163855,55.32697913,1.21711897,2171,2171.851852,"PAH",NA,NA,2720.58373212693
"532","pinonic acid",2018-12-19,0.0103409724582934,0.938806474495443,37.27870103,1.466528595,1550,1550.819672,"Acid",NA,NA,96.7027041250849
"533","pinic acid 2",2018-12-19,0.00300788246124794,0.964721324440644,42.03826804,0.97768573,1697,1697.560976,"Acid",NA,NA,332.459799504635
"534","pinic acid 1",2018-12-19,0.00207566903702693,0.981440465788114,41.8859619,0.967709345,1692,1692.682927,"Acid",NA,NA,481.772374189452
"535","phthalimide",2018-12-19,0.00705086790534663,0.999388586837754,38.76368594,1.13730789,1593,1593.442623,"Amide",NA,NA,141.826511774771
"536","phthalic acid",2018-12-19,0.000798233641777365,0.90049249142135,42.57133954,1.107378735,1714,1714.634146,"Acid",NA,NA,1252.76604199915
"537","perylene",2018-12-19,0.000523802162000325,0.957975888638195,72.30911422,1.45655221,2967,2967.676768,"PAH",NA,NA,1909.11774052468
"538","pentadecanone",2018-12-19,0.00131911527958883,0.99461070141305,42.95210491,0.947756575,1726,1726.829268,"Ketone",NA,NA,758.083857774509
"539","palmitoleic Acid",2018-12-19,0.00107134091027882,0.980550439183439,52.35700932,0.708323335,2056,2056.296296,"Acid",NA,NA,933.40970218317
"540","p-anisic acid (4-methozybenzoic acid)",2018-12-19,0.00416997148970674,0.914563512592073,37.05024181,0.967709345,1544,1544.262295,"Acid",NA,NA,239.809793056961
"541","oleic Acid, TMS",2018-12-19,0.000490073754399042,0.975598237715022,57.26888247,0.69834695,2251,2251.612903,"Acid",NA,NA,2040.50919075693
"542","octadecanone",2018-12-19,0.000692569256982309,0.969117196791421,51.7097082,0.847992725,2031,2031.111111,"Ketone",NA,NA,1443.89891684947
"543","octadecanol",2018-12-19,0.000195541473807257,0.989824985966054,55.8219741,0.548701175,2191,2191.111111,"Alcohol",NA,NA,5114.00461768887
"544","octadecanal",2018-12-19,0.00341044692060854,0.947694318849001,52.35700932,0.867945495,2056,2056.296296,"Aldehyde",NA,NA,293.216702467126
"545","monostearin TMS",2018-12-19,0.0123198799964034,0.972102087713562,68.92030251,0.708323335,2788,2788.679245,"Alcohol",NA,NA,81.1696218057266
"546","monopalmitin",2018-12-19,0.00147310547751409,0.978630621558079,65.68379694,0.748228875,2628,2628.301887,"Alcohol",NA,NA,678.83801619388
