r_date,Compound.Name,volume_tot,File_num,Category,Sample_Number,Sample_Time,amt_sampled_cm3,Quant_category,cal_curve,Extracted_Chla,Bulk_HB,T_O_D,Usable,Event,quant.proxy,quant_mw,keep,Class,quant.factor,vol_ng,vol_ng_per_L,vol_mol_per_L,vol_ppt,vol_ppt_vocus,vol_ppt.max,vol_ppt.mean,vol_ppt.sd,vol_zscore,quant.proxy.f
8/9/2019 13:52,benzothiazole,542180,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,benzothiazole,135,1,Anthropogenic,809000,0.670185414,0.335092707,2.48E-12,60.69864331,193,99.01973284,53.11651197,17.83320978,0.425169189,benzothiazole
8/10/2019 5:40,benzothiazole,469668,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,benzothiazole,135,1,Anthropogenic,809000,0.58055377,0.290276885,2.15E-12,52.58071195,,99.01973284,53.11651197,17.83320978,-0.030045069,benzothiazole
8/10/2019 13:45,benzothiazole,760494,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,benzothiazole,135,1,Anthropogenic,809000,0.940042027,0.348163714,2.58E-12,63.06632353,181,99.01973284,53.11651197,17.83320978,0.557937225,benzothiazole
8/11/2019 13:45,benzothiazole,319848,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,benzothiazole,135,1,Anthropogenic,809000,0.395362176,0.197681088,1.46E-12,35.80792295,131,99.01973284,53.11651197,17.83320978,-0.970581809,benzothiazole
8/12/2019 5:01,benzothiazole,289532,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,benzothiazole,135,1,Anthropogenic,809000,0.357888752,0.178944376,1.33E-12,32.41395772,,99.01973284,53.11651197,17.83320978,-1.160898936,benzothiazole
7/24/2019 13:59,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,347389,NA,Sample,g27,7/24/2019 13:59,2016,2,cc_1,0.725469902,4.40E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.371142094,0.184098261,1.24E-12,30.29553688,,238.3139087,64.20588258,58.14970092,-0.583155978,1-chlorooctane
7/27/2019 6:08,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,434670,NA,Sample,g32,7/27/2019 6:08,2000,2,cc_1,NA,NA,Night,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.464391026,0.232195513,1.56E-12,38.2105061,,238.3139087,64.20588258,58.14970092,-0.447042307,1-chlorooctane
7/27/2019 14:13,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,220659,NA,Sample,g33,7/27/2019 14:13,2000,2,cc_1,0.656432382,1.50E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.235746795,0.117873397,7.93E-13,19.39745569,,238.3139087,64.20588258,58.14970092,-0.770570204,1-chlorooctane
7/30/2019 13:34,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,380441,NA,Sample,g36,7/30/2019 13:34,2000,2,cc_1,1.589375316,2.90E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.40645406,0.20322703,1.37E-12,33.44340109,,238.3139087,64.20588258,58.14970092,-0.529022179,1-chlorooctane
7/31/2019 13:56,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,359085,NA,Sample,g38,7/31/2019 13:56,2000,2,cc_1,2.848445838,1.50E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.383637821,0.19181891,1.29E-12,31.56606065,,238.3139087,64.20588258,58.14970092,-0.561306789,1-chlorooctane
8/2/2019 6:13,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,205793,NA,Sample,g41,8/2/2019 6:13,2000,2,cc_1,NA,NA,Night,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.219864316,0.109932158,7.40E-13,18.09063124,,238.3139087,64.20588258,58.14970092,-0.793043655,1-chlorooctane
8/2/2019 13:36,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,333107,NA,Sample,g43,8/2/2019 13:36,2000,2,cc_1,17.464382,7.60E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,936000,0.355883547,0.177941774,1.20E-12,29.28241438,,238.3139087,64.20588258,58.14970092,-0.600578638,1-chlorooctane
8/3/2019 13:50,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,398209,NA,Sample,g46,8/3/2019 13:50,2100,1,cc_2,18.74240276,5.00E+09,Day,TRUE,Peak Chla,1-chlorooctane,148.6,1,Biogenic,986000,0.403863083,0.192315754,1.29E-12,31.64782212,,238.3139087,64.20588258,58.14970092,-0.559900738,1-chlorooctane
8/4/2019 13:41,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,1769996,NA,Sample,g48,8/4/2019 13:41,2000,1,cc_2,6.753826262,4.20E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,1.795127789,0.897563895,6.04E-12,147.7047091,,238.3139087,64.20588258,58.14970092,1.435928735,1-chlorooctane
8/5/2019 13:34,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,160035,NA,Sample,g49,8/5/2019 13:34,2000,1,cc_2,14.61165707,4.60E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,0.162307302,0.081153651,5.46E-13,13.354789,,238.3139087,64.20588258,58.14970092,-0.874485901,1-chlorooctane
8/6/2019 5:20,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,478182,NA,Sample,g50,8/6/2019 5:20,2000,1,cc_2,NA,NA,Night,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,0.484971602,0.242485801,1.63E-12,39.90389424,,238.3139087,64.20588258,58.14970092,-0.417921123,1-chlorooctane
8/6/2019 13:39,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,1101056,NA,Sample,g52,8/6/2019 13:39,2000,1,cc_2,4.327583712,9.60E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,1.116689655,0.558344828,3.76E-12,91.88221677,,238.3139087,64.20588258,58.14970092,0.475949726,1-chlorooctane
8/7/2019 14:01,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,1070154,NA,Sample,g53,8/7/2019 14:01,2000,1,cc_2,4.946981612,1.30E+10,Day,TRUE,Peak HB,1-chlorooctane,148.6,1,Biogenic,986000,1.085348884,0.542674442,3.65E-12,89.30347031,,238.3139087,64.20588258,58.14970092,0.431603041,1-chlorooctane
8/8/2019 5:46,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,1220920,NA,Sample,g56,8/8/2019 5:46,2000,1,cc_2,NA,NA,Night,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,1.238255578,0.619127789,4.17E-12,101.8847689,,238.3139087,64.20588258,58.14970092,0.647963545,1-chlorooctane
8/9/2019 13:52,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,2855797,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,2.896345842,1.448172921,9.75E-12,238.3139087,,238.3139087,64.20588258,58.14970092,2.994134507,1-chlorooctane
8/10/2019 5:40,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,1652463,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,1.675925963,0.837962982,5.64E-12,137.896677,,238.3139087,64.20588258,58.14970092,1.267260076,1-chlorooctane
8/10/2019 13:45,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,698111,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,0.708023327,0.262230862,1.76E-12,43.15317647,,238.3139087,64.20588258,58.14970092,-0.36204324,1-chlorooctane
8/11/2019 13:45,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,696580,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,0.706470588,0.353235294,2.38E-12,58.12902755,,238.3139087,64.20588258,58.14970092,-0.104503633,1-chlorooctane
8/12/2019 5:01,blob23_g48_1-chloro octane_CAICE_vocstand_incomplete,316975,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,1-chlorooctane,148.6,1,Biogenic,986000,0.321475659,0.16073783,1.08E-12,26.45130281,,238.3139087,64.20588258,58.14970092,-0.649265244,1-chlorooctane
7/24/2019 13:59,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,960512,NA,Sample,g27,7/24/2019 13:59,2016,2,cc_1,0.725469902,4.40E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,0.442632258,0.219559652,1.72E-12,41.94597952,,116.60951,18.73394137,25.44740769,0.912157279,naphthalene
7/27/2019 6:08,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,375621,NA,Sample,g32,7/27/2019 6:08,2000,2,cc_1,NA,NA,Night,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,0.173097235,0.086548618,6.76E-13,16.53476177,,116.60951,18.73394137,25.44740769,-0.086420575,naphthalene
7/27/2019 14:13,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,385635,NA,Sample,g33,7/27/2019 14:13,2000,2,cc_1,0.656432382,1.50E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,0.177711982,0.088855991,6.94E-13,16.97557606,,116.60951,18.73394137,25.44740769,-0.069098013,naphthalene
7/30/2019 13:34,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,2649024,NA,Sample,g36,7/30/2019 13:34,2000,2,cc_1,1.589375316,2.90E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,1.220748387,0.610374194,4.77E-12,116.60951,,116.60951,18.73394137,25.44740769,3.846190145,naphthalene
7/31/2019 13:56,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,275431,NA,Sample,g38,7/31/2019 13:56,2000,2,cc_1,2.848445838,1.50E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,0.126926728,0.063463364,4.96E-13,12.12441788,,116.60951,18.73394137,25.44740769,-0.259732684,naphthalene
8/2/2019 6:13,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,640294,NA,Sample,g41,8/2/2019 6:13,2000,2,cc_1,NA,NA,Night,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,0.295066359,0.14753318,1.15E-12,28.18561463,,116.60951,18.73394137,25.44740769,0.371419886,naphthalene
8/2/2019 13:36,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,288539,NA,Sample,g43,8/2/2019 13:36,2000,2,cc_1,17.464382,7.60E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,2170000,0.132967281,0.066483641,5.19E-13,12.70142944,,116.60951,18.73394137,25.44740769,-0.237058014,naphthalene
8/3/2019 13:50,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,101355,NA,Sample,g46,8/3/2019 13:50,2100,1,cc_2,18.74240276,5.00E+09,Day,TRUE,Peak Chla,naphthalene,128,1,Anthropogenic,1900000,0.053344737,0.025402256,1.98E-13,4.852997743,,116.60951,18.73394137,25.44740769,-0.545475744,naphthalene
8/4/2019 13:41,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,104336,NA,Sample,g48,8/4/2019 13:41,2000,1,cc_2,6.753826262,4.20E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.054913684,0.027456842,2.15E-13,5.245518141,,116.60951,18.73394137,25.44740769,-0.530050974,naphthalene
8/5/2019 13:34,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,393468,NA,Sample,g49,8/5/2019 13:34,2000,1,cc_2,14.61165707,4.60E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.207088421,0.103544211,8.09E-13,19.78170077,,116.60951,18.73394137,25.44740769,0.041173522,naphthalene
8/6/2019 5:20,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,137290,NA,Sample,g50,8/6/2019 5:20,2000,1,cc_2,NA,NA,Night,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.072257895,0.036128947,2.82E-13,6.902288621,,116.60951,18.73394137,25.44740769,-0.464945306,naphthalene
8/6/2019 13:39,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,135895,NA,Sample,g52,8/6/2019 13:39,2000,1,cc_2,4.327583712,9.60E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.071523684,0.035761842,2.79E-13,6.832154652,,116.60951,18.73394137,25.44740769,-0.467701342,naphthalene
8/7/2019 14:01,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,138548,NA,Sample,g53,8/7/2019 14:01,2000,1,cc_2,4.946981612,1.30E+10,Day,TRUE,Peak HB,naphthalene,128,1,Anthropogenic,1900000,0.07292,0.03646,2.85E-13,6.965534881,,116.60951,18.73394137,25.44740769,-0.462459934,naphthalene
8/8/2019 5:46,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,106955,NA,Sample,g56,8/8/2019 5:46,2000,1,cc_2,NA,NA,Night,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.056292105,0.028146053,2.20E-13,5.377189012,,116.60951,18.73394137,25.44740769,-0.524876739,naphthalene
8/9/2019 13:52,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,354353,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.186501579,0.093250789,7.29E-13,17.8151845,,116.60951,18.73394137,25.44740769,-0.036104144,naphthalene
8/10/2019 5:40,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,184737,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.09723,0.048615,3.80E-13,9.287698252,,116.60951,18.73394137,25.44740769,-0.371206499,naphthalene
8/10/2019 13:45,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,173171,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.091142632,0.03375653,2.64E-13,6.449047962,,116.60951,18.73394137,25.44740769,-0.482756183,naphthalene
8/11/2019 13:45,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,157047,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.082656316,0.041328158,3.23E-13,7.89557667,,116.60951,18.73394137,25.44740769,-0.42591233,naphthalene
8/12/2019 5:01,blob308_g48_Naphthalene_CAICE_vocstand_incomplete,267780,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,naphthalene,128,1,Anthropogenic,1900000,0.140936842,0.070468421,5.51E-13,13.46270556,,116.60951,18.73394137,25.44740769,-0.207142349,naphthalene
7/24/2019 13:59,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,0,NA,Sample,g27,7/24/2019 13:59,2016,2,cc_1,0.725469902,4.40E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0,0,0,0,6.6,1.760385578,0.260335896,0.503312346,-0.517245201,beta cyclocitral
7/27/2019 6:08,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,0,NA,Sample,g32,7/27/2019 6:08,2000,2,cc_1,NA,NA,Night,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0,0,0,0,,1.760385578,0.260335896,0.503312346,-0.517245201,beta cyclocitral
7/27/2019 14:13,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,0,NA,Sample,g33,7/27/2019 14:13,2000,2,cc_1,0.656432382,1.50E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0,0,0,0,13,1.760385578,0.260335896,0.503312346,-0.517245201,beta cyclocitral
7/30/2019 13:34,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,2933,NA,Sample,g36,7/30/2019 13:34,2000,2,cc_1,1.589375316,2.90E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0.001206996,0.000603498,3.97E-15,0.097091225,6.7,1.760385578,0.260335896,0.503312346,-0.324340683,beta cyclocitral
7/31/2019 13:56,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,0,NA,Sample,g38,7/31/2019 13:56,2000,2,cc_1,2.848445838,1.50E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0,0,0,0,10,1.760385578,0.260335896,0.503312346,-0.517245201,beta cyclocitral
8/2/2019 6:13,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,7826,NA,Sample,g41,8/2/2019 6:13,2000,2,cc_1,NA,NA,Night,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0.003220576,0.001610288,1.06E-14,0.259064415,,1.760385578,0.260335896,0.503312346,-0.002526225,beta cyclocitral
8/2/2019 13:36,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,14792,NA,Sample,g43,8/2/2019 13:36,2000,2,cc_1,17.464382,7.60E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2430000,0.006087243,0.003043621,2.00E-14,0.489660214,12,1.760385578,0.260335896,0.503312346,0.455630226,beta cyclocitral
8/3/2019 13:50,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,9930,NA,Sample,g46,8/3/2019 13:50,2100,1,cc_2,18.74240276,5.00E+09,Day,TRUE,Peak Chla,beta cyclocitral,152,1,Biogenic,2300000,0.004317391,0.002055901,1.35E-14,0.330754915,23,1.760385578,0.260335896,0.503312346,0.13991117,beta cyclocitral
8/4/2019 13:41,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,43051,NA,Sample,g48,8/4/2019 13:41,2000,1,cc_2,6.753826262,4.20E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.018717826,0.009358913,6.16E-14,1.505669319,37,1.760385578,0.260335896,0.503312346,2.474275532,beta cyclocitral
8/5/2019 13:34,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,50334,NA,Sample,g49,8/5/2019 13:34,2000,1,cc_2,14.61165707,4.60E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.021884348,0.010942174,7.20E-14,1.760385578,58,1.760385578,0.260335896,0.503312346,2.980355426,beta cyclocitral
8/6/2019 5:20,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,656,NA,Sample,g50,8/6/2019 5:20,2000,1,cc_2,NA,NA,Night,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.000285217,0.000142609,9.38E-16,0.022943,,1.760385578,0.260335896,0.503312346,-0.471661182,beta cyclocitral
8/6/2019 13:39,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,503,NA,Sample,g52,8/6/2019 13:39,2000,1,cc_2,4.327583712,9.60E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.000218696,0.000109348,7.19E-16,0.017591965,11,1.760385578,0.260335896,0.503312346,-0.482292821,beta cyclocitral
8/7/2019 14:01,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,1839,NA,Sample,g53,8/7/2019 14:01,2000,1,cc_2,4.946981612,1.30E+10,Day,TRUE,Peak HB,beta cyclocitral,152,1,Biogenic,2300000,0.000799565,0.000399783,2.63E-15,0.064317342,10,1.760385578,0.260335896,0.503312346,-0.389457075,beta cyclocitral
8/8/2019 5:46,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,229,NA,Sample,g56,8/8/2019 5:46,2000,1,cc_2,NA,NA,Night,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,9.96E-05,4.98E-05,3.28E-16,0.008009065,,1.760385578,0.260335896,0.503312346,-0.501332487,beta cyclocitral
8/9/2019 13:52,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,4633,NA,Sample,g58,8/9/2019 13:52,2000,1,cc_2,5.958272598,4.50E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.002014348,0.001007174,6.63E-15,0.162034934,13,1.760385578,0.260335896,0.503312346,-0.195308067,beta cyclocitral
8/10/2019 5:40,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,296,NA,Sample,g60,8/10/2019 5:40,2000,1,cc_2,NA,NA,Night,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.000128696,6.43E-05,4.23E-16,0.010352329,,1.760385578,0.260335896,0.503312346,-0.496676802,beta cyclocitral
8/10/2019 13:45,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,3569,NA,Sample,g61,8/10/2019 13:45,2700,1,cc_2,6.524895086,6.00E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.001551739,0.000574718,3.78E-15,0.092461117,10,1.760385578,0.260335896,0.503312346,-0.333539957,beta cyclocitral
8/11/2019 13:45,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,3604,NA,Sample,g62,8/11/2019 13:45,2000,1,cc_2,2.945795076,4.90E+09,Day,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0.001566957,0.000783478,5.15E-15,0.126046601,10,1.760385578,0.260335896,0.503312346,-0.266811048,beta cyclocitral
8/12/2019 5:01,blob498_g48_beta cyclocitral_CAICE_vocstand_incomplete,0,NA,Sample,g63,8/12/2019 5:01,2000,1,cc_2,NA,NA,Night,TRUE,NA,beta cyclocitral,152,1,Biogenic,2300000,0,0,0,0,,1.760385578,0.260335896,0.503312346,-0.517245201,beta cyclocitral
7/24/2019 13:59,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,302248,NA,Sample,g27,7/24/2019 13:59,2016,2,cc_1,0.725469902,4.40E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,0.144616268,0.07173426,3.94E-13,9.638357051,,71.98905846,12.63778323,16.92551692,-0.177213269,benzophenone
7/27/2019 6:08,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,271976,NA,Sample,g32,7/27/2019 6:08,2000,2,cc_1,NA,NA,Night,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,0.130132057,0.065066029,3.58E-13,8.742400319,,71.98905846,12.63778323,16.92551692,-0.230148534,benzophenone
7/27/2019 14:13,blob516_g48_Benzophenone_CAICE_vocstand_incomplete,383855,NA,Sample,g33,7/27/2019 14:13,2000,2,cc_1,0.656432382,1.50E+09,Day,TRUE,NA,benzophenone,182,1,Anthropogenic,2090000,0.183662679,0.09183134,5.05E-13,12.33864045,,71.98905846,12.63778323,16.92551692,-0.017674071,benzophenone
